Index,Verb Number,Set,,Tense,Tense?,Subject,Object,Verb,Dupes,Cherokee,English,Syllabary,Stem,Stem Number,Is_Dupe,CED Entry,CED English,CED Sentence (Cherokee),CED Sentence (Syllabary),CED Sentence (English),CED Index,CED Link,Full Line,Tags,Notes
1924,20,A,AC,Present Tense,,First Plural Exclusive,Third Singular (animate),To See,We (others and I) see him/her@We (others and I) see it,otsigowtiha,We (others and I) see him/her,ᎣᏥᎪᏩᏘᎭ,-gowtih-a,I,2,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“We (others and I) see him/her” otsigowtiha ᎣᏥᎪᏩᏘᎭ,PresentTense transitive P_1p-ex VERB_C::agowhtiha VERB_E::To_See,
1925,20,A,AC,Present Tense,,First Plural Exclusive,Third Singular (inanimate),To See,We (others and I) see him/her@We (others and I) see it,otsigowtiha,We (others and I) see it,ᎣᏥᎪᏩᏘᎭ,-gowtih-a,I,2,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“We (others and I) see it” otsigowtiha ᎣᏥᎪᏩᏘᎭ,PresentTense transitive P_1p-ex VERB_C::agowhtiha VERB_E::To_See,
1926,20,A,AC,Present Tense,,First Plural Exclusive,Third Plural (animate),To See,We (another and I) see you two@We (others and I) see them,gotsigowtiha,We (others and I) see them,ᎪᏥᎪᏩᏘᎭ,-gowtih-a,I,2,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“We (others and I) see them” gotsigowtiha ᎪᏥᎪᏩᏘᎭ,PresentTense transitive P_1p-ex VERB_C::agowhtiha VERB_E::To_See,
1927,20,A,AC,Present Tense,,First Plural Exclusive,Third Plural (inanimate),To See,,dotsigowtiha,We (others and I) see those things,ᏙᏥᎪᏩᏘᎭ,-gowtih-a,I,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“We (others and I) see those things” dotsigowtiha ᏙᏥᎪᏩᏘᎭ,PresentTense transitive P_1p-ex VERB_C::agowhtiha VERB_E::To_See,
1928,20,A,AC,Present Tense,,First Plural Inclusive,Third Singular (animate),To See,,edigowtiha,We (you and I and another or others) see him/her,ᎡᏗᎪᏩᏘᎭ,-gowtih-a,I,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“We (you and I and another or others) see him/her” edigowtiha ᎡᏗᎪᏩᏘᎭ,PresentTense transitive P_1p-in VERB_C::agowhtiha VERB_E::To_See,
1929,20,A,AC,Present Tense,,First Plural Inclusive,Third Singular (inanimate),To See,,idigowtiha,We (you and I and another or others) see it,ᎢᏗᎪᏩᏘᎭ,-gowtih-a,I,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“We (you and I and another or others) see it” idigowtiha ᎢᏗᎪᏩᏘᎭ,PresentTense transitive P_1p-in VERB_C::agowhtiha VERB_E::To_See,
1930,20,A,AC,Present Tense,,First Plural Inclusive,Third Plural (animate),To See,,gedigowtiha,We (you and I and another or others) see them,ᎨᏗᎪᏩᏘᎭ,-gowtih-a,I,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“We (you and I and another or others) see them” gedigowtiha ᎨᏗᎪᏩᏘᎭ,PresentTense transitive P_1p-in VERB_C::agowhtiha VERB_E::To_See,
1931,20,A,AC,Present Tense,,First Plural Inclusive,Third Plural (inanimate),To See,,dedigowtiha,We (you and I and another or others) see those things,ᏕᏗᎪᏩᏘᎭ,-gowtih-a,I,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“We (you and I and another or others) see those things” dedigowtiha ᏕᏗᎪᏩᏘᎭ,PresentTense transitive P_1p-in VERB_C::agowhtiha VERB_E::To_See,
1932,20,A,AC,Present Tense,,Third Plural,First Singular,To See,,gvgigowtiha,They see me,ᎬᎩᎪᏩᏘᎭ,-gowtih-a,I,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“They see me” gvgigowtiha ᎬᎩᎪᏩᏘᎭ,PresentTense transitive P_3p VERB_C::agowhtiha VERB_E::To_See,
1933,20,A,AC,Present Tense,,Third Plural,Second Singular,To See,,getsagowtiha,They see you (singular),ᎨᏣᎪᏩᏘᎭ,-gowtih-a,I,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“They see you (singular)” getsagowtiha ᎨᏣᎪᏩᏘᎭ,PresentTense transitive P_3p VERB_C::agowhtiha VERB_E::To_See,
1934,20,A,AC,Present Tense,,Third Plural,Third Singular (animate),To See,They see him/her@They see it,anigowtiha,They see him/her,ᎠᏂᎪᏩᏘᎭ,-gowtih-a,I,2,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“They see him/her” anigowtiha ᎠᏂᎪᏩᏘᎭ,PresentTense transitive P_3p VERB_C::agowhtiha VERB_E::To_See,
1935,20,A,AC,Present Tense,,Third Plural,Third Singular (inanimate),To See,They see him/her@They see it,anigowtiha,They see it,ᎠᏂᎪᏩᏘᎭ,-gowtih-a,I,2,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“They see it” anigowtiha ᎠᏂᎪᏩᏘᎭ,PresentTense transitive P_3p VERB_C::agowhtiha VERB_E::To_See,
1936,20,A,AC,Present Tense,,Third Plural,First Dual Inclusive,To See,,geginigowtiha,They see you and me,ᎨᎩᏂᎪᏩᏘᎭ,-gowtih-a,I,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“They see you and me” geginigowtiha ᎨᎩᏂᎪᏩᏘᎭ,PresentTense transitive P_3p VERB_C::agowhtiha VERB_E::To_See,
1937,20,A,AC,Present Tense,,Third Plural,First Dual Exclusive,To See,,goginigowtiha,They see someone else and me,ᎪᎩᏂᎪᏩᏘᎭ,-gowtih-a,I,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“They see someone else and me” goginigowtiha ᎪᎩᏂᎪᏩᏘᎭ,PresentTense transitive P_3p VERB_C::agowhtiha VERB_E::To_See,
1938,20,A,AC,Present Tense,,Third Plural,First Plural Inclusive,To See,,gegigowtiha,They see you and me and another or others,ᎨᎩᎪᏩᏘᎭ,-gowtih-a,I,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“They see you and me and another or others” gegigowtiha ᎨᎩᎪᏩᏘᎭ,PresentTense transitive P_3p VERB_C::agowhtiha VERB_E::To_See,
1939,20,A,AC,Present Tense,,Third Plural,First Plural Exclusive,To See,,gogigowtiha,They see others and me,ᎪᎩᎪᏩᏘᎭ,-gowtih-a,I,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“They see others and me” gogigowtiha ᎪᎩᎪᏩᏘᎭ,PresentTense transitive P_3p VERB_C::agowhtiha VERB_E::To_See,
1940,20,A,AC,Present Tense,,Third Plural,Second Dual,To See,You two see them@They see you two,gesdigowtiha,They see you two,ᎨᏍᏗᎪᏩᏘᎭ,-gowtih-a,I,2,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“They see you two” gesdigowtiha ᎨᏍᏗᎪᏩᏘᎭ,PresentTense transitive P_3p VERB_C::agowhtiha VERB_E::To_See,
1941,20,A,AC,Present Tense,,Third Plural,Second Plural,To See,You (more than two) see them@They see you (more than two),getsigowtiha,They see you (more than two),ᎨᏥᎪᏩᏘᎭ,-gowtih-a,I,2,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“They see you (more than two)” getsigowtiha ᎨᏥᎪᏩᏘᎭ,PresentTense transitive P_3p VERB_C::agowhtiha VERB_E::To_See,
1942,20,A,AC,Present Tense,,Third Plural,Third Plural (animate),To See,They see them@They see those things,danigowtiha,They see them,ᏓᏂᎪᏩᏘᎭ,-gowtih-a,I,2,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“They see them” danigowtiha ᏓᏂᎪᏩᏘᎭ,PresentTense transitive P_3p VERB_C::agowhtiha VERB_E::To_See,
1943,20,A,AC,Present Tense,,Third Plural,Third Plural (inanimate),To See,They see them@They see those things,danigowtiha,They see those things,ᏓᏂᎪᏩᏘᎭ,-gowtih-a,I,2,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“They see those things” danigowtiha ᏓᏂᎪᏩᏘᎭ,PresentTense transitive P_3p VERB_C::agowhtiha VERB_E::To_See,
1944,20,A,AC,Remote Past Tense,,First Singular,Third Singular (inanimate),To See,,agigohv’i,I saw it,ᎠᎩᎪᎲᎢ,-goh-v’i,III,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“I saw it” agigohv’i ᎠᎩᎪᎲᎢ,RemotePast transitive P_1s VERB_C::agowhtiha VERB_E::To_See,
1945,20,A,AC,Remote Past Tense,,Third Singular,Third Singular (inanimate),To See,,ugohv’i,He/she saw it,ᎤᎪᎲᎢ,-goh-v’i,III,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“He/she saw it” ugohv’i ᎤᎪᎲᎢ,RemotePast transitive P_3s VERB_C::agowhtiha VERB_E::To_See,
1946,20,A,AC,Future Tense,,First Singular,Third Singular (inanimate),To See,,datsigo’i,I will see it,ᏓᏥᎪᎢ,-goh-i,III,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“I will see it” datsigo’i ᏓᏥᎪᎢ,Future transitive P_1s VERB_C::agowhtiha VERB_E::To_See,
1947,20,A,AC,Future Tense,,Third Singular,Third Singular (inanimate),To See,,dvgohi,He/she will see it,ᏛᎪᎯ,-goh-i,III,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“He/she will see it” dvgohi ᏛᎪᎯ,Future transitive P_3s VERB_C::agowhtiha VERB_E::To_See,
1948,20,A,AC,Future Imperative/Volative,,Second Singular,Third Singular (inanimate),To See,,higohv’i,You (singular) see it!,ᎯᎪᎲᎢ,-goh-v’i,III,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“You (singular) see it!” higohv’i ᎯᎪᎲᎢ,FutureImperative transitive P_2s VERB_C::agowhtiha VERB_E::To_See,
1949,20,A,AC,Future Imperative/Volative,,Second Dual,Third Singular (inanimate),To See,,sdigohv’i,You two see it!,ᏍᏗᎪᎲᎢ,-goh-v’i,III,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“You two see it!” sdigohv’i ᏍᏗᎪᎲᎢ,FutureImperative transitive P_2d VERB_C::agowhtiha VERB_E::To_See,
1950,20,A,AC,Future Imperative/Volative,,Second Plural,Third Singular (inanimate),To See,,itsigohv’i,You (more than two) see it!,ᎢᏥᎪᎲᎢ,-goh-v’i,III,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“You (more than two) see it!” itsigohv’i ᎢᏥᎪᎲᎢ,FutureImperative transitive P_2p VERB_C::agowhtiha VERB_E::To_See,
1951,20,A,AC,Future Imperative/Volative,,Third Singular,Third Singular (inanimate),To See,,agohv’i,Let him/her see it!,ᎠᎪᎲᎢ,-goh-v’i,III,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“Let him/her see it!” agohv’i ᎠᎪᎲᎢ,FutureImperative transitive P_3s VERB_C::agowhtiha VERB_E::To_See,
1952,20,A,AC,Present Habitual Tense,,First Singular,Third Singular (inanimate),To See,I see it (habitually)@I see him/her (habitually),tsigowtisgo’i,I see it (habitually),ᏥᎪᏩᏘᏍᎪᎢ,-gowtisg-o’i,II,2,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“I see it (habitually)” tsigowtisgo’i ᏥᎪᏩᏘᏍᎪᎢ,HabitualTense transitive P_1s VERB_C::agowhtiha VERB_E::To_See,
1953,20,A,AC,Present Habitual Tense,,First Singular,Third Singular (animate),To See,I see it (habitually)@I see him/her (habitually),tsigowtisgo’i,I see him/her (habitually),ᏥᎪᏩᏘᏍᎪᎢ,-gowtisg-o’i,II,2,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“I see him/her (habitually)” tsigowtisgo’i ᏥᎪᏩᏘᏍᎪᎢ,HabitualTense transitive P_1s VERB_C::agowhtiha VERB_E::To_See,
1954,20,A,AC,Present Habitual Tense,,Third Singular,Third Singular (inanimate),To See,,agowtisgo’i,He/she sees it (habitually),ᎠᎪᏩᏘᏍᎪᎢ,-gowtisg-o’i,II,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“He/she sees it (habitually)” agowtisgo’i ᎠᎪᏩᏘᏍᎪᎢ,HabitualTense transitive P_3s VERB_C::agowhtiha VERB_E::To_See,
1955,20,A,AC,Immediate Imperative/Volative,,Second Singular,Third Singular (inanimate),To See,,higohwahta,You (singular) see it right now!,ᎯᎪᏩᏔ,-gohwaht-a,IV,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“You (singular) see it right now!” higohwahta ᎯᎪᏩᏔ,Imperative transitive P_2s VERB_C::agowhtiha VERB_E::To_See,
1956,20,A,AC,Immediate Imperative/Volative,,Second Dual,Third Singular (inanimate),To See,,sdigohwahta,You two see it right now!,ᏍᏗᎪᏩᏔ,-gohwaht-a,IV,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“You two see it right now!” sdigohwahta ᏍᏗᎪᏩᏔ,Imperative transitive P_2d VERB_C::agowhtiha VERB_E::To_See,
1957,20,A,AC,Immediate Imperative/Volative,,Second Plural,Third Singular (inanimate),To See,,itsigohwahta,You (more than two) see it right now!,ᎢᏥᎪᏩᏔ,-gohwaht-a,IV,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“You (more than two) see it right now!” itsigohwahta ᎢᏥᎪᏩᏔ,Imperative transitive P_2p VERB_C::agowhtiha VERB_E::To_See,
1958,20,A,AC,Immediate Imperative/Volative,,Third Singular,Third Singular (inanimate),To See,,wagohwahta,Let him/her see it right now!,ᏩᎪᏩᏔ,-gohwaht-a,IV,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“Let him/her see it right now!” wagohwahta ᏩᎪᏩᏔ,Imperative transitive P_3s VERB_C::agowhtiha VERB_E::To_See,
1959,20,A,AC,Immediate Past Tense,,First Singular,Third Singular (inanimate),To See,I saw it just now@I saw him/her just now,tsigohwahta,I saw it just now,ᏥᎪᏩᏘᎭ,-gohwaht-a,IV,2,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“I saw it just now” tsigohwahta ᏥᎪᏩᏘᎭ,Immediate transitive P_1s VERB_C::agowhtiha VERB_E::To_See,
1960,20,A,AC,Immediate Past Tense,,First Singular,Third Singular (animate),To See,I saw it just now@I saw him/her just now,tsigohwahta,I saw him/her just now,ᏥᎪᏩᏘᎭ,-gohwaht-a,IV,2,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“I saw him/her just now” tsigohwahta ᏥᎪᏩᏘᎭ,Immediate transitive P_1s VERB_C::agowhtiha VERB_E::To_See,
1961,20,A,AC,Immediate Past Tense,,Third Singular,Third Singular (inanimate),To See,,agohwahta,He/she saw it just now,ᎠᎪᏩᏘᎭ,-gohwaht-a,IV,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“He/she saw it just now” agohwahta ᎠᎪᏩᏘᎭ,Immediate transitive P_3s VERB_C::agowhtiha VERB_E::To_See,
1962,20,A,AC,Infinitive,,First Singular,Third Singular (inanimate),To See,,agigowtvhdi,(For) me to see it,ᎠᎩᎪᏩᏛᏗ,-gowtvh-di,V,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“(For) me to see it” agigowtvhdi ᎠᎩᎪᏩᏛᏗ,Infinitive transitive P_1s VERB_C::agowhtiha VERB_E::To_See,
1963,20,A,AC,Infinitive,,Third Singular,Third Singular (inanimate),To See,,ugowtvhdi,(For) him/her to see it,ᎤᎪᏩᏛᏗ,-gowtvh-di,V,,agowhtiha,"he sees him, it",Hlas *hyigowhti*?,ᏝᏍ *ᏱᎪᏩᏘ*?,Don't *you see it*?,347,https://cherokeedictionary.net/share/72329,“(For) him/her to see it” ugowtvhdi ᎤᎪᏩᏛᏗ,Infinitive transitive P_3s VERB_C::agowhtiha VERB_E::To_See,
1079,11,A,AV,Present Tense,,First Singular,Second Singular,To Hide someone or something,,gvyvsgalv’vsga,I am hiding you (singular),ᎬᏴᏍᎦᎸᎥᏍᎦ,-vsgalv’vsg-a / -vsgahlvsg-a,I,,gvsgalvsga,"he's hiding him, it (flexible)",Disehisdi *uwasgalvnv* uhnawo.,ᏗᏎᎯᏍᏗ *ᎤᏩᏍᎦᎸᏅ* ᎤᎿᏬ.,*He hid* his shirt in a drawer.,1306,https://cherokeedictionary.net/share/73310,“I am hiding you (singular)” gvyvsgalv’vsga ᎬᏴᏍᎦᎸᎥᏍᎦ,PresentTense transitive P_1s VERB_C::gvsgalvsga VERB_E::To_Hide,
1080,11,A,AV,Present Tense,,First Singular,Third Singular (animate),To Hide someone or something,,tsiyvsgalv’vsga,I am hiding him/her,ᏥᏴᏍᎦᎸᎥᏍᎦ,-vsgalv’vsg-a / -vsgahlvsg-a,I,,gvsgalvsga,"he's hiding him, it (flexible)",Disehisdi *uwasgalvnv* uhnawo.,ᏗᏎᎯᏍᏗ *ᎤᏩᏍᎦᎸᏅ* ᎤᎿᏬ.,*He hid* his shirt in a drawer.,1306,https://cherokeedictionary.net/share/73310,“I am hiding him/her” tsiyvsgalv’vsga ᏥᏴᏍᎦᎸᎥᏍᎦ,PresentTense transitive P_1s VERB_C::gvsgalvsga VERB_E::To_Hide,
1081,11,A,AV,Present Tense,,First Singular,Third Singular (inanimate),To Hide someone or something,I am hiding it@S/he is hiding it,gvsgahlvsga,I am hiding it,ᎬᏍᎦᏢᏍᎦ,-vsgalv’vsg-a / -vsgahlvsg-a,I,2,gvsgalvsga,"he's hiding him, it (flexible)",Disehisdi *uwasgalvnv* uhnawo.,ᏗᏎᎯᏍᏗ *ᎤᏩᏍᎦᎸᏅ* ᎤᎿᏬ.,*He hid* his shirt in a drawer.,1306,https://cherokeedictionary.net/share/73310,“I am hiding it” gvsgahlvsga ᎬᏍᎦᏢᏍᎦ,PresentTense transitive P_1s VERB_C::gvsgalvsga VERB_E::To_Hide,
1082,11,A,AV,Present Tense,,First Singular,Second Dual,To Hide someone or something,I am hiding you (two)@We (another and I) are hiding you (singular),sdvyvsgalv’vsga,I am hiding you (two),ᏍᏛᏴᏍᎦᎸᎥᏍᎦ,-vsgalv’vsg-a / -vsgahlvsg-a,I,2,gvsgalvsga,"he's hiding him, it (flexible)",Disehisdi *uwasgalvnv* uhnawo.,ᏗᏎᎯᏍᏗ *ᎤᏩᏍᎦᎸᏅ* ᎤᎿᏬ.,*He hid* his shirt in a drawer.,1306,https://cherokeedictionary.net/share/73310,“I am hiding you (two)” sdvyvsgalv’vsga ᏍᏛᏴᏍᎦᎸᎥᏍᎦ,PresentTense transitive P_1s VERB_C::gvsgalvsga VERB_E::To_Hide,
1083,11,A,AV,Present Tense,,First Singular,Second Plural,To Hide someone or something,I am hiding you (more than two)@We (others and I) are hiding you (singular),itsvyvsgalv’vsga,I am hiding you (more than two),ᎢᏨᏴᏍᎦᎸᎥᏍᎦ,-vsgalv’vsg-a / -vsgahlvsg-a,I,2,gvsgalvsga,"he's hiding him, it (flexible)",Disehisdi *uwasgalvnv* uhnawo.,ᏗᏎᎯᏍᏗ *ᎤᏩᏍᎦᎸᏅ* ᎤᎿᏬ.,*He hid* his shirt in a drawer.,1306,https://cherokeedictionary.net/share/73310,“I am hiding you (more than two)” itsvyvsgalv’vsga ᎢᏨᏴᏍᎦᎸᎥᏍᎦ,PresentTense transitive P_1s VERB_C::gvsgalvsga VERB_E::To_Hide,
1084,11,A,AV,Present Tense,,First Singular,Third Plural (animate),To Hide someone or something,,gatsiyvsgalv’vsga,I am hiding them,ᎦᏥᏴᏍᎦᎸᎥᏍᎦ,-vsgalv’vsg-a / -vsgahlvsg-a,I,,gvsgalvsga,"he's hiding him, it (flexible)",Disehisdi *uwasgalvnv* uhnawo.,ᏗᏎᎯᏍᏗ *ᎤᏩᏍᎦᎸᏅ* ᎤᎿᏬ.,*He hid* his shirt in a drawer.,1306,https://cherokeedictionary.net/share/73310,“I am hiding them” gatsiyvsgalv’vsga ᎦᏥᏴᏍᎦᎸᎥᏍᎦ,PresentTense transitive P_1s VERB_C::gvsgalvsga VERB_E::To_Hide,
1085,11,A,AV,Present Tense,,First Singular,Third Plural (inanimate),To Hide someone or something,I am hiding those things@S/he is hiding those things,degvsgahlvsga,I am hiding those things,ᏕᎬᏍᎦᏢᏍᎦ,-vsgalv’vsg-a / -vsgahlvsg-a,I,2,gvsgalvsga,"he's hiding him, it (flexible)",Disehisdi *uwasgalvnv* uhnawo.,ᏗᏎᎯᏍᏗ *ᎤᏩᏍᎦᎸᏅ* ᎤᎿᏬ.,*He hid* his shirt in a drawer.,1306,https://cherokeedictionary.net/share/73310,“I am hiding those things” degvsgahlvsga ᏕᎬᏍᎦᏢᏍᎦ,PresentTense transitive P_1s VERB_C::gvsgalvsga VERB_E::To_Hide,
1086,11,A,AV,Present Tense,,Second Singular,First Singular,To Hide someone or something,,sgwvsgalv’vsga,You (singular) are hiding me,ᏍᏋᏍᎦᎸᎥᏍᎦ,-vsgalv’vsg-a / -vsgahlvsg-a,I,,gvsgalvsga,"he's hiding him, it (flexible)",Disehisdi *uwasgalvnv* uhnawo.,ᏗᏎᎯᏍᏗ *ᎤᏩᏍᎦᎸᏅ* ᎤᎿᏬ.,*He hid* his shirt in a drawer.,1306,https://cherokeedictionary.net/share/73310,“You (singular) are hiding me” sgwvsgalv’vsga ᏍᏋᏍᎦᎸᎥᏍᎦ,PresentTense transitive P_2s VERB_C::gvsgalvsga VERB_E::To_Hide,
1087,11,A,AV,Present Tense,,Second Singular,Third Singular (animate),To Hide someone or something,,hiyvsgalv’vsga,You (singular) are hiding him/her,ᎯᏴᏍᎦᎸᎥᏍᎦ,-vsgalv’vsg-a / -vsgahlvsg-a,I,,gvsgalvsga,"he's hiding him, it (flexible)",Disehisdi *uwasgalvnv* uhnawo.,ᏗᏎᎯᏍᏗ *ᎤᏩᏍᎦᎸᏅ* ᎤᎿᏬ.,*He hid* his shirt in a drawer.,1306,https://cherokeedictionary.net/share/73310,“You (singular) are hiding him/her” hiyvsgalv’vsga ᎯᏴᏍᎦᎸᎥᏍᎦ,PresentTense transitive P_2s VERB_C::gvsgalvsga VERB_E::To_Hide,
