Index,Verb Number,Set,,Tense,Tense?,Subject,Object,Verb,Dupes,Cherokee,English,Syllabary,Stem,Stem Number,Is_Dupe,CED Entry,CED English,CED Sentence (Cherokee),CED Sentence (Syllabary),CED Sentence (English),CED Index,CED Link,Full Line,Tags,Notes
1290,13,A,,Present Tense,,Second Plural,First Singular,To Honor Someone or Something,You (singular) are honoring others and me@You (two) are honoring others and me@You (more than two) are honoring me,isgilvgwodiha,You (more than two) are honoring me,ᎢᏍᎩᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,3,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“You (more than two) are honoring me” isgilvgwodiha ᎢᏍᎩᎸᏉᏗᎭ,PresentTense transitive P_2p VERB_C::galvkwdiha VERB_E::To_Honor,
1291,13,A,,Present Tense,,Second Plural,Third Singular (animate),To Honor Someone or Something,,etsilvgwodiha,You (more than two) are honoring him/her,ᎡᏥᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“You (more than two) are honoring him/her” etsilvgwodiha ᎡᏥᎸᏉᏗᎭ,PresentTense transitive P_2p VERB_C::galvkwdiha VERB_E::To_Honor,
1292,13,A,,Present Tense,,Second Plural,Third Singular (inanimate),To Honor Someone or Something,,itsilvkwdiha,You (more than two) are honoring it,ᎢᏥᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“You (more than two) are honoring it” itsilvkwdiha ᎢᏥᎸᏉᏗᎭ,PresentTense transitive P_2p VERB_C::galvkwdiha VERB_E::To_Honor,
1293,13,A,,Present Tense,,Second Plural,First Dual Exclusive,To Honor Someone or Something,,desgilvgwodiha,You (more than two) are honoring someone else and me,ᏕᏍᎩᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“You (more than two) are honoring someone else and me” desgilvgwodiha ᏕᏍᎩᎸᏉᏗᎭ,PresentTense transitive P_2p VERB_C::galvkwdiha VERB_E::To_Honor,
1294,13,A,,Present Tense,,Second Plural,Third Plural (animate),To Honor Someone or Something,You (more than two) are honoring them@They are honoring you (more than two),getsilvgwodiha,You (more than two) are honoring them,ᎨᏥᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,2,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“You (more than two) are honoring them” getsilvgwodiha ᎨᏥᎸᏉᏗᎭ,PresentTense transitive P_2p VERB_C::galvkwdiha VERB_E::To_Honor,
1295,13,A,,Present Tense,,Second Plural,Third Plural (inanimate),To Honor Someone or Something,I am honoring those things@You (more than two) are honoring those things,detsilvkwdiha,You (more than two) are honoring those things,ᏕᏥᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,2,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“You (more than two) are honoring those things” detsilvkwdiha ᏕᏥᎸᏉᏗᎭ,PresentTense transitive P_2p VERB_C::galvkwdiha VERB_E::To_Honor,
1296,13,A,,Present Tense,,First Dual Inclusive,Third Singular (animate),To Honor Someone or Something,,enilvgwodiha,We (you and I) are honoring him/her,ᎡᏂᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (you and I) are honoring him/her” enilvgwodiha ᎡᏂᎸᏉᏗᎭ,PresentTense transitive P_1d-in VERB_C::galvkwdiha VERB_E::To_Honor,
1297,13,A,,Present Tense,,First Dual Inclusive,Third Singular (inanimate),To Honor Someone or Something,,inilvkwdiha,We (you and I) are honoring it,ᎢᏂᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (you and I) are honoring it” inilvkwdiha ᎢᏂᎸᏉᏗᎭ,PresentTense transitive P_1d-in VERB_C::galvkwdiha VERB_E::To_Honor,
1298,13,A,,Present Tense,,First Dual Inclusive,Third Plural (animate),To Honor Someone or Something,,genilvgwodiha,We (you and I) are honoring them,ᎨᏂᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (you and I) are honoring them” genilvgwodiha ᎨᏂᎸᏉᏗᎭ,PresentTense transitive P_1d-in VERB_C::galvkwdiha VERB_E::To_Honor,
1299,13,A,,Present Tense,,First Dual Inclusive,Third Plural (inanimate),To Honor Someone or Something,,denilvkwdiha,We (you and I) are honoring those things,ᏕᏂᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (you and I) are honoring those things” denilvkwdiha ᏕᏂᎸᏉᏗᎭ,PresentTense transitive P_1d-in VERB_C::galvkwdiha VERB_E::To_Honor,
1300,13,A,,Present Tense,,First Dual Exclusive,Second Singular,To Honor Someone or Something,I am honoring you two@We (another and I) are honoring you (singular),sdvlvgwodiha,We (another and I) are honoring you (singular),ᏍᏛᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,2,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (another and I) are honoring you (singular)” sdvlvgwodiha ᏍᏛᎸᏉᏗᎭ,PresentTense transitive P_1d-ex VERB_C::galvkwdiha VERB_E::To_Honor,
1301,13,A,,Present Tense,,First Dual Exclusive,Third Singular (animate),To Honor Someone or Something,,osdilvgwodiha,We (another and I) are honoring him/her,ᎣᏍᏗᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (another and I) are honoring him/her” osdilvgwodiha ᎣᏍᏗᎸᏉᏗᎭ,PresentTense transitive P_1d-ex VERB_C::galvkwdiha VERB_E::To_Honor,
1302,13,A,,Present Tense,,First Dual Exclusive,Third Singular (inanimate),To Honor Someone or Something,,osdilvkwdiha,We (another and I) are honoring it,ᎣᏍᏗᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (another and I) are honoring it” osdilvkwdiha ᎣᏍᏗᎸᏉᏗᎭ,PresentTense transitive P_1d-ex VERB_C::galvkwdiha VERB_E::To_Honor,
1303,13,A,,Present Tense,,First Dual Exclusive,Second Dual,To Honor Someone or Something,,desdvlvgwodiha,We (another and I) are honoring you two,ᏕᏍᏛᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (another and I) are honoring you two” desdvlvgwodiha ᏕᏍᏛᎸᏉᏗᎭ,PresentTense transitive P_1d-ex VERB_C::galvkwdiha VERB_E::To_Honor,
1304,13,A,,Present Tense,,First Dual Exclusive,Second Plural,To Honor Someone or Something,,detsvlvgwodiha,We (another and I) are honoring you (more than two),ᏕᏨᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (another and I) are honoring you (more than two)” detsvlvgwodiha ᏕᏨᎸᏉᏗᎭ,PresentTense transitive P_1d-ex VERB_C::galvkwdiha VERB_E::To_Honor,
1305,13,A,,Present Tense,,First Dual Exclusive,Third Plural (animate),To Honor Someone or Something,,gosdilvgwodiha,We (another and I) are honoring them,ᎪᏍᏗᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (another and I) are honoring them” gosdilvgwodiha ᎪᏍᏗᎸᏉᏗᎭ,PresentTense transitive P_1d-ex VERB_C::galvkwdiha VERB_E::To_Honor,
1306,13,A,,Present Tense,,First Dual Exclusive,Third Plural (inanimate),To Honor Someone or Something,,dosdilvkwdiha,We (another and I) are honoring those things,ᏙᏍᏗᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (another and I) are honoring those things” dosdilvkwdiha ᏙᏍᏗᎸᏉᏗᎭ,PresentTense transitive P_1d-ex VERB_C::galvkwdiha VERB_E::To_Honor,
1307,13,A,,Present Tense,,First Plural Exclusive,Second Singular,To Honor Someone or Something,I am honoring you (more than two)@We (others and I) are honoring you (singular)@We (you and I and another or others) are honoring him/her,itsvlvgwodiha,We (others and I) are honoring you (singular),ᎢᏨᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,3,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (others and I) are honoring you (singular)” itsvlvgwodiha ᎢᏨᎸᏉᏗᎭ,PresentTense transitive P_1p-ex VERB_C::galvkwdiha VERB_E::To_Honor,
1308,13,A,,Present Tense,,First Plural Exclusive,Third Singular (animate),To Honor Someone or Something,,otsilvgwodiha,We (others and I) are honoring him/her,ᎣᏥᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (others and I) are honoring him/her” otsilvgwodiha ᎣᏥᎸᏉᏗᎭ,PresentTense transitive P_1p-ex VERB_C::galvkwdiha VERB_E::To_Honor,
1309,13,A,,Present Tense,,First Plural Exclusive,Third Singular (inanimate),To Honor Someone or Something,,otsilvkwdiha,We (others and I) are honoring it,ᎣᏥᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (others and I) are honoring it” otsilvkwdiha ᎣᏥᎸᏉᏗᎭ,PresentTense transitive P_1p-ex VERB_C::galvkwdiha VERB_E::To_Honor,
1310,13,A,,Present Tense,,First Plural Exclusive,Third Plural (animate),To Honor Someone or Something,,gotsilvgwodiha,We (others and I) are honoring them,ᎪᏥᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (others and I) are honoring them” gotsilvgwodiha ᎪᏥᎸᏉᏗᎭ,PresentTense transitive P_1p-ex VERB_C::galvkwdiha VERB_E::To_Honor,
1311,13,A,,Present Tense,,First Plural Exclusive,Third Plural (inanimate),To Honor Someone or Something,,dotsilvkwdiha,We (others and I) are honoring those things,ᏙᏥᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (others and I) are honoring those things” dotsilvkwdiha ᏙᏥᎸᏉᏗᎭ,PresentTense transitive P_1p-ex VERB_C::galvkwdiha VERB_E::To_Honor,
1312,13,A,,Present Tense,,First Plural Inclusive,Third Singular (animate),To Honor Someone or Something,I am honoring you (more than two)@We (others and I) are honoring you (singular)@We (you and I and another or others) are honoring him/her,itsvlvgwodiha,We (you and I and another or others) are honoring him/her,ᎢᏨᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,3,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (you and I and another or others) are honoring him/her” itsvlvgwodiha ᎢᏨᎸᏉᏗᎭ,PresentTense transitive P_1p-in VERB_C::galvkwdiha VERB_E::To_Honor,
1313,13,A,,Present Tense,,First Plural Inclusive,Third Singular (inanimate),To Honor Someone or Something,,idilvkwdiha,We (you and I and another or others) are honoring it,ᎢᏗᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (you and I and another or others) are honoring it” idilvkwdiha ᎢᏗᎸᏉᏗᎭ,PresentTense transitive P_1p-in VERB_C::galvkwdiha VERB_E::To_Honor,
1314,13,A,,Present Tense,,First Plural Inclusive,Third Plural (animate),To Honor Someone or Something,,gedilvgwodiha,We (others and I) are honoring them,ᏕᏗᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (others and I) are honoring them” gedilvgwodiha ᏕᏗᎸᏉᏗᎭ,PresentTense transitive P_1p-in VERB_C::galvkwdiha VERB_E::To_Honor,
1315,13,A,,Present Tense,,First Plural Inclusive,Third Plural (inanimate),To Honor Someone or Something,,dedilvkwdiha,We (others and I) are honoring those things,ᏕᏗᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“We (others and I) are honoring those things” dedilvkwdiha ᏕᏗᎸᏉᏗᎭ,PresentTense transitive P_1p-in VERB_C::galvkwdiha VERB_E::To_Honor,
1316,13,A,,Present Tense,,Third Plural,First Singular,To Honor Someone or Something,,gvgilvgwodiha,They are honoring me,ᎬᎩᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“They are honoring me” gvgilvgwodiha ᎬᎩᎸᏉᏗᎭ,PresentTense transitive P_3p VERB_C::galvkwdiha VERB_E::To_Honor,
1317,13,A,,Present Tense,,Third Plural,Second Singular,To Honor Someone or Something,,getsalvgwodiha,They are honoring you (singular),ᎨᏣᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“They are honoring you (singular)” getsalvgwodiha ᎨᏣᎸᏉᏗᎭ,PresentTense transitive P_3p VERB_C::galvkwdiha VERB_E::To_Honor,
1318,13,A,,Present Tense,,Third Plural,Third Singular (animate),To Honor Someone or Something,They are honoring him/her@They are honoring someone else and me,anilvgwodiha,They are honoring him/her,ᎠᏂᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,2,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“They are honoring him/her” anilvgwodiha ᎠᏂᎸᏉᏗᎭ,PresentTense transitive P_3p VERB_C::galvkwdiha VERB_E::To_Honor,
1319,13,A,,Present Tense,,Third Plural,Third Singular (inanimate),To Honor Someone or Something,,anilvkwdiha,They are honoring it,ᎠᏂᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“They are honoring it” anilvkwdiha ᎠᏂᎸᏉᏗᎭ,PresentTense transitive P_3p VERB_C::galvkwdiha VERB_E::To_Honor,
1320,13,A,,Present Tense,,Third Plural,First Dual Inclusive,To Honor Someone or Something,,geginilvgwodiha,They are honoring you and me,ᎨᎩᏂᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“They are honoring you and me” geginilvgwodiha ᎨᎩᏂᎸᏉᏗᎭ,PresentTense transitive P_3p VERB_C::galvkwdiha VERB_E::To_Honor,
1321,13,A,,Present Tense,,Third Plural,First Dual Exclusive,To Honor Someone or Something,They are honoring him/her@They are honoring someone else and me,anilvgwodiha,They are honoring someone else and me,ᎠᏂᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,2,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“They are honoring someone else and me” anilvgwodiha ᎠᏂᎸᏉᏗᎭ,PresentTense transitive P_3p VERB_C::galvkwdiha VERB_E::To_Honor,
1322,13,A,,Present Tense,,Third Plural,First Plural Inclusive,To Honor Someone or Something,,gegilvgwodiha,They are honoring you and me and another or others,ᎨᎩᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“They are honoring you and me and another or others” gegilvgwodiha ᎨᎩᎸᏉᏗᎭ,PresentTense transitive P_3p VERB_C::galvkwdiha VERB_E::To_Honor,
1323,13,A,,Present Tense,,Third Plural,First Plural Exclusive,To Honor Someone or Something,,gogilvgwodiha,They are honoring others and me,ᎪᎩᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“They are honoring others and me” gogilvgwodiha ᎪᎩᎸᏉᏗᎭ,PresentTense transitive P_3p VERB_C::galvkwdiha VERB_E::To_Honor,
1324,13,A,,Present Tense,,Third Plural,Second Dual,To Honor Someone or Something,He/she is honoring you (more than two)@You (two) are honoring them@They are honoring you two,gesdilvgwodiha,They are honoring you two,ᎨᏍᏗᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,3,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“They are honoring you two” gesdilvgwodiha ᎨᏍᏗᎸᏉᏗᎭ,PresentTense transitive P_3p VERB_C::galvkwdiha VERB_E::To_Honor,
1325,13,A,,Present Tense,,Third Plural,Second Plural,To Honor Someone or Something,You (more than two) are honoring them@They are honoring you (more than two),getsilvgwodiha,They are honoring you (more than two),ᎨᏥᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,2,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“They are honoring you (more than two)” getsilvgwodiha ᎨᏥᎸᏉᏗᎭ,PresentTense transitive P_3p VERB_C::galvkwdiha VERB_E::To_Honor,
1326,13,A,,Present Tense,,Third Plural,Third Plural (animate),To Honor Someone or Something,,danilvgwodiha,They are honoring them,ᏓᏂᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“They are honoring them” danilvgwodiha ᏓᏂᎸᏉᏗᎭ,PresentTense transitive P_3p VERB_C::galvkwdiha VERB_E::To_Honor,
1327,13,A,,Present Tense,,Third Plural,Third Plural (inanimate),To Honor Someone or Something,,danilvkwdiha,They are honoring those things,ᏓᏂᎸᏉᏗᎭ,-lvgwodih-a / -lvkwdih-a,I,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“They are honoring those things” danilvkwdiha ᏓᏂᎸᏉᏗᎭ,PresentTense transitive P_3p VERB_C::galvkwdiha VERB_E::To_Honor,
1328,13,A,,Remote Past Tense,,First Singular,Third Singular (inanimate),To Honor Someone or Something,,agilvkwtanv’i,I honored it,ᎠᎩᎸᏉᏔᏅᎢ,-lvgwotan-v’i,III,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“I honored it” agilvkwtanv’i ᎠᎩᎸᏉᏔᏅᎢ,RemotePast transitive P_1s VERB_C::galvkwdiha VERB_E::To_Honor,
1329,13,A,,Remote Past Tense,,Third Singular,Third Singular (inanimate),To Honor Someone or Something,,ulvkwtanv’i,He/she honored it,ᎤᎸᏉᏔᏅᎢ,-lvgwotan-v’i,III,,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“He/she honored it” ulvkwtanv’i ᎤᎸᏉᏔᏅᎢ,RemotePast transitive P_3s VERB_C::galvkwdiha VERB_E::To_Honor,
1330,13,A,,Future Tense,,First Singular,Third Singular (inanimate),To Honor Someone or Something,I will honor it@I am going to like it,datsilvkwtani,I will honor it,ᏓᏥᎸᏉᏔᏂ,-lvgwotan-i,III,2,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“I will honor it” datsilvkwtani ᏓᏥᎸᏉᏔᏂ,Future transitive P_1s VERB_C::galvkwdiha VERB_E::To_Honor,
1331,13,A,,Future Tense,,Third Singular,Third Singular (inanimate),To Honor Someone or Something,He/she will honor it@He/she is going to like it,dagalvkwtani,He/she will honor it,ᏓᎦᎸᏉᏔᏂ,-lvgwotan-i,III,2,,,"tsowi, nihi ale itsatlinvdlv *itsilvgwoda* gadati","ᏦᏫ, ᏂᎯ ᎠᎴ ᎢᏣᎵᏅᏟ *ᎢᏥᎸᏉᏓ* ᎦᏓᏘ","Joe, you and your brothers *honor* the flag.",,,“He/she will honor it” dagalvkwtani ᏓᎦᎸᏉᏔᏂ,Future transitive P_3s VERB_C::galvkwdiha VERB_E::To_Honor,
