sentence_id,syllabary,phonetic,english,sentence_notes,sources
221c30326866e36a,"ᎿᎭᏉᏃ ᎯᎠ ᏅᎬᏩᏪᏎᎸᎩ; ᎭᏢ ᎡᏙᎭ?  ᎥᏝ ᏱᏥᎦᏔᎭ, ᏅᏛᏅᎩ.","Hnaquono hia nvgvwaweselvgi; Hatlv edoha?  Vtla yitsigataha, nvdvnvgi.","Then said they unto him, Where is he? He said, I know not.",,cherokee-new-testament.csv
c394a999d3a8c1fd,ᎠᏂᏆᎵᏏ ᏚᎾᏘᏃᎮᎸ ᎾᏍᎩ ᏗᎨᏫ ᎢᏳᎵᏍᏔᏅᎯ.,Aniqualisi dunatinohelv nasgi digewi iyulistanvhi.,They brought to the Pharisees him that aforetime was blind.,,cherokee-new-testament.csv
1d5ee70ddd5a7de5,ᎤᎾᏙᏓᏆᏍᎬᏃ ᎢᎦ ᎨᏒᎩ ᏥᏌ ᏝᏬᏔ ᎤᏬᏢᏅ ᎠᎴ ᏗᎦᏙᎵ ᏚᏍᏚᎢᏒ.,Unadodaquasgvno iga gesvgi Tsisa tlawota uwotlvnv ale digadoli dusduisv.,"And it was the sabbath day when Jesus made the clay, and opened his eyes.",,cherokee-new-testament.csv
7f7e72285288f5a5,"ᎠᎴ ᎿᎭᏉ ᎠᏂᏆᎵᏏ ᎾᏍᏉ ᎥᎬᏩᏛᏛᏅᎩ ᏄᎵᏍᏙᏔᏅ ᎬᏩᎪᏩᏛᏗ ᏄᎵᏍᏔᏅᎢ.  ᎯᎠᏃ ᏂᏚᏪᏎᎸᎩ; ᏗᏥᎦᏙᎵ ᏝᏬᏔ ᏚᏅᎵᏰᎥᎩ, ᎠᏆᏙᏑᎴᎥᎩᏃ ᎠᎴ ᎢᏥᎪᏩᏘᎭ.","Ale hnaquo Aniqualisi nasquo vgvwadvdvnvgi nulisdotanv gvwagowadvdi nulistanvi.  Hiano niduweselvgi; Ditsigadoli tlawota dunvliyevgi, aquadosulevgino ale itsigowatiha.","Then again the Pharisees also asked him how he had received his sight. He said unto them, He put clay upon mine eyes, and I washed, and do see.",,cherokee-new-testament.csv
9b3af4faaa780464,"ᎿᎭᏉᏃ ᎢᎦᏛ ᎠᏂᏆᎵᏏ ᎯᎠ ᏄᏂᏪᏒᎩ; ᎾᏍᎩ ᎯᎠ ᎠᏍᎦᏯ ᎥᏝ ᎤᏁᎳᏅᎯ ᏅᏓᏳᏓᎴᏅᎯ ᏱᎩ, ᏝᏰᏃ ᏯᏍᏆᏂᎪᏗᎭ ᎤᎾᏙᏓᏆᏍᎬᎢ.  ᎢᎦᏛᏃ ᎯᎠ ᏄᏂᏪᏒᎩ; ᎦᏙ ᏱᎦᎵᏍᏙᏓ ᏴᏫ ᎠᏍᎦᎾᎢ ᎾᏍᎩ ᎢᏳᏍᏗ ᎤᏍᏆᏂᎪᏗ ᏱᏚᎸᏫᏍᏓᏏ?  ᏔᎵᏃ ᏄᎾᏓᏛᎩ.","Hnaquono igadv Aniqualisi hia nuniwesvgi; Nasgi hia asgaya vtla Unelanvhi nvdayudalenvhi yigi, tlayeno yasquanigodiha unadodaquasgvi.  Igadvno hia nuniwesvgi; Gado yigalisdoda yvwi asganai nasgi iyusdi usquanigodi yidulvwisdasi?  Talino nunadadvgi.","Therefore said some of the Pharisees, This man is not of God, because he keepeth not the sabbath day. Others said, How can a man that is a sinner do such miracles? And there was a division among them.",,cherokee-new-testament.csv
fa3c6c056e04f54d,"ᏔᎵᏁᏃ ᎯᎠ ᏄᏂᏪᏎᎸᎩ ᏗᎨᏫ; ᎦᏙ ᏂᎯ ᎭᏗᎭ ᎾᏍᎩ ᎯᏃᎮᏍᎬᎢ ᏥᏕᏣᏍᏚᎢᎡᎸ ᏘᎦᏙᎵ?  ᎠᏙᎴᎰᏍᎩ, ᎤᏛᏅᎩ.","Talineno hia nuniweselvgi digewi; Gado nihi hadiha nasgi hinohesgvi tsidetsasduielv tigadoli?  Adolehosgi, udvnvgi.","They say unto the blind man again, What sayest thou of him, that he hath opened thine eyes? He said, He is a prophet.",,cherokee-new-testament.csv
31dcd27ae35f4b4d,"ᎠᏎᏃ ᎠᏂᏧᏏ ᎥᏝ ᏯᏃᎯᏳᎲᏍᎨ ᏗᎨᏫ ᎢᏳᎵᏍᏔᏅᎯ ᎨᏒ ᎠᎴ ᎬᏩᎪᏩᏛᏗ ᏄᎵᏍᏔᏅᎢ, ᎬᏂ ᏫᏚᏂᏯᏅᎲ ᏧᎦᏴᎵᎨ ᎾᏍᎩ Ꮎ ᎬᏩᎪᏩᏛᏗ ᎢᏳᎵᏍᏓᏁᎸᎯ.","Aseno Anitsusi vtla yanohiyuhvsge digewi iyulistanvhi gesv ale gvwagowadvdi nulistanvi, gvni widuniyanvhv tsugayvlige nasgi na gvwagowadvdi iyulisdanelvhi.","But the Jews did not believe concerning him, that he had been blind, and received his sight, until they called the parents of him that had received his sight.",,cherokee-new-testament.csv
d14badaf7790bbea,"ᏚᎾᏛᏛᏅᎩᏃ, ᎾᏍᎩ ᎯᎠ ᏄᏂᏪᏒᎩ; ᎯᎠᏍᎪ ᏂᎯ ᎢᏍᏕᏥ, ᎾᏍᎩ ᏗᎨᏫ ᎤᏕᏅᎩ ᏥᏍᏓᏗᎭ?  ᎦᏙᏃ ᎤᎵᏍᏙᏔᏅ ᎪᎯ ᏣᎪᏩᏘᎭ?","Dunadvdvnvgino, nasgi hia nuniwesvgi; Hiasgo nihi isdetsi, nasgi digewi udenvgi tsisdadiha?  Gadono ulisdotanv gohi tsagowatiha?","And they asked them, saying, Is this your son, who ye say was born blind? how then doth he now see?",,cherokee-new-testament.csv
3464cdab144ce240,"ᏧᎦᏴᎵᎨ ᏚᏂᏁᏤᎸ ᎯᎠ ᏂᏚᏂᏪᏎᎸᎩ; ᎣᏍᏗᎦᏔᎭ ᎯᎠ ᎣᎩᏁᏥ ᎨᏒᎢ, ᎠᎴ ᏗᎨᏫ ᎤᏕᏅᎢ;","Tsugayvlige duninetselv hia niduniweselvgi; Osdigataha hia oginetsi gesvi, ale digewi udenvi;","His parents answered them and said, We know that this is our son, and that he was born blind:",,cherokee-new-testament.csv
ca7c83cec35b48ea,"ᎠᏎᏃ ᏅᏧᎵᏍᏙᏔᏅᎢ ᎪᎯ ᏣᎪᏩᏘᎭ ᎥᏝ ᏲᏍᏗᎦᏔᎭ; ᎠᎴ ᎠᏴ ᎥᏝ ᏲᏍᏗᎦᏔᎭ ᎾᏍᎩ Ꮎ ᏧᏍᏚᎢᎡᎸᎯ ᎨᏒ ᏗᎦᏙᎵ.  ᎿᎭᏉ ᎠᏗᏃᎾ ᎤᏛᎾ, ᎡᏣᏛᏛᎲᎦ, ᎤᏩᏒ ᏓᎧᏃᎮᎵ.","Aseno nvtsulisdotanvi gohi tsagowatiha vtla yosdigataha; ale ayv vtla yosdigataha nasgi na tsusduielvhi gesv digadoli.  Hnaquo adinona udvna, etsadvdvhvga, uwasv dakanoheli.","But by what means he now seeth, we know not; or who hath opened his eyes, we know not: he is of age; ask him: he shall speak for himself.",,cherokee-new-testament.csv
3c47044360108fe4,"ᎾᏍᎩ ᏄᏂᏪᏒᎩ ᏧᎦᏴᎵᎨᎢ, ᏅᏓᎦᎵᏍᏙᏗᏍᎬᎩ ᏓᏂᏍᎦᎢᎲ ᎠᏂᏧᏏ; ᎦᏳᎳᏰᏃ ᎠᏂᏧᏏ ᏧᏄᎪᏔᏅᎯ ᎨᏒᎩ, ᎾᏍᎩ ᎢᏳ ᎩᎶ ᏳᏁᏨ ᎾᏍᎩ ᎦᎶᏁᏛ ᎨᏒ ᎠᏥᏄᎪᏫᏍᏗᏱ ᏗᎦᎳᏫᎢᏍᏗᏱ.","Nasgi nuniwesvgi tsugayvligei, nvdagalisdodisgvgi danisgaihv Anitsusi; gayulayeno anitsusi tsunugotanvhi gesvgi, nasgi iyu gilo yunetsv nasgi galonedv gesv atsinugowisdiyi digalawiisdiyi.","These words spake his parents, because they feared the Jews: for the Jews had agreed already, that if any man did confess that he was Christ, he should be put out of the synagogue.",,cherokee-new-testament.csv
0b7415d5519b6e09,"ᎾᏍᎩ ᏅᏓᏳᎵᏍᏙᏔᏅᎩ ᏧᎦᏴᎵᎨ ᎯᎠ ᏄᏂᏪᏒ; ᎿᎭᏉ ᎤᏛᎾ, ᎤᏩᏒ ᎡᏣᏛᏛᎲᎦ.","Nasgi nvdayulisdotanvgi tsugayvlige hia nuniwesv; Hnaquo udvna, uwasv etsadvdvhvga.","Therefore said his parents, He is of age; ask him.",,cherokee-new-testament.csv
b2f7daf4bd2e21f4,"ᎿᎭᏉᏃ ᏔᎵᏁ ᏭᏂᏯᏅᎲᎩ ᎠᏍᎦᏯ ᏗᎨᏫ ᎢᏳᎵᏍᏔᏅᎯ; ᎯᎠᏃ ᏄᏂᏪᏎᎸᎩ; ᎯᎸᏉᏓ ᎤᏁᎳᏅᎯ, ᎠᏴ ᎣᏥᎦᏔᎭ ᎾᏍᎩ ᎯᎠ ᎠᏍᎦᏯ ᎠᏍᎦᎾ ᎨᏒᎢ.","Hnaquono taline wuniyanvhvgi asgaya digewi iyulistanvhi; hiano nuniweselvgi; Hilvquoda Unelanvhi, ayv otsigataha nasgi hia asgaya asgana gesvi.","Then again called they the man that was blind, and said unto him, Give God the praise: we know that this man is a sinner.",,cherokee-new-testament.csv
fc58490b32afd8a0,ᎿᎭᏉᏃ ᎤᏁᏨᎩ ᎯᎠ ᏄᏪᏒᎩ; ᎢᏳᏃ ᎠᏍᎦᎾ ᏱᎩ ᎥᏝ ᏱᏥᎦᏔᎭ; ᏑᏓᎴᎩ ᏥᎦᏔᎭ; ᏗᏥᎨᏫ ᏥᎨᏒᎩ ᎿᎭᏉ ᎢᏥᎪᏩᏘᎭ.,Hnaquono unetsvgi hia nuwesvgi; Iyuno asgana yigi vtla yitsigataha; sudalegi tsigataha; ditsigewi tsigesvgi hnaquo itsigowatiha.,"He answered and said, Whether he be a sinner or no, I know not: one thing I know, that, whereas I was blind, now I see.",,cherokee-new-testament.csv
9ce623edcf1dc393,ᎿᎭᏉᏃ ᏔᎵᏁ ᎯᎠ ᏄᏂᏪᏎᎸᎩ; ᎦᏙ ᏨᏁᎴ ᏕᏣᏍᏚᎢᎡᎴ ᏘᎦᏙᎵ?,Hnaquono taline hia nuniweselvgi; Gado tsvnele detsasduiele tigadoli?,"Then said they to him again, What did he to thee? how opened he thine eyes?",,cherokee-new-testament.csv
63c6aef6b40d7149,"ᎤᏁᏨ ᎯᎠ ᏂᏚᏪᏎᎸᎩ; ᎦᏳᎳ ᎢᏨᏃᏁᎸ, ᎠᏎᏃ ᎥᏝ ᏱᏣᏛᏓᏍᏔᏁᎢ; ᎦᏙᏃ ᎢᏣᏚᎵ ᏔᎵᏁ ᎢᏣᏛᎪᏗᏱ?  ᎾᏍᏉᏍᎪ ᏂᎯ ᎢᏣᏚᎵᎭ ᎡᏥᏍᏓᏩᏗᏙᎯ ᎢᏣᎵᏍᏙᏗᏱ.","Unetsv hia niduweselvgi; gayula itsvnonelv, aseno vtla yitsadvdastanei; gadono itsaduli taline itsadvgodiyi?  Nasquosgo nihi itsaduliha etsisdawadidohi itsalisdodiyi.","He answered them, I have told you already, and ye did not hear: wherefore would ye hear it again? will ye also be his disciples?",,cherokee-new-testament.csv
83488270a0ff6878,"ᎿᎭᏉᏃ ᎦᎬᏩᏂᏐᏢᏔᏅᎩ, ᎠᎴ ᎯᎠ ᏄᏂᏪᏒᎩ; ᏂᎯ ᎾᏍᎩ ᎯᏍᏓᏩᏗᏙᎯ, ᎠᏴᏍᎩᏂ ᎼᏏ ᎣᏥᏍᏓᏩᏗᏙᎯ.","Hnaquono gagvwanisotlvtanvgi, ale hia nuniwesvgi; Nihi nasgi hisdawadidohi, ayvsgini Mosi otsisdawadidohi.","Then they reviled him, and said, Thou art his disciple; but we are Moses' disciples.",,cherokee-new-testament.csv
95b96752b2e268f6,ᎣᏥᎦᏔᎭ ᎤᏁᎳᏅᎯ ᎼᏏ ᎤᏬᏁᏔᏅᎢ; ᎾᏍᎩᏂ ᎯᎠ ᎥᏝ ᏲᏥᎦᏔᎭᏧᏓᎴᏅᎢ.,Otsigataha Unelanvhi Mosi uwonetanvi; nasgini hia vtla yotsigatahatsudalenvi.,"We know that God spake unto Moses: as for this fellow, we know not from whence he is.",,cherokee-new-testament.csv
6da1db9044935b8d,"ᎾᏍᎩ ᎠᏍᎦᏯ ᎤᏁᏨ ᎯᎠ ᏂᏚᏪᏎᎸᎩ; Ꮀ ᎤᏍᏆᏂᎪᏗᏳ ᎾᏍᎩ, ᏂᏥᎦᏔᎲᎾ ᏥᎩ ᏧᏓᎴᏅᎢ, ᎠᏃ ᏥᏓᎩᏍᏚᎢᎡᎸ ᏗᏥᎦᏙᎵ.","Nasgi asgaya unetsv hia niduweselvgi; Ho usquanigodiyu nasgi, nitsigatahvna tsigi tsudalenvi, ano tsidagisduielv ditsigadoli.","The man answered and said unto them, Why herein is a marvellous thing, that ye know not from whence he is, and yet he hath opened mine eyes.",,cherokee-new-testament.csv
c4a25fb0d245f84f,"ᎢᏗᎦᏔᎭᏰᏃ ᎤᏁᎳᏅᎯ ᏂᏓᏛᎦᏁᎲᎾ ᎨᏒ ᎠᏂᏍᎦᎾᎢ, ᎢᏳᏍᎩᏂ ᎩᎶ ᎤᏁᎳᏅᎯ ᎠᏓᏙᎵᏍᏓᏁᎯ ᏱᎩ, ᎠᎴ ᎾᏍᎩ ᎠᏓᏅᏖᏍᎬ ᎢᏯᏛᏁᎯ ᏱᎩ, ᎾᏍᎩ ᎠᏛᎦᏁᎰᎢ.","Idigatahayeno Unelanvhi nidadvganehvna gesv anisganai, iyusgini gilo Unelanvhi adadolisdanehi yigi, ale nasgi adanvtesgv iyadvnehi yigi, nasgi advganehoi.","Now we know that God heareth not sinners: but if any man be a worshipper of God, and doeth his will, him he heareth.",,cherokee-new-testament.csv
1422575a1896c9eb,ᎡᎶᎯ ᏧᏙᏢᏅ ᏅᏓᎬᏩᏓᎴᏅᏛ ᎥᏝ ᏱᎨᎦᏛᎦᏃ ᎩᎶ ᏚᏍᏚᎢᎡᎸ ᏗᎦᏙᎵ ᏗᎨᏫ ᎤᏕᏅᎯ.,Elohi tsudotlvnv nvdagvwadalenvdv vtla yigegadvgano gilo dusduielv digadoli digewi udenvhi.,Since the world began was it not heard that any man opened the eyes of one that was born blind.,,cherokee-new-testament.csv
73b908168bd47c34,"ᎢᏳᏃ ᎯᎠ ᎾᏍᎩ ᎠᏍᎦᏯ ᎤᏁᎳᏅᎯ ᏅᏓᏳᏓᎴᏅᎯ ᏂᎨᏒᎾ ᏱᎩ, ᎥᏝ ᏰᎵ ᎪᎱᏍᏗ ᏱᏙᎬᏩᎸᏫᏍᏓᏏ.","Iyuno hia nasgi asgaya Unelanvhi nvdayudalenvhi nigesvna yigi, vtla yeli gohusdi yidogvwalvwisdasi.","If this man were not of God, he could do nothing.",,cherokee-new-testament.csv
4259989fd6c057a1,"ᎤᏂᏁᏨ ᎯᎠ ᏅᎬᏩᏪᏎᎸᎩ; ᏅᎲᎢ ᎠᏍᎦᏂ ᎨᏒ ᏣᏕᏅᎩ, ᏥᎪᏃ ᎠᏴ ᎢᏍᎩᏰᏲᎲᏍᎦ?  ᎥᎬᏩᏄᎪᏫᏒᎩᏃ.","Uninetsv hia nvgvwaweselvgi; nvhvi asgani gesv tsadenvgi, Tsigono ayv isgiyeyohvsga?  Vgvwanugowisvgino.","They answered and said unto him, Thou wast altogether born in sins, and dost thou teach us? And they cast him out.",,cherokee-new-testament.csv
15786eb10a2524ca,ᏥᏌ ᎤᏛᎦᏅᎩ ᎬᏩᏄᎪᏫᏒᎢ; ᎤᏩᏛᎲᏃ ᎯᎠ ᏄᏪᏎᎸᎩ; ᎯᏲᎢᏳᎲᏍᎦᏍᎪ ᎤᏁᎳᏅᎯ ᎤᏪᏥ?,Tsisa udvganvgi gvwanugowisvi; uwadvhvno hia nuweselvgi; Hiyoiyuhvsgasgo Unelanvhi Uwetsi?,"Jesus heard that they had cast him out; and when he had found him, he said unto him, Dost thou believe on the Son of God?",,cherokee-new-testament.csv
9ceca0d427170a62,"ᎾᏍᎩ ᎤᏁᏨ ᎯᎠ ᏄᏪᏒᎩ; ᎦᎪ ᎾᏍᎩ, ᏣᎬᏫᏳᎯ, ᎾᏍᎩ ᏥᏲᎢᏳᏗᏱ?","Nasgi unetsv hia nuwesvgi; Gago nasgi, Tsagvwiyuhi, nasgi tsiyoiyudiyi?","He answered and said, Who is he, Lord, that I might believe on him?",,cherokee-new-testament.csv
e1121b85bd6d512f,"ᏥᏌ ᎯᎠ ᏄᏪᏎᎸᎩ; ᎯᎪᎥᎯ, ᎠᎴ ᎾᏍᎩ Ꮎ ᏥᏣᎵᏃᎮᏗᎭ.","Tsisa hia nuweselvgi; Higovhi, ale nasgi na tsitsalinohediha.","And Jesus said unto him, Thou hast both seen him, and it is he that talketh with thee.",,cherokee-new-testament.csv
ee6f260d9ecc827e,"ᎯᎠᏃ ᏄᏪᏒᎩ; ᎪᎢᏳᎲᏍᎦ, ᏣᎬᏫᏳᎯ; ᎤᏓᏙᎵᏍᏓᏁᎸᎩᏃ.","Hiano nuwesvgi; Goiyuhvsga, Tsagvwiyuhi; udadolisdanelvgino.","And he said, Lord, I believe. And he worshipped him.",,cherokee-new-testament.csv
aa61328ead74aa08,"ᏥᏌᏃ ᎯᎠ ᏄᏪᏒᎩ; ᏗᏬᎪᏙᏗᏱ ᎠᎩᏰᎸᎭ ᎡᎶᎯ ᎠᎩᎷᏥᎸ, ᎾᏍᎩ Ꮎ ᎾᏂᎪᏩᏘᏍᎬᎾ ᎤᏂᎪᏩᏛᏗᏱ, ᎠᎴ ᎾᏍᎩ Ꮎ ᎠᏂᎪᏩᏘᏍᎩ ᏗᏂᎨᏫ ᎢᏳᎾᎵᏍᏙᏗᏱ.","Tsisano hia nuwesvgi; Diwogododiyi agiyelvha elohi agilutsilv, nasgi na nanigowatisgvna unigowadvdiyi, ale nasgi na anigowatisgi dinigewi iyunalisdodiyi.","And Jesus said, For judgment I am come into this world, that they which see not might see; and that they which see might be made blind.",,cherokee-new-testament.csv
adfbafcd2da33420,"ᎠᏂᏆᎵᏏᏃ ᎡᏙᎲ ᎠᏁᏙᎯ ᎾᏍᎩ ᎤᎾᏛᎦᏅᎩ, ᎠᎴ ᎯᎠ ᏅᎬᏩᏪᏎᎸᎩ; ᏥᎪ ᎾᏍᏉ ᎠᏴ ᏦᏥᎨᏫ?","Aniqualisino edohv anedohi nasgi unadvganvgi, ale hia nvgvwaweselvgi; Tsigo nasquo ayv tsotsigewi?","And some of the Pharisees which were with him heard these words, and said unto him, Are we blind also?",,cherokee-new-testament.csv
06f813e88155b282,"ᏥᏌ ᎯᎠ ᏂᏚᏪᏎᎸᎩ; ᎢᏳᏃ ᏗᏥᎨᏫ ᏱᎨᏎᎢ ᎥᏝ ᏱᎨᏥᏍᎦᏅᎨᎢ, ᎠᏎᏃ ᎣᏥᎪᏩᏘᎭ ᎢᏣᏗᎭ; ᎾᏍᎩ ᏅᏗᎦᎵᏍᏙᏗᎭ ᎢᏥᏍᎦᎾᎯᏳ ᎨᏒ ᎠᎵᏃᎯᏯᏍᎦ.","Tsisa hia niduweselvgi; Iyuno ditsigewi yigesei vtla yigetsisganvgei, aseno otsigowatiha itsadiha; nasgi nvdigalisdodiha itsisganahiyu gesv alinohiyasga.","Jesus said unto them, If ye were blind, ye should have no sin: but now ye say, We see; therefore your sin remaineth.",,cherokee-new-testament.csv
d6d3fb72e8c9aaa7,"ᎤᏙᎯᏳᎯᏯ, ᎤᏙᎯᏳᎯᏯ ᎯᎠ ᏂᏨᏪᏎᎭ; ᎾᏍᎩ Ꮎ ᎦᎶᎯᏍᏗᏱ ᎠᏴᏍᏗᏍᎩ ᏂᎨᏒᎾ ᎠᏫ ᎤᏂᏃᏕᎾ ᎤᏂᏴᏍᏗᏱ, ᎤᏣᏘᏂᏉᏍᎩᏂ ᎦᎸᏍᏗᏍᎩ, ᎾᏍᎩ ᎦᏃᏍᎩᏍᎩ ᎠᎴ ᎠᏓᎾᏌᎲᏍᎩ.","Udohiyuhiya, udohiyuhiya hia nitsvweseha; Nasgi na galohisdiyi ayvsdisgi nigesvna awi uninodena uniyvsdiyi, utsatiniquosgini galvsdisgi, nasgi ganosgisgi ale adanasahvsgi.","Verily, verily, I say unto you, He that entereth not by the door into the sheepfold, but climbeth up some other way, the same is a thief and a robber.",,cherokee-new-testament.csv
d26832a0f0dcb0f6,ᎾᏍᎩᏍᎩᏂ Ꮎ ᎦᎶᎯᏍᏗᏱ ᎠᏴᏍᏗᏍᎩ ᎾᏍᎩ ᎠᏫ ᎤᏂᏃᏕᎾ ᏗᎦᏘᏯ.,Nasgisgini na galohisdiyi ayvsdisgi nasgi awi uninodena digatiya.,But he that entereth in by the door is the shepherd of the sheep.,,cherokee-new-testament.csv
7cb059280a7323d8,"ᎾᏍᎩ ᎦᎶᎯᏍᏗᏱ ᎠᎦᏘᏯ ᎤᏍᏚᎢᎡᎰᎢ, ᎠᎴ ᎠᏫ ᎠᎾᏛᎩᏍᎪ ᎧᏁᎬᎢ, ᎠᎴ ᏚᎾᏙᎥ ᏓᏯᏂᏍᎪ ᎠᏫ ᏧᏤᎵᎦ, ᎠᎴ ᏓᏘᏂᏒᏍᎩᏂ ᏕᎦᏄᎪᏫᏍᎪᎢ.","Nasgi galohisdiyi agatiya usduiehoi, ale awi anadvgisgo kanegvi, ale dunadov dayanisgo awi tsutseliga, ale datinisvsgini deganugowisgoi.","To him the porter openeth; and the sheep hear his voice: and he calleth his own sheep by name, and leadeth them out.",,cherokee-new-testament.csv
5a962996b4bbefcc,"ᏕᎦᏄᎪᏩᏃ ᏧᏤᎵᎦ ᎠᏫ, ᎢᎬᏱ ᏓᎴᏁᎰᎢ, ᎠᎴ ᎠᏫ ᎬᏩᏍᏓᏩᏕᎪᎢ; ᎠᏃᎵᎪᏰᏃ ᎧᏁᎬᎢ;","Deganugowano tsutseliga awi, igvyi dalenehoi, ale awi gvwasdawadegoi; anoligoyeno kanegvi;","And when he putteth forth his own sheep, he goeth before them, and the sheep follow him: for they know his voice.",,cherokee-new-testament.csv
aafcb691429e450c,"ᏅᏩᏓᎴᏍᎩᏂ ᎥᏝ ᏴᎬᏂᏍᏓᏩᏚᎦ, ᎠᎾᎵᎡᎰᏉ, ᎥᏝᏰᏃ ᏯᏃᎵᎪ ᏅᏩᎾᏓᎴ ᎠᏂᏁᎬᎢ.","Nvwadalesgini vtla yvgvnisdawaduga, analiehoquo, vtlayeno yanoligo nvwanadale aninegvi.","And a stranger will they not follow, but will flee from him: for they know not the voice of strangers.",,cherokee-new-testament.csv
5d20eac825e5d73c,ᎾᏍᎩ ᎯᎠ ᏓᏟᎶᏍᏛ ᏥᏌ ᏚᏬᏁᏔᏅᎩ; ᎠᏎᏃ ᎥᏝ ᏳᏃᎵᏤ ᎾᏍᎩ ᏄᏍᏛ ᏚᏬᏁᏔᏅᎢ.,Nasgi hia datlilosdv Tsisa duwonetanvgi; aseno vtla yunolitse nasgi nusdv duwonetanvi.,This parable spake Jesus unto them: but they understood not what things they were which he spake unto them.,,cherokee-new-testament.csv
d63ca55bdceab1c0,"ᎿᎭᏉᏃ ᏔᎵᏁ ᏥᏌ ᎯᎠ ᏂᏚᏪᏎᎸᎩ; ᎤᏙᎯᏳᎯᏯ ᎤᏙᎯᏳᎯᏯ ᎯᎠ ᏂᏨᏪᏎᎭ, ᎠᏴ ᎦᎶᎯᏍᏗᏱ ᎠᏫ ᎤᎾᏤᎵᎦ.","Hnaquono taline Tsisa hia niduweselvgi; Udohiyuhiya udohiyuhiya hia nitsvweseha, Ayv galohisdiyi awi unatseliga.","Then said Jesus unto them again, Verily, verily, I say unto you, I am the door of the sheep.",,cherokee-new-testament.csv
2ff1f2be8994f037,"ᏂᎦᏛ ᎢᎬᏱ ᎤᏂᎷᏨᎯ ᎠᏴ ᎣᏂ, ᎾᏍᎩ ᎠᏂᏃᏍᎩᏍᎩ ᎠᎴ ᎠᎾᏓᎾᏌᎲᏍᎩ.  ᎠᏎᏃ ᎠᏫ ᎥᏝ ᏱᎬᏩᎾᏛᎦᏁᎴᎢ.","Nigadv igvyi unilutsvhi ayv oni, nasgi aninosgisgi ale anadanasahvsgi.  Aseno awi vtla yigvwanadvganelei.",All that ever came before me are thieves and robbers: but the sheep did not hear them.,,cherokee-new-testament.csv
0dd37feb01280322,"ᎦᎶᎯᏍᏗᏱ ᎠᏴ; ᎢᏳᏃ ᎩᎶ ᎠᏴ ᎠᎩᏴᏍᏗᏍᎨᏍᏗ, ᎠᏎ  ᎠᏥᏍᏕᎸᏗ ᎨᏎᏍᏗ, ᎠᎴ ᎤᏴᏍᏗ ᎠᎴ ᎤᏄᎪᎢᏍᏗ ᎨᏎᏍᏗ, ᎠᎴ ᎤᏩᏛᏗ ᎨᏎᏍᏗ ᎦᏄᎸᏒᎢ.","Galohisdiyi ayv; Iyuno gilo ayv agiyvsdisgesdi, ase  atsisdelvdi gesesdi, ale uyvsdi ale unugoisdi gesesdi, ale uwadvdi gesesdi ganulvsvi.","I am the door: by me if any man enter in, he shall be saved, and shall go in and out, and find pasture.",,cherokee-new-testament.csv
1987d4c68ca588b9,"ᎦᏃᏍᎩᏍᎩ ᎦᎷᎪᎢ, ᎤᏃᏍᎩᏍᏗᏱᏉ ᎠᎴ ᎤᏓᎯᏍᏗᏱᏉ ᎤᏰᎸᏐᎢ:  ᎠᏴ ᎠᎩᎷᏥᎸ, ᎬᏂᏛ ᎤᎾᏤᎵᎦ ᎢᏳᎵᏍᏙᏗᏱ, ᎠᎴ ᎤᏣᏔᏅᎯ ᎤᎾᏤᎵᎦ ᎢᏨᎵᏍᏙᏗᏱ.","Ganosgisgi galugoi, unosgisdiyiquo ale udahisdiyiquo uyelvsoi:  Ayv agilutsilv, gvnidv unatseliga iyulisdodiyi, ale utsatanvhi unatseliga itsvlisdodiyi.","The thief cometh not, but for to steal, and to kill, and to destroy: I am come that they might have life, and that they might have it more abundantly.",,cherokee-new-testament.csv
35f09dfff27f3f80,ᎠᏴ ᎠᏆᏓᏅᏘ ᎠᏫ-ᏗᏥᎦᏘᏯ.  ᎤᏓᏅᏘ ᎠᏫ-ᏗᎦᏘᏯ ᎬᏅᎢ ᎡᎳᏗ ᏓᏁᎰ ᎠᏫ.,Ayv aquadanvti awiditsigatiya.  Udanvti awidigatiya gvnvi eladi daneho awi.,I am the good shepherd: the good shepherd giveth his life for the sheep.,,cherokee-new-testament.csv
9612e38f6730625d,"ᎠᏥᏅᏏᏛᏍᎩᏂ, ᎠᏫ-ᏗᎦᏘᏯ ᏂᎨᏒᎾ, ᎠᎴ ᎠᏫ ᏧᏤᎵᎦ ᏂᎨᏒᎾ, ᏩᏯ ᏣᎢᏒᎢ ᏩᎪᏩᏛ, ᏕᎬᏕᎪ ᎠᏫ ᎠᎴ ᎠᎵᏘᏍᎪᎢ; ᏩᏯᏃ ᏕᎦᏂᏱᏍᎪ ᎠᎴ ᏓᏗᎦᎴᏯᏍᎪ ᎠᏫ.","Atsinvsidvsgini, awidigatiya nigesvna, ale awi tsutseliga nigesvna, waya tsaisvi wagowadv, degvdego awi ale alitisgoi; wayano deganiyisgo ale dadigaleyasgo awi.","But he that is an hireling, and not the shepherd, whose own the sheep are not, seeth the wolf coming, and leaveth the sheep, and fleeth: and the wolf catcheth them, and scattereth the sheep.",,cherokee-new-testament.csv
