sentence_id,syllabary,phonetic,english,sentence_notes,sources
aa69cce9cb4979a5,"ᎠᏎᏃ ᎯᎠ ᏂᏚᏪᏎᎴᎢ; ᏂᎯ ᏗᏤᎳᏍᏓ.  ᎯᎠᏃ ᏄᏂᏪᏎᎢ, ᎯᏍᎩᏉ ᎦᏚ ᏙᏥᏰᎭ ᎠᎴ ᎠᏣᏗ ᏔᎵᏉᎢ; ᎢᏳᏍᎩᏂᏃᏅ ᏲᎩᏩᏎᏅ ᏂᎦᏛ ᎯᎠ ᎾᏍᎩ ᏴᏫ ᎤᎾᎵᏍᏓᏴᏗ.","Aseno hia niduweselei; Nihi ditselasda.  Hiano nuniwesei, Hisgiquo gadu dotsiyeha ale atsadi taliquoi; iyusgininonv yogiwasenv nigadv hia nasgi yvwi unalisdayvdi.","But he said unto them, Give ye them to eat. And they said, We have no more but five loaves and two fishes; except we should go and buy meat for all this people.",,cherokee-new-testament.csv
8d947091952f68e1,"ᎯᏍᎩᏰᏃ ᎢᏯᎦᏴᎵ ᎢᏴᏛ ᎾᏂᎡ ᎠᏂᏍᎦᏯ.  ᎯᎠᏃ ᏂᏚᏪᏎᎴ ᎬᏩᏍᏓᏩᏗᏙᎯ, ᏩᎾᏅᎥᎦ ᎯᏍᎦᏍᎪᎯ ᎢᎫᏂᏨᏛ ᎨᏎᏍᏗ.","Hisgiyeno iyagayvli iyvdv nanie anisgaya.  Hiano niduwesele gvwasdawadidohi, Wananvvga hisgasgohi igunitsvdv gesesdi.","For they were about five thousand men. And he said to his disciples, Make them sit down by fifties in a company.",,cherokee-new-testament.csv
c6ccf2e1e8146b79,"ᎾᏍᎩᏃ ᏄᎾᏛᏁᎴᎢ, ᎠᎴ ᏂᎦᏛ ᎤᎾᏅᏗᏱ ᏂᏚᏅᎴᎢ.","Nasgino nunadvnelei, ale nigadv unanvdiyi nidunvlei.","And they did so, and made them all sit down.",,cherokee-new-testament.csv
d5e39894abd48853,"ᎯᏍᎩᏃ ᎦᏚ ᏚᎩᏎᎢ, ᎠᎴ ᏔᎵ ᎠᏣᏗ ᏚᏁᏎᎢ; ᎦᎸᎳᏗᏃ ᏫᏚᎧᎿᎭᏅ ᎤᎵᎮᎵᏤᎢ, ᎠᎴ ᎤᎬᎭᎷᏰᎢ, ᎠᎴ ᏚᏁᎴ ᎬᏩᏍᏓᏩᏗᏙᎯ ᏧᏂᏁᏗᏱ ᎤᏂᏣᏘ.","Hisgino gadu dugisei, ale tali atsadi dunesei; galvladino widukahnanv ulihelitsei, ale ugvhaluyei, ale dunele gvwasdawadidohi tsuninediyi unitsati.","Then he took the five loaves and the two fishes, and looking up to heaven, he blessed them, and brake, and gave to the disciples to set before the multitude.",,cherokee-new-testament.csv
8921b3e7d6c9541b,"ᎤᎾᎵᏍᏓᏴᏁᏃ, ᎠᎴ ᏂᎦᏛ ᏚᏃᎸᏎᎢ; ᎠᎴ ᎤᏄᏖᏎ ᎤᎵᎬᎭᎷᏴᎯ ᎤᎾᏘᏰᎸᎯ ᏔᎳᏚ ᎢᏯᎧᎵᎢ ᏔᎷᏣ.","Unalisdayvneno, ale nigadv dunolvsei; ale unutese uligvhaluyvhi unatiyelvhi taladu iyakalii talutsa.","And they did eat, and were all filled: and there was taken up of fragments that remained to them twelve baskets.",,cherokee-new-testament.csv
a06c1ec3a117033e,"ᎯᎠᏃ ᏄᎵᏍᏔᏁᎢ ᎾᏍᎩ ᎤᏩᏒ ᎨᏒ ᎠᏓᏙᎵᏍᏗᏍᎬ ᎬᏩᏍᏓᏩᏗᏙᎯ ᎠᏁᎮᎢ; ᏚᏛᏛᏁᏃ ᎯᎠ ᏂᏚᏪᏎᎴᎢ, ᎦᎪ ᎬᏉᏎᎰ ᏴᏫ?","Hiano nulistanei nasgi uwasv gesv adadolisdisgv gvwasdawadidohi anehei; dudvdvneno hia niduweselei, Gago gvquoseho yvwi?","And it came to pass, as he was alone praying, his disciples were with him: and he asked them, saying, Whom say the people that I am?",,cherokee-new-testament.csv
55afcb7d68a86950,"ᎤᏂᏁᏨᏃ ᎯᎠ ᏄᏂᏪᏎᎢ, ᏣᏂ ᏗᏓᏬᏍᎩ; ᎢᎦᏛᏍᎩᏂ ᎢᎳᏯ; ᎠᏂᏐᎢᏃ, ᎩᎶ ᎢᏳᏍᏗ ᎢᎸᎯᏳ ᎤᎾᏕᏅᎯ ᎠᎾᏙᎴᎰᏍᎩ ᏚᎴᎯᏌᏅ [ᎠᎾᏗᏍᎪᎢ.]","Uninetsvno hia nuniwesei, Tsani didawosgi; igadvsgini Ilaya; anisoino, gilo iyusdi ilvhiyu unadenvhi anadolehosgi dulehisanv [anadisgoi.]","They answering said, John the Baptist; but some say, Elias; and others say, that one of the old prophets is risen again.",,cherokee-new-testament.csv
25f72955c2222e47,"ᎯᎠᏃ ᏂᏚᏪᏎᎴᎢ, ᏂᎯᎾᏃ ᎦᎪ ᏍᎩᏲᏎᎭ?  ᏈᏓ ᎤᏁᏨ ᎯᎠ ᏄᏪᏎᎢ, ᎦᎶᏁᏛ ᎤᏁᎳᏅᎯ ᎤᏤᎵᎦ.","Hiano niduweselei, Nihinano gago sgiyoseha?  Quida unetsv hia nuwesei, Galonedv Unelanvhi utseliga.","He said unto them, But whom say ye that I am? Peter answering said, The Christ of God.",,cherokee-new-testament.csv
70a15d00887816e4,"ᎤᎵᏂᎩᏛᏃ ᏚᏅᏍᏓᏕᎴ ᏚᏁᏤᎴ ᎩᎶ ᎤᏂᏃᏁᏗᏱ ᏂᎨᏒᎾ ᎾᏍᎩ,","Ulinigidvno dunvsdadele dunetsele gilo uninonediyi nigesvna nasgi,","And he straitly charged them, and commanded them to tell no man that thing;",,cherokee-new-testament.csv
430a2049dbed6f04,"ᎯᎠ ᏂᎦᏪᏍᎨᎢ, ᏴᏫ ᎤᏪᏥ ᎠᏎ ᎤᏣᏘ ᏧᏓᎴᏅᏛ ᏧᎩᎵᏳᏤᏗ ᎨᏎᏍᏗ, ᎠᎴ ᏗᎬᏩᏲᎯᏍᏗ ᎨᏎᏍᏗ ᏗᏂᎳᏫᎩ ᎠᎴ ᏄᏂᎬᏫᏳᏒ ᎠᏥᎸ-ᎠᏁᎶᎯ ᎠᎴ ᏗᏃᏪᎵᏍᎩ, ᎠᎴ ᎠᏥᎢᏍᏗ ᎨᏎᏍᏗ, ᎠᎴ ᏦᎢᏁ ᎢᎦ ᏣᎦᎴᏙᏗ ᎨᏎᏍᏗ.","Hia nigawesgei, yvwi Uwetsi ase utsati tsudalenvdv tsugiliyutsedi gesesdi, ale digvwayohisdi gesesdi dinilawigi ale nunigvwiyusv atsilvanelohi ale dinowelisgi, ale atsiisdi gesesdi, ale tsoine iga tsagaledodi gesesdi.","Saying, The Son of man must suffer many things, and be rejected of the elders and chief priests and scribes, and be slain, and be raised the third day.",,cherokee-new-testament.csv
4098ebde775caf5d,"ᎯᎠᏃ ᏂᏚᏪᏎᎴ ᏂᎦᏛ, ᎢᏳᏃ ᎩᎶ ᎤᏚᎵᏍᎨᏍᏗ ᎠᎩᏍᏓᏩᏛᏍᏗᏱ ᎤᏩᏒ ᎠᏓᏓᏱᎮᏍᏗ, ᎠᎴ ᎠᏱᏍᎨᏍᏗ ᏂᏚᎩᏨᏂᏒ ᎤᏤᎵ ᏧᏓᎿᎭᏩᏛ, ᎠᎴ ᎠᎩᏍᏓᏩᏕᎨᏍᏗ.","Hiano niduwesele nigadv, iyuno gilo udulisgesdi agisdawadvsdiyi uwasv adadayihesdi, ale ayisgesdi nidugitsvnisv utseli tsudahnawadv, ale agisdawadegesdi.","And he said to them all, If any man will come after me, let him deny himself, and take up his cross daily, and follow me.",,cherokee-new-testament.csv
0dfbc093fe9cd6fe,"ᎩᎶᏰᏃ ᎤᏚᎵᏍᎨᏍᏗ ᎤᏍᏕᎸᏗᏱ ᎬᏅᎢ ᎤᏲᎱᏎᏗ ᎨᏎᏍᏗ; ᎩᎶᏍᎩᏂ ᎬᏅ ᎤᏲᎱᏎᎮᏍᏗ ᎠᏴ ᏅᏗᎦᎵᏍᏙᏗᏍᎨᏍᏗ, ᎾᏍᎩ ᎤᏍᏕᎸᏗ ᎨᏎᏍᏗ.","Giloyeno udulisgesdi usdelvdiyi gvnvi uyohusedi gesesdi; gilosgini gvnv uyohusehesdi ayv nvdigalisdodisgesdi, nasgi usdelvdi gesesdi.","For whosoever will save his life shall lose it: but whosoever will lose his life for my sake, the same shall save it.",,cherokee-new-testament.csv
472ac951f73c435b,"ᎦᏙᏰᏃ ᏳᏁᏉᏥ ᏴᏫ ᎢᏳᏃ ᏂᎬ ᎡᎶᎯ ᎤᏤᎵ ᏱᏄᎵᏍᏔᏅ, ᎤᏩᏒᏃ ᏳᏲᎱᏒ ᎠᎴ ᏯᎦᏓᎢᏅ.","Gadoyeno yunequotsi yvwi iyuno nigv elohi utseli yinulistanv, uwasvno yuyohusv ale yagadainv.","For what is a man advantaged, if he gain the whole world, and lose himself, or be cast away?",,cherokee-new-testament.csv
be5c61f906e1868a,"ᎩᎶᏰᏃ ᎠᏆᏕᎰᏍᎨᏍᏗ ᎠᏴ ᎠᎴ ᎠᎩᏁᏨᎢ, ᎾᏍᎩ ᏴᏫ ᎤᏪᏥ ᎤᏕᎰᎯᏍᏗ ᎨᏎᏍᏗ ᎾᎯᏳ ᎦᎷᏨᎭ ᎤᏄᏬᏍᏕᏍᏗ ᎦᎸᏉᏗᏳ ᎨᏒ ᎤᏩᏒ ᎤᏤᎵᎦ, ᎠᎴ ᎤᏙᏓ ᎤᏤᎵᎦ, ᎠᎴ ᎨᏥᎸᏉᏗ ᏗᏂᎧᎿᎭᏩᏗᏙᎯ ᎤᎾᏤᎵᎦ.","Giloyeno aquadehosgesdi ayv ale aginetsvi, nasgi yvwi Uwetsi udehohisdi gesesdi nahiyu galutsvha unuwosdesdi galvquodiyu gesv uwasv utseliga, ale Udoda utseliga, ale getsilvquodi dinikahnawadidohi unatseliga.","For whosoever shall be ashamed of me and of my words, of him shall the Son of man be ashamed, when he shall come in his own glory, and in his Father's, and of the holy angels.",,cherokee-new-testament.csv
52edc46e54c24d51,"ᎠᏎᏃ ᎤᏙᎯᏳᎯᏯ ᎢᏨᏃᏁᎭ, ᎩᎶ ᎠᏂ ᏓᏂᏙᎦ ᎥᏝ ᏴᏛᎾᏙᎴᎰᏏ ᎠᏲᎱᎯᏍᏗ ᎨᏒ ᎬᏂ ᎤᏁᎳᏅᎯ ᎤᎬᏫᏳᎯ ᎨᏒ ᎠᏂᎪᎲᎭ.","Aseno udohiyuhiya itsvnoneha, gilo ani danidoga vtla yvdvnadolehosi ayohuhisdi gesv gvni Unelanvhi ugvwiyuhi gesv anigohvha.","But I tell you of a truth, there be some standing here, which shall not taste of death, till they see the kingdom of God.",,cherokee-new-testament.csv
5f1927e53aecd320,"ᏧᏁᎳᏃ ᎢᏴᏛ ᏫᏄᏒᎸ ᎾᏍᎩ ᎯᎠ ᏄᏪᏐᎢ, ᎯᎠ ᏄᎵᏍᏔᏁᎢ, ᎾᏍᎩ ᏈᏓ ᎠᎴ ᏣᏂ ᎠᎴ ᏥᎻ ᏚᏘᏅᏎ ᎠᎴ ᎤᎿᎭᎷᏎ ᎣᏓᎸ ᎤᏓᏙᎵᏍᏔᏅᏎᎢ.","Tsunelano iyvdv winusvlv nasgi hia nuwesoi, hia nulistanei, nasgi Quida ale Tsani ale Tsimi dutinvse ale uhnaluse odalv udadolistanvsei.","And it came to pass about an eight days after these sayings, he took Peter and John and James, and went up into a mountain to pray.",,cherokee-new-testament.csv
bb38f0ef908112ab,"ᎠᏓᏙᎵᏍᏗᎨᏃ ᏄᏍᏛ ᎤᎧᏛ ᎤᏓᏁᏟᏴᏎᎢ, ᎠᎴ ᏚᏄᏩᎥ ᎤᏁᎩᏳ ᎠᎴ ᎬᏩᏥᏍᏓᎷᎩᏍᎩ ᏄᎵᏍᏔᏁᎢ.","Adadolisdigeno nusdv ukadv udanetliyvsei, ale dunuwav unegiyu ale gvwatsisdalugisgi nulistanei.","And as he prayed, the fashion of his countenance was altered, and his raiment was white and glistering.",,cherokee-new-testament.csv
3ec2be608cfb93e6,"ᎠᎴ ᎬᏂᏳᏉ ᎬᏩᎵᏃᎮᏔᏁ ᎠᏂᏔᎵ ᎠᏂᏍᎦᏯ, ᎾᏍᎩ ᎼᏏ ᎠᎴ ᎢᎳᏯᎨᏎᎢ,","Ale gvniyuquo gvwalinohetane anitali anisgaya, nasgi Mosi ale Ilayagesei,","And, behold, there talked with him two men, which were Moses and Elias:",,cherokee-new-testament.csv
a3098f108e279e9b,ᎾᏍᎩ ᎦᎸᏉᏗᏳ ᎨᏒ ᎤᎾᏄᏬᏍᏕ ᎬᏂᎨᏒ ᏄᎾᏛᏁᎴᎢ; ᎠᎴ ᎤᏂᏁᎢᏍᏔᏁ ᎤᎵᏍᏆᏕᏗᏱ ᎨᏒ ᏥᎷᏏᎵᎻ.,Nasgi galvquodiyu gesv unanuwosde gvnigesv nunadvnelei; ale unineistane ulisquadediyi gesv Tsilusilimi.,"Who appeared in glory, and spake of his decease which he should accomplish at Jerusalem.",,cherokee-new-testament.csv
5ec36762da505cfc,"ᏈᏓᏍᎩᏂ ᎠᎴ ᎾᏍᎩ Ꮎ ᎠᏁᎯ ᎤᏣᏘ ᏓᏂᎸᏍᎨᎢ; ᎤᏂᏰᏨᏃ ᎤᏂᎪᎮ ᎤᏤᎵ ᎦᎸᏉᏗᏳ ᎨᏒᎢ, ᎠᎴ ᎾᏍᎩ ᎠᏂᏔᎵ ᎠᏂᏍᎦᏯ ᎦᏙᎬ ᏗᏂᏙᎩ.","Quidasgini ale nasgi na anehi utsati danilvsgei; uniyetsvno unigohe utseli galvquodiyu gesvi, ale nasgi anitali anisgaya gadogv dinidogi.","But Peter and they that were with him were heavy with sleep: and when they were awake, they saw his glory, and the two men that stood with him.",,cherokee-new-testament.csv
c54b9b03bc05de94,"ᎯᎠᏃ ᏄᎵᏍᏔᏁᎢ, ᎾᏍᎩ ᎿᎭᏉ ᎬᏩᏓᏅᎡᎮᎢ, ᏈᏓ ᎯᎠ ᏄᏪᏎᎴ ᏥᏌ, ᏔᏕᏲᎲᏍᎩ, ᎣᏏᏳ ᎠᏂ ᏥᏕᏙᎭ; ᎠᎴ ᏦᎢ ᏫᏙᏥᎵᏦᏛᎦ; ᏌᏉ ᏂᎯ ᏣᏤᎵᎦ, ᏌᏉᏃ ᎼᏏ ᎤᏤᎵᎦ, ᏌᏉᏃ ᎢᎳᏯ ᎤᏤᎵᎦ, ᎥᏝ ᏯᎦᏔᎮ ᏂᎦᏪᏍᎬᎢ.","Hiano nulistanei, nasgi hnaquo gvwadanvehei, Quida hia nuwesele Tsisa, Tadeyohvsgi, osiyu ani tsidedoha; ale tsoi widotsilitsodvga; saquo nihi tsatseliga, saquono Mosi utseliga, saquono Ilaya utseliga, vtla yagatahe nigawesgvi.","And it came to pass, as they departed from him, Peter said unto Jesus, Master, it is good for us to be here: and let us make three tabernacles; one for thee, and one for Moses, and one for Elias: not knowing what he said.",,cherokee-new-testament.csv
84949ffe10311396,ᎠᏏᏉ ᎾᏍᎩ ᏂᎦᏪᏍᎨᎢ ᎤᎶᎩᎳᏕᎢ ᎠᎴ ᎤᏄᏢᏔᏁᎢ; ᎠᎴ ᎤᏂᏍᎦᎴ ᎤᏂᏄᏴᎸ ᎤᎶᎩᎸᎢ.,Asiquo nasgi nigawesgei ulogiladei ale unutlvtanei; ale unisgale uninuyvlv ulogilvi.,"While he thus spake, there came a cloud, and overshadowed them: and they feared as they entered into the cloud.",,cherokee-new-testament.csv
6ffde6ae55399c49,"ᎤᎶᎩᎸᏃ ᏧᎶᏎ ᎧᏁᎬ ᎯᎠ ᏂᎦᏪᏍᎨᎢ, ᎯᎠ ᎾᏍᎩ ᏥᎨᏳᎢ ᎠᏇᏥ, ᎾᏍᎩ ᎡᏣᏛᏓᏍᏓᏁᎮᏍᏗ.","Ulogilvno tsulose kanegv hia nigawesgei, Hia nasgi tsigeyui Aquetsi, nasgi etsadvdasdanehesdi.","And there came a voice out of the cloud, saying, This is my beloved Son: hear him.",,cherokee-new-testament.csv
610bcc4a8642b392,"ᎧᏁᎬ ᎤᎶᏐᏅ ᎤᏩᏒᏉ ᎠᏥᏩᏛᎮ ᏥᏌ.  ᎡᎳᏪᏱᏉᏃ ᎤᏅᏎᎢ, ᎠᎴ ᎥᏝ ᎩᎶ ᏳᏂᏃᏁᎴ ᎾᎯᏳ ᎨᏒ ᏄᏍᏛ ᎤᏂᎪᎲᎢ.","Kanegv ulosonv uwasvquo atsiwadvhe Tsisa.  Elaweyiquono unvsei, ale vtla gilo yuninonele nahiyu gesv nusdv unigohvi.","And when the voice was past, Jesus was found alone. And they kept it close, and told no man in those days any of those things which they had seen.",,cherokee-new-testament.csv
3e0a63d7d4a361a4,"ᎯᎠᏃ ᏄᎵᏍᏔᏁ ᎾᏍᎩ ᎤᎩᏨᏛ ᏧᏂᎦᏐᎠᏒ ᎣᏓᎸᎢ, ᎤᏂᏣᏘ ᏴᏫ ᏕᎬᏩᏠᏎᎢ.","Hiano nulistane nasgi ugitsvdv tsunigasoasv odalvi, unitsati yvwi degvwatlosei.","And it came to pass, that on the next day, when they were come down from the hill, much people met him.",,cherokee-new-testament.csv
b379c96b5d7fce69,"ᎠᎴ ᎬᏂᏳᏉ ᎠᏍᎦᏯ ᎾᎿᎭᎤᎾᏓᏡᎬ ᎤᏪᎷᏁᎢ ᎯᎠ ᏂᎦᏪᏍᎨᎢ, ᏔᏕᏲᎲᏍᎩ, ᎬᏍᏗᏰᏗᎭ ᏘᏯᎦᏃᏗᏱ ᎠᏇᏥ; ᎤᏩᏒᎯᏳᏰᏃ ᎠᏇᏥ ᎾᏍᎩ;","Ale gvniyuquo asgaya nahna unadatlugv uwelunei hia nigawesgei, Tadeyohvsgi, gvsdiyediha tiyaganodiyi aquetsi; uwasvhiyuyeno aquetsi nasgi;","And, behold, a man of the company cried out, saying, Master, I beseech thee, look upon my son: for he is mine only child.",,cherokee-new-testament.csv
76a26735c740caf1,"ᎠᎴ ᎬᏂᏳᏉ, ᎠᏓᏅᏙ ᎤᏂᏱᏍᎪᎢ, ᎠᎴ ᎩᎳᏉ ᎢᏴᏛ ᎨᎷᎲᏍᎪᎢ, ᎠᎴ ᎤᎸᏕᏍᏗᏍᎪᎢ ᎠᎴ ᏓᎭᏬᎢᎰᎢ, ᎤᏂᏆᎶᏛᏃ ᎦᏂᎳ ᎤᏓᏅᎡᎰᎢ.","Ale gvniyuquo, adanvdo uniyisgoi, ale gilaquo iyvdv geluhvsgoi, ale ulvdesdisgoi ale dahawoihoi, uniqualodvno ganila udanvehoi.","And, lo, a spirit taketh him, and he suddenly crieth out; and it teareth him that he foameth again, and bruising him hardly departeth from him.",,cherokee-new-testament.csv
bd7bed2d56f0ee8a,ᎦᏥᏔᏲᏎᎸᏃ ᎨᏣᏍᏓᏩᏗᏙᎯ ᎤᏂᏄᎪᏫᏍᏗᏱ; ᎠᏎᏃ ᎤᏂᏄᎸᏅᎩ.,Gatsitayoselvno getsasdawadidohi uninugowisdiyi; aseno uninulvnvgi.,And I besought thy disciples to cast him out; and they could not.,,cherokee-new-testament.csv
051adae2b7ee3215,"ᏥᏌᏃ ᎤᏁᏨ ᎯᎠ ᏄᏪᏒᎩ; Ᏺ, ᏂᏦᎯᏳᏒᎾ ᎠᎴ ᎢᏣᎦᏔᎲᏛ ᎪᎯ ᏥᏤᎭ!  ᎢᎳᎪ ᏂᎪᎯᎴᏍᏗ ᎢᏨᏰᎳᏗᏙᎮᏍᏗ, ᎠᎴ ᎤᎾᏁᎳᎩ ᎢᏨᏰᎵᏎᎮᏍᏗ?  ᎡᎯᏯᏘᏄᎦ ᏤᏥ.","Tsisano unetsv hia nuwesvgi; Yo, nitsohiyusvna ale itsagatahvdv gohi tsitseha!  ilago nigohilesdi itsvyeladidohesdi, ale unanelagi itsvyelisehesdi?  Ehiyatinuga tsetsi.","And Jesus answering said, O faithless and perverse generation, how long shall I be with you, and suffer you? Bring thy son hither.",,cherokee-new-testament.csv
8307e87c1bca9c36,"ᎠᏏᏉᏃ ᏣᎢᏎᎢ ᎠᏍᎩᎾ ᎤᏍᏢᏂᏍᏔᏁᎢ, ᎠᎴ ᎤᎸᏕᏍᏔᏁᎢ.  ᏥᏌᏃ ᎤᏍᎦᏤ ᎦᏓᎭ ᎠᏓᏅᏙ ᎠᎴ ᎤᏅᏩᏁ ᎠᏲᎵ, ᎠᎴ ᏔᎵᏁ ᎢᎤᏪᎧᏁᎴ ᎤᏙᏓ.","Asiquono tsaisei asgina ustlvnistanei, ale ulvdestanei.  Tsisano usgatse gadaha adanvdo ale unvwane ayoli, ale taline iuwekanele udoda.","And as he was yet a coming, the devil threw him down, and tare him. And Jesus rebuked the unclean spirit, and healed the child, and delivered him again to his father.",,cherokee-new-testament.csv
935c5eac7d4d5d4f,"ᏂᎦᏛᏃ ᎤᏂᏍᏆᏂᎪᏎ ᎤᏣᏘ ᎤᎵᏂᎩᏗᏳ ᎨᏒ ᎤᏁᎳᏅᎯ.  ᏂᎦᏛᏃ ᎤᏂᏍᏆᏂᎪᏒ ᏂᎦᎥ ᏥᏌ ᏄᏛᏁᎸᎢ, ᎯᎠ ᏂᏚᏪᏎᎴ ᎬᏩᏍᏓᏩᏗᏙᎯ;","Nigadvno unisquanigose utsati ulinigidiyu gesv Unelanvhi.  Nigadvno unisquanigosv nigav tsisa nudvnelvi, hia niduwesele gvwasdawadidohi;","And they were all amazed at the mighty power of God. But while they wondered every one at all things which Jesus did, he said unto his disciples,",,cherokee-new-testament.csv
60d8958f1d256a2e,ᎯᎠ ᎾᏍᎩ ᏥᏂᏥᏪᎭ ᏩᏴᎭ ᏗᏥᎴᏂ; ᏴᏫᏰᏃ ᎤᏪᏥ ᏴᏫ ᏗᎨᏥᏲᎯᏎᏗ ᎨᏎᏍᏗ.,Hia nasgi tsinitsiweha wayvha ditsileni; yvwiyeno Uwetsi yvwi digetsiyohisedi gesesdi.,Let these sayings sink down into your ears: for the Son of man shall be delivered into the hands of men.,,cherokee-new-testament.csv
5dff20d447cc6cc4,"ᎠᏎᏃ ᎥᏝ ᏳᏃᎵᏤ ᎾᏍᎩ ᏂᏚᏪᏎᎸᎢ, ᎠᎴ ᎨᎬᏍᎦᎳᏁᎴᎢ, ᎾᏍᎩ ᏄᏂᎪᎲᎾ ᎨᏎᎢ; ᎠᎴ ᎠᏂᏍᎦᎢᎮ ᎬᏩᏛᏛᏗᏱ ᎾᏍᎩ ᏄᏪᏒᎢ.","Aseno vtla yunolitse nasgi niduweselvi, ale gegvsgalanelei, nasgi nunigohvna gesei; ale anisgaihe gvwadvdvdiyi nasgi nuwesvi.","But they understood not this saying, and it was hid from them, that they perceived it not: and they feared to ask him of that saying.",,cherokee-new-testament.csv
2156411e1c39ede2,"ᎿᎭᏉᏃ ᎤᏂᏃᎮᎴ ᎤᏅᏒ ᎨᏒᎢ, ᎾᏍᎩ Ꮎ ᎤᎾᏓᏡᎬ ᎤᏟ ᎠᏥᎸᏉᏗᏳ ᎨᏒᎢ.","Hnaquono uninohele unvsv gesvi, nasgi na unadatlugv utli atsilvquodiyu gesvi.","Then there arose a reasoning among them, which of them should be greatest.",,cherokee-new-testament.csv
b8a9e9b40bd15e3f,"ᏥᏌᏃ ᎤᏙᎴᎰᏒ ᏄᏍᏛ ᏓᎾᏓᏅᏖᏍᎬ ᏙᏧᎾᏓᏅᏛᎢ, ᎠᏲᎵ ᏭᏯᏅᎮ ᎠᎴ ᎤᏬᎸ ᎾᎥ ᎤᏪᎧᏁᎢ,","Tsisano udolehosv nusdv danadanvtesgv dotsunadanvdvi, ayoli wuyanvhe ale uwolv nav uwekanei,","And Jesus, perceiving the thought of their heart, took a child, and set him by him,",,cherokee-new-testament.csv
27a96fbb4c3cdc1b,"ᎠᎴ ᎯᎠ ᏂᏚᏪᏎᎴᎢ, ᎩᎶ ᏓᏓᏂᎸᎨᏍᏗ ᎯᎠ ᎠᏲᎵ ᎠᏴ ᏓᏆᏙᎥ ᏅᏗᎦᎵᏍᏙᏗᏍᎨᏍᏗ, ᎠᏴ ᏓᏆᏓᏂᎸᎨᏍᏗ; ᎩᎶᏃ ᎠᏴ ᏓᏆᏓᏂᎸᎨᏍᏗ, ᏓᏓᏂᎸᎨᏍᏗ ᏅᏛᎩᏅᏏᏛ, ᎾᏍᎩᏰᏃ ᎤᏍᏗᎧᏂ ᏂᎯ ᏂᎦᏛ ᏂᏣᏛᏅᎢ, ᎾᏍᎩ ᎠᏥᎸᏉᏗᏳ ᎨᏎᏍᏗ.","Ale hia niduweselei, Gilo dadanilvgesdi hia ayoli ayv daquadov nvdigalisdodisgesdi, ayv daquadanilvgesdi; gilono ayv daquadanilvgesdi, dadanilvgesdi nvdvginvsidv, nasgiyeno usdikani nihi nigadv nitsadvnvi, nasgi atsilvquodiyu gesesdi.","And said unto them, Whosoever shall receive this child in my name receiveth me: and whosoever shall receive me receiveth him that sent me: for he that is least among you all, the same shall be great.",,cherokee-new-testament.csv
1c7d94b1750be6c2,"ᏣᏂᏃ ᎤᏁᏤ ᎯᎠ ᏄᏪᏎᎢ, ᏔᏕᏲᎲᏍᎩ, ᎣᏥᎪᎥᎩ ᎠᏏᏴᏫ ᎠᏂᏍᎩᎾ ᏕᎦᏄᎪᏫᏍᎬᎩ ᏕᏣᏙᎥ ᎬᏗᏍᎬᎩ; ᎣᏥᏅᏍᏓᏕᎸᎩᏃ ᏅᏓᎦᎵᏍᏙᏗᏍᎬᎩ ᏂᎩᏍᏓᏩᏕᎬᎾ ᎨᏒᎢ.","Tsanino unetse hia nuwesei, Tadeyohvsgi, otsigovgi asiyvwi anisgina deganugowisgvgi detsadov gvdisgvgi; otsinvsdadelvgino nvdagalisdodisgvgi nigisdawadegvna gesvi.","And John answered and said, Master, we saw one casting out devils in thy name; and we forbad him, because he followeth not with us.",,cherokee-new-testament.csv
4c34a6c8ec7722a8,"ᏥᏌᏃ ᎯᎠ ᏄᏪᏎᎸᎩ, ᏞᏍᏗ ᎡᏥᏅᏍᏓᏕᎸᎩ; ᎩᎶᏰᏃ ᏂᎦᏡᏗᏍᎬᎾ ᏱᎩ ᎾᏍᎩ ᎢᎦᎵᎪᏁᎯ.","Tsisano hia nuweselvgi, Tlesdi etsinvsdadelvgi; giloyeno nigatludisgvna yigi nasgi igaligonehi.","And Jesus said unto him, Forbid him not: for he that is not against us is for us.",,cherokee-new-testament.csv
c00b2b524d60c999,"ᎯᎠᏃ ᏄᎵᏍᏔᏁ ᎿᎭᏉ ᎠᏍᏆᎵᏍᎨ ᎦᎸᎳᏗ ᏣᎦᏓᏂᎸᎢᏍᏗᏱ, ᎤᎵᏂᎩᏗᏳ ᎤᏓᏅᏖ ᏥᎷᏏᎵᎻ ᏭᎶᎯᏍᏗᏱ.","Hiano nulistane hnaquo asqualisge galvladi tsagadanilvisdiyi, ulinigidiyu udanvte Tsilusilimi wulohisdiyi.","And it came to pass, when the time was come that he should be received up, he stedfastly set his face to go to Jerusalem,",,cherokee-new-testament.csv
aef4eacf3e55e8df,"ᏚᏅᏎᏃ ᎢᎬᏱ ᎠᏁᎩ; ᎤᏁᏅᏎᏃ, ᎠᎴ ᏌᎺᎵ ᎠᏁᎯ ᎤᏂᏚᎲ ᏭᏂᏴᎴᎢ, ᎾᏍᎩ ᎬᏩᏛᏅᎢᏍᏓᏁᏗᏱ.","Dunvseno igvyi anegi; unenvseno, ale Sameli anehi uniduhv wuniyvlei, nasgi gvwadvnvisdanediyi.","And sent messengers before his face: and they went, and entered into a village of the Samaritans, to make ready for him.",,cherokee-new-testament.csv
