Index,Source,Source_Long,Entry,Syllabary,Part_of_Speech,PoS,PoS_Family,Definition,Definition_Long,Cross_Reference,Plural,Plural_Syllabary,Verb_1st_Present,Verb_1st_Present_Syllabary,Verb_3rd_Past,Verb_3rd_Past_Syllabary,Verb_3rd_Present_Habitual,Verb_3rd_Present_Habitual_Syllabary,Verb_2nd_Imperative,Verb_2nd_Imperative_Syllabary,Verb_3rd_Infinitive,Verb_3rd_Infinitive_Syllabary,Entry_Tone,Plural_Tone,Verb_1st_Present_Tone,Verb_3rd_Past_Tone,Verb_3rd_Present_Habitual_Tone,Verb_2nd_Imperative_Tone,Verb_3rd_Infinitive_Tone,Audio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13318,mds,Moondove's Spiral,go(li)qui [gol kwee],,,,,Colby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13319,mds,Moondove's Spiral,godan(ni),,,,,"gordan, gordon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13322,mds,Moondove's Spiral,godesgi,,,,,shovel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13323,mds,Moondove's Spiral,godesgi,,,,,spade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13324,mds,Moondove's Spiral,godi [go de],,,,,Cody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13325,mds,Moondove's Spiral,godvdi ahutsawoladvi,,,,,fireplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13327,mds,Moondove's Spiral,"gog, goga, gogi",,,,,summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13328,mds,Moondove's Spiral,gog(i),,,,,summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13330,mds,Moondove's Spiral,goga ditestodi,,,,,scare crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13331,mds,Moondove's Spiral,gogasaga,,,,,elderberries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13333,mds,Moondove's Spiral,gogehi,,,,,springtime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13334,mds,Moondove's Spiral,gogeyi,,,,,Spring as a season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13338,mds,Moondove's Spiral,gogiayeli,,,,,Summer as a season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13339,mds,Moondove's Spiral,gogisgi,,,,,Smoker [person],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13340,mds,Moondove's Spiral,gogv,,,,,crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13341,mds,Moondove's Spiral,gogv,,,,,Crowe (Crow) [person],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13342,mds,Moondove's Spiral,gohada,,,,,dropped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13343,mds,Moondove's Spiral,gohadi,,,,,drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13345,mds,Moondove's Spiral,gohega,,,,,"lie (untruth, old oratory form)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13346,mds,Moondove's Spiral,gohi,,,,,A long time ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13347,mds,Moondove's Spiral,gohi,,,,,butternuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13348,mds,Moondove's Spiral,gohi,,,,,This (in time),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13349,mds,Moondove's Spiral,gohi,,,,,this(in time - as in this day),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13351,mds,Moondove's Spiral,gohi iga,,,,,today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13352,mds,Moondove's Spiral,gohi iga,,,,,today (this daylight),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13354,mds,Moondove's Spiral,gohi igohi,,,,,today's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13355,mds,Moondove's Spiral,gohi usv,,,,,tonight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13356,mds,Moondove's Spiral,gohi usvhi,,,,,tonight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13357,mds,Moondove's Spiral,gohida,,,,,long time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13363,mds,Moondove's Spiral,gohiga,,,,,today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13364,mds,Moondove's Spiral,gohigi,,,,,acquaintance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13365,mds,Moondove's Spiral,gohigiquv,,,,,longtime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13366,mds,Moondove's Spiral,gohinega,,,,,He is leading him by the hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13369,mds,Moondove's Spiral,gohiusvi,,,,,tonight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13371,mds,Moondove's Spiral,gohiyhdaneha,,,,,agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13372,mds,Moondove's Spiral,gohiyhdaneha,,,,,vouch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13373,mds,Moondove's Spiral,gohiyhdi,,,,,belief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13374,mds,Moondove's Spiral,gohiyhdi,,,,,faith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13397,mds,Moondove's Spiral,gohiyui,,,,,later,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13398,mds,Moondove's Spiral,gohiyunv,,,,,believed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13406,mds,Moondove's Spiral,gohiyutodi,,,,,acknowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13407,mds,Moondove's Spiral,gohiyutodi,,,,,approve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13408,mds,Moondove's Spiral,gohiyutodi,,,,,approved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13409,mds,Moondove's Spiral,gohiyutodi,,,,,certify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13410,mds,Moondove's Spiral,gohiyutodi,,,,,evidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13411,mds,Moondove's Spiral,gohiyutodi,,,,,prove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13412,mds,Moondove's Spiral,gohiyutodi olidastanv,,,,,apologize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13413,mds,Moondove's Spiral,gohiyutoditohi,,,,,apologize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13414,mds,Moondove's Spiral,gohl(i)ga,,,,,recognize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13415,mds,Moondove's Spiral,gohlga,,,,,understand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13417,mds,Moondove's Spiral,gohlvsga,,,,,get full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13418,mds,Moondove's Spiral,gohlvsga,,,,,make,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13419,mds,Moondove's Spiral,gohonhdiha,,,,,"he/she is making it drop or fall (round, long)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13420,mds,Moondove's Spiral,gohonhdiha,,,,,"he/she is making it fall (round, long)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13421,mds,Moondove's Spiral,gohosga,,,,,"It is falling (round, long)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13422,mds,Moondove's Spiral,gohusdi,,,,,some way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13424,mds,Moondove's Spiral,gohusdi - galvdodi,,,,,purse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13425,mds,Moondove's Spiral,gohusdi - nadvnehvna,,,,,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13427,mds,Moondove's Spiral,gohusdi adasdayvdi,,,,,something to cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13430,mds,Moondove's Spiral,gohusdi advne nigesvna,,,,,trifle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13433,mds,Moondove's Spiral,gohusdi anadadvni,,,,,"cousin, some kin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13436,mds,Moondove's Spiral,gohusdi anadadvni,,,,,"related, people",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13438,mds,Moondove's Spiral,gohusdi digvtanidasdi,,,,,tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13443,mds,Moondove's Spiral,gohusdi gvtanidasdi,,,,,tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13446,mds,Moondove's Spiral,gohusdi tsvni,,,,,something or some way related to (cousin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13449,mds,Moondove's Spiral,gohusdis,,,,,something or some way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13450,mds,Moondove's Spiral,gohusdis tsvni,,,,,something related to me (old days cousin was second brother or second sister - taline brother or taline sister),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13451,mds,Moondove's Spiral,gohusdis tsvni dulvwisdane,,,,,Is your cousin still working,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13454,mds,Moondove's Spiral,gohwela,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13455,mds,Moondove's Spiral,gohwela,,,,,paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13456,mds,Moondove's Spiral,gohwela,,,,,"paper, piece of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13457,mds,Moondove's Spiral,gohwela desginvsi,,,,,Hand me the (piece of) paper (speaking to one person),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13458,mds,Moondove's Spiral,gohwela digahinvsi,,,,,Hand them the piece of paper (speaking to one person),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13459,mds,Moondove's Spiral,gohwela hinvsi,,,,,Hand him or her the piece of paper (speaking to one person),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13460,mds,Moondove's Spiral,"gohwela, gohweli",,,,,"written material, personal letter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13461,mds,Moondove's Spiral,"gohwela, gohweli",,,,,letter(written material),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13462,mds,Moondove's Spiral,gohweli,,,,,letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13463,mds,Moondove's Spiral,gohweli diginesdi,,,,,My address is _____ (written material it I get at),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13464,mds,Moondove's Spiral,gohwelia,,,,,write,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13465,mds,Moondove's Spiral,gohwelv,,,,,letter (it has been written),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13466,mds,Moondove's Spiral,gohwelv,,,,,letter(of the alphabet),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13467,mds,Moondove's Spiral,gohwelvi,,,,,lesson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13468,mds,Moondove's Spiral,goi,,,,,"grease, oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13470,mds,Moondove's Spiral,goi,,,,,"grease, machine oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473,mds,Moondove's Spiral,goi,,,,,"oil(grease, machine)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13475,mds,Moondove's Spiral,"goi, kai",,,,,"grease, tar, machine oil, oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13480,mds,Moondove's Spiral,goihi gvnistodi,,,,,fried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13481,mds,Moondove's Spiral,goihi igvnistodi,,,,,fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13482,mds,Moondove's Spiral,gojanea,,,,,pull trigger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13484,mds,Moondove's Spiral,gok'sga,,,,,he is smoking it [ person ],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13486,mds,Moondove's Spiral,goksga,,,,,he is smoking it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13489,mds,Moondove's Spiral,gola,,,,,Winter as a season,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492,mds,Moondove's Spiral,goladi [go lah de],,,,,Goldie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13495,mds,Moondove's Spiral,golanidiyi,,,,,Corinthians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13497,mds,Moondove's Spiral,"golanv, kalona, kalanu",,,,,raven (title for lead war scout),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13498,mds,Moondove's Spiral,golanvyi,,,,,Big Cove or Raven Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13500,mds,Moondove's Spiral,goleti [go lay te],,,,,Colette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13501,mds,Moondove's Spiral,golga,,,,,"knows, he/she(information)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13502,mds,Moondove's Spiral,goli,,,,,winter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13503,mds,Moondove's Spiral,goli nigvnedv,,,,,acknowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13504,mds,Moondove's Spiral,"golig, goliga",,,,,"know, i(information)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13505,mds,Moondove's Spiral,goliga,,,,,He/She knows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13506,mds,Moondove's Spiral,goliga,,,,,"I know, understand (information, not a person)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13507,mds,Moondove's Spiral,goliga,,,,,I understand that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13508,mds,Moondove's Spiral,goliga ahuli,,,,,I understand the drum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13509,mds,Moondove's Spiral,"goliga, golga",,,,,he knows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13510,mds,Moondove's Spiral,golini [go lee nee],,,,,Coleen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13519,mds,Moondove's Spiral,Gonada Gigahai,,,,,Bloody Ground (see also Kentucky),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13520,mds,Moondove's Spiral,gonada gigahai,,,,,Kentucky (Bloody Ground),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13521,mds,Moondove's Spiral,gonilivsi [go ne le uh si],,,,,Cornelius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13522,mds,Moondove's Spiral,gonohenv,,,,,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13523,mds,Moondove's Spiral,goo goo,,,,,bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13524,mds,Moondove's Spiral,goo toe e,,,,,how,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13525,mds,Moondove's Spiral,goqua [go kwah],,,,,Cora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13526,mds,Moondove's Spiral,gosanvhi,,,,,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13530,mds,Moondove's Spiral,gosdayi,,,,,point (sharp end),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13534,mds,Moondove's Spiral,gosdiyuli,,,,,"dull, instrument",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13536,mds,Moondove's Spiral,gosdu,,,,,ashes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13538,mds,Moondove's Spiral,gosdvnisti,,,,,"bat, baseball",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13539,mds,Moondove's Spiral,goseha,,,,,he is saying to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13540,mds,Moondove's Spiral,gosvgi,,,,,mink (plural),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13541,mds,Moondove's Spiral,gotani [go ta nee],,,,,Cortney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13542,mds,Moondove's Spiral,gotisga,,,,,swell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13543,mds,Moondove's Spiral,gotisga,,,,,swelling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13544,mds,Moondove's Spiral,gotisodi,,,,,kindle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13545,mds,Moondove's Spiral,gotlv(nv)diatlodi,,,,,anvil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13546,mds,Moondove's Spiral,"gotlv(nv)diatlodi, asodi talugisgi uligi",,,,,anvil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13547,mds,Moondove's Spiral,gotlv(nv)todi,,,,,machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13551,mds,Moondove's Spiral,gotlvhi ignelvhi,,,,,formed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13561,mds,Moondove's Spiral,gotlvhisodi,,,,,"amend, correct, improve, renovate, repair, redress, regulate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13563,mds,Moondove's Spiral,gotlvhisodi,,,,,"correct, to correct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13571,mds,Moondove's Spiral,gotlvhnv,,,,,butter (made of milk),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13572,mds,Moondove's Spiral,gotlvhnv uduli(a),,,,,"Butter, he or she wants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13576,mds,Moondove's Spiral,gotlvnv,,,,,"butter, made, established",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13582,mds,Moondove's Spiral,gotlvnvhi,,,,,"made, created",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13587,mds,Moondove's Spiral,gotlvtanv,,,,,buttermilk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13597,mds,Moondove's Spiral,gotsalesdi,,,,,subtract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13602,mds,Moondove's Spiral,gotsalvdi,,,,,"inclose, as in envelope (enclose)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13603,mds,Moondove's Spiral,gotsalvdiyi,,,,,insert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13605,mds,Moondove's Spiral,gotsanesdii,,,,,trigger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13607,mds,Moondove's Spiral,gotsuna,,,,,wild greens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13608,mds,Moondove's Spiral,gotsunega,,,,,sycamore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13609,mds,Moondove's Spiral,gotvi,,,,,fire (fire for heating),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13610,mds,Moondove's Spiral,gowe,,,,,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13611,mds,Moondove's Spiral,gowel disdudi,,,,,envelopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13619,mds,Moondove's Spiral,goweli,,,,,paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13620,mds,Moondove's Spiral,goweli,,,,,"paper, book",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13621,mds,Moondove's Spiral,goweli - digoliyedi,,,,,magazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13622,mds,Moondove's Spiral,goweli - wiganvnv,,,,,mail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13625,mds,Moondove's Spiral,goweli diga,,,,,bookkeeping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13630,mds,Moondove's Spiral,"goweli diginesdi________, gohweli diginesdi ______",,,,,my address is________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13632,mds,Moondove's Spiral,goweli digotlvnv digo(ga)sdi,,,,,"cigarette, paper made",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13640,mds,Moondove's Spiral,goweli gale(yv)tanv,,,,,newspaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13644,mds,Moondove's Spiral,goweli gowlisgi,,,,,author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13647,mds,Moondove's Spiral,goweli uhagedv,,,,,bible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13652,mds,Moondove's Spiral,gowelia(li)sgo(lv)disgi,,,,,license,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13665,mds,Moondove's Spiral,gowelodigoweli,,,,,notebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13666,mds,Moondove's Spiral,goweloditotov,,,,,enroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13671,mds,Moondove's Spiral,gowelviyuigohi,,,,,dated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13672,mds,Moondove's Spiral,gowelvnusdvulenidolv,,,,,biography,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13673,mds,Moondove's Spiral,gowheli,,,,,paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
