error,base_id,source,engl,phon,syll,text
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),825da29036c6f905,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],*ᎾᏉ* ᎠᏆᎴᏅᎲ ᎣᏍᏛ ᎦᏓᏅᏓᏗᏍᎬ ᎤᏎᎦᏥᏙᎸᎯ ᎠᏆᏓᏗᏫᏎᎸᎯ ᎨᏒᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),ea3b94c0adef0382,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"… ᎾᏍᎩ ᎯᎠ ᎤᏙᎯᏳᎯ ᏄᏍᏗ, ᎠᏎᏃ ᎪᎯᏉ ᎨᏒ ᏤᎾᎠ, ᎤᏇᎵᏃ ᎢᎦᏚᎸᎲᏗ ᎨᏒ *ᎾᎥᏂ* ᏂᏚᏓᎸ; ᎠᎴ …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),d4bb8527060c40cf,lily-dict.csv,,[ᎷᎦ 16:7],"… ᎯᎠᏃ ᏄᏪᏎᎴᎢ, ᎯᎾᎩ ᎪᏪᎵ ᎡᏣᏚᎬᎢ, ᎠᎴ *ᏁᎳᏍᎪᎯ* ᎰᏪᎸᎦ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),fd673a2684af2e66,lily-dict.csv,,[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],"ᎣᏂᏃ, *ᏂᎦᏓ* ᎤᏂᎨ ᎤᎦᎾᏩ ᎤᏖᏗ ᎦᏚ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),836370ac8a62e7d7,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"… *ᏄᏪᏒᎩ*, “ᎦᏙᏃ ᏓᎦᏛᏁᎵ?”",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),9f624201b59c759f,lily-dict.csv,,[ᏣᏂ 11:42],ᎠᎴ ᏥᎦᏔᎭ *ᏂᎪᎯᎸᎢ* ᏍᏆᏛᎦᏁᎲᎢ; …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),b628e1be6c01e4f6,lily-dict.csv,,[ᎷᎦ 8:39],… ᎠᎴ ᏭᏃᎮᎵᏙᎴ *ᏂᎬᎢ* ᎦᏚᎲ ᏂᎦᎥ ᎤᏍᏆᏂᎪᏗ ᏄᏛᏁᎸ ᏥᏌ.,
Mismatched asterisk count: Syllabary(2) vs Phonetic(0),311ca676298e1da6,lily-dict.csv,,[ᏣᎳᎩ ᏅᎩᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᎴᏥᎵ ᏍᎪᎯ *ᏃᏈᏏ* ᏚᎪᎮᎢ ᏃᎴ ᏑᏓᎵ ᏫᏚᎪᎮ. ᎭᎳᎢᎦ *ᏃᏈᏏ* ᏚᎪᎮᎢ?,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),f6ab2dd476c462a0,lily-dict.csv,,[King pg 122],ᎧᎶᏇᏗ ᎬᏗ ᏄᏅᏁᎴᎢ ᎦᎭᏗ *ᏃᎴ* ᏍᏆᎸᏂᏍᏗ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),7b1dc105ae7ef539,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 41:49],"ᏦᏩᏃ ᎤᏣᎴᏍᏗ ᎤᏪᏟᏌᏁ *ᏃᏳ* ᎠᎺᏉᎯ ᏥᎦᎳᎨᏲ ᎾᏍᎩᏯᎢ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),9654da4060dc5530,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 2:10],… *ᏅᎩ* ᏕᎨᏴ ᏂᎦᎵᏍᏗᏍᎨᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),b38da241aad3f4e4,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],… ᎠᎴ ᏕᎦᎾᏗᎢᏍᎬ *ᏅᏃᎯ* ᏧᎾᏠᎯᏍᏗ ᏂᎦᎵᏍᏗᏍᎬᎩ …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),f96cb59a56e8cf8b,lily-dict.csv,,[King pg 122],“ᎢᏣᏙᎴᏆᏍᎨᏍᏗ ᏗᏓᏅᏬ *ᏅᏬᏗ* …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),13a60085d7322628,lily-dict.csv,,[ᏣᎳᎩ ᏦᎢᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᎤᎦᏔ ᎠᎴ ᏧᏍᏗ *ᏅᏯ* ᏘᏢᎦ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),242b3336b0822ea8,lily-dict.csv,,[King pg 122],ᏚᎵᎬᎩᏎᎢ *ᏅᏱ ᎤᏅᏮᎢ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),54a098f05a34a6f9,lily-dict.csv,,[ᎷᎦ 21:21],ᎿᏉ ᎾᏍᎩ ᏧᏗᏱ ᎠᏁᎯ ᎠᎾᎵᏒᎭ *ᎣᏓᎵ* ᏩᏂᎶᏒᎭ; …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),45e12cdde565e3e6,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],ᏧᏁᎶᏗᏃ ᎥᏝ ᎿᏉ *ᎣᏂ* ᏳᎪᎮᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),8f28fa6340d642c3,lily-dict.csv,,[King pg 122],*ᎣᏍᏓ* ᎤᏙᏪᎳᎨᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),9f0ba4324bb0a054,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"ᎥᎥ, *ᎣᏏ* ᏥᎪᏩᏘᎭ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),a6f4e4396e292e33,lily-dict.csv,,[ᏧᏁᎶᏍᏗ ᏚᏂᎩᏒᏒᎢ - ᎠᎵᎲᏲᎵᎵᎯᏍᏗᏱ],… *ᎣᏏᏳ* ᎦᏙᎯ ᎢᏳᏃ ᎦᎶᎯᏍᏗᏱ ᎤᏂᏴ ᏍᏔᏅᎯ ᏥᎨᏐ.”,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),58504ca9858f387f,lily-dict.csv,,[ᏣᎳᎩ ᏅᎩᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],"ᎦᏙ ᎤᏍᏗ ᎠᏓᏁᎭ? ᎭᏑᏯᎩ. ᏫᏥᎥᏏ: Ꭰ) ᏥᏍᏚ, Ꭱ) *ᏌᎶᎵ*, Ꭲ) ᎤᏪᏥ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),1647e651b6f2142a,lily-dict.csv,,[ᏣᎳᎩ ᏅᎩᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],"*ᏍᏓᏯ* ᏧᏄᏫ ᏗᎪᏪᎵ $2.25, ᏩᏂᎨ ᏧᏄᏫ ᏗᎪᏪᎵ $0.75.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),52ac467a01f56ad8,lily-dict.csv,,[King pg 121],“ᎨᎾ *ᏎᎦ* …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),8b89fb637f06792e,lily-dict.csv,,[ᎹᏚ 8:30],ᎨᎯᏃ ᎢᏴᏛ ᏗᏁᏙᎮ ᎤᏂᏣᏘ ᏑᎾᏓᏡᎩ *ᏏᏆ* ᎠᎾᎵᏍᏓᏴᏂᏙᎮᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),298c6ffd7ffe41b2,lily-dict.csv,,[ᏣᎳᎩ ᏅᎩᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],"ᎦᏙ ᎤᏍᏗ ᎠᏓᏁᎭ? ᎭᏑᏯᎩ. ᏙᏗᏍᎩᏂᎥᏏ: Ꭰ) ᏪᏌ, Ꭱ) ᏅᏯ, Ꭲ) *ᏐᏈᎵ*.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),73b61718f0f3c3f7,lily-dict.csv,,[King pg 121],ᎤᎾᏕᏯᏔᏁᎴᎢ ᎠᏂᏍᎦᏯ *ᏐᏊ* ᎠᎪᎶᏍᎬᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),46c1e78361a99eb3,lily-dict.csv,,[ᎷᎦ 17:17],… ᏝᏍᎪ ᎠᏍᎪᎯ ᏱᎨᏥᏅᎦᎸᎡᎢ? ᎠᏎᏃ *ᏐᎣᏁᎳ* ᎢᏯᏂᏛ ᎭᏢ?,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),a8a2e6ab46a456b5,lily-dict.csv,,[ᎹᏚ 18:12],"ᎦᏙ ᎢᏤᎵᎭ; ᎢᏳᏃ ᎩᎶ ᎠᏍᎦᏯ ᎠᏍᎪᎯᏧᏈ ᎠᏫ ᏱᏚᎾᏝᎠ, ᏌᏉᏃ ᏳᎴᏲᎡᎸ, ᏝᏍᎪ *ᏐᎣᏁᎳᏍᎪᎯ* ᏐᎣᏁᎳᎦᎵ ᎢᏯᏂᏛ ᏱᏗᎬᏕᎪᎢ, ᎠᎴ ᏱᏗᎧᎾᎷᏏᏙᎰ ᎦᏚᏏ ᏳᏲᎰ ᎤᎴᏲᎡᎸᎯ?",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),14b3db767f76fbd9,lily-dict.csv,,[ᎹᎦ 4:8],"… ᎠᎴ ᎤᎵᏰᏁᎢ, ᎠᎴ ᎠᏛᏍᎨᎢ, ᎠᎴ ᎧᏁᏉᎨᎢ, ᎠᎴ ᎤᎦᏔᏔᏁᎢ, ᎢᎦᏛ ᏦᎠᏍᎪᎯ ᎢᏳᏩᎫᏗ, ᎢᎦᏛᏃ *ᏑᏓᎵᏍᎪᎯ*, ᎢᎦᏛᏃ ᎠᏍᎪᎯᏧᏈ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),14c988fdee20e522,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 30:20],… ᏅᏗᎦᎵᏍᏙᏗᎭ *ᏑᏓᎵ* ᏕᏥᎾᏄᎪᏫᏎᎸ ᎠᏂᏧᏣ; ᏤᏆᎳᏂᏃ ᏚᏬᎡᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),efb535489ccaa819,lily-dict.csv,,[ᏥᎻ: 4:13],"… ᎪᎯ ᎢᎦ ᎠᎴ *ᏑᎾᎴᎢ* ᏓᏲᏤᏏ ᎨᎯ ᏗᎦᏚᎲᎢ, ᏑᏕᏘᏴᏛᏃ ᏬᏤᎮᏍᏗ …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),48f2e4454f76e06b,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 29:28],"ᏤᎦᏈᏃ ᎾᏍᎩ ᏄᏛᏁᎴᎢ, ᎠᎴ ᎾᏍᎩ ᎤᏤᎵ *ᏑᎾᏙᏓᏆᏍᏗ* ᎨᏒ ᎤᏍᏆᏕᎴᎢ; …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),6fc99081c0851c06,lily-dict.csv,,[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],"*ᏔᎵ* ᎢᎦ ᏌᏌ ᎤᎾᏛᎦᎾ ᎩᏟ ᏕᎦᏃᎩᏍᏗᏍᎬ,",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),9ca858772c6b6f27,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 40:16],"… ᎠᏴ ᎾᏍᏉ ᎦᏍᎩᏓᏍᎬᎩ, ᎠᎴ ᎬᏂᏳᏉ ᏦᎢ *ᏔᎷᏣ* ᎦᏚ ᎤᏂᏁᎬ ᏗᎦᎶᏗ ᏓᏆᏃᏍᏛᎩ;",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),2833b7928a1aa239,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 40:10],… ᎠᎴ ᎠᏥᎸᏍᎬᎩ; ᎠᎴ *ᏖᎸᎳᏗ* ᎤᏅᎾᏏᏛ ᎤᎾᏓᏛᏅᎩ;,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),361ae3afdfa72caa,lily-dict.csv,,[King pg 121],“ᎨᎾ ᏎᎦ *ᏘᎾ* ᏗᎬᎢᏏ”.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),462ac75f7995ae3b,lily-dict.csv,,[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᏌᏊ *ᏥᏍᏚ* ᎤᏛᎦᎾ ᎩᏟ ᏕᎦᏃᎩᏍᏗᏍᎬ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),b4f15fa9c070c1c0,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],ᎡᏘ ᎢᏳᏂᏪᏍᏗ ᏥᎨᏎ ᏌᏉ *ᏥᏍᏆ* ᏲᏒᎦᎸ ᎤᏟ ᎢᎦ ᏧᎬᏩᎶᏗ …,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),1cec42d3e6f8f6d7,lily-dict.csv,,[ᎹᏚ 10:29],"ᏝᏍᎪ ᎠᏂᏔᎵ *ᏥᏍᏆᏯ* ᏌᏉ ᎢᏯᏓᏅᏖᏗ ᏧᎾᎬᏩᎶᏗ ᏱᎩ, …",
Mismatched asterisk count: Syllabary(2) vs Phonetic(0),fb53952cb26f4f3d,lily-dict.csv,,[ᎹᏚ 12:40],"ᏦᎾᏰᏃ *ᏦᎢ* ᎢᎦ ᎠᎴ *ᏦᎢ* ᏒᏃᏱ ᎠᏣᏗ ᎡᏆ ᎤᏍᏉᎵᏱ ᏣᏯᎡᎢ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),2243e3cf6ac929fe,lily-dict.csv,,[ᎷᎦ 13:29],"ᏗᎧᎸᎬᏃ ᎢᏗᏢ ᏗᏂᎶᏍᎨᏍᏗ, ᎠᎴ ᏭᏕᎵᎬᎢ, ᎠᎴ ᏧᏴᏢᎢ, ᎠᎴ *ᏧᎦᎾᏮᎢ*, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),e1a4ee75d81408f3,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],… ᎠᎴ ᎤᏲᎮᎸᎩ ᏕᎦᎶᏗ ᎠᎧᎵ *ᏧᎬᏩᎶᏗ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),7580a205a3c43428,lily-dict.csv,,[ᎷᎦ 13:29],"ᏗᎧᎸᎬᏃ ᎢᏗᏢ ᏗᏂᎶᏍᎨᏍᏗ, ᎠᎴ ᏭᏕᎵᎬᎢ, ᎠᎴ *ᏧᏴᏢᎢ*, ᎠᎴ ᏧᎦᎾᏮᎢ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),57a8f0759afacfdc,lily-dict.csv,,[ᎹᏚ 8:20],"*ᏧᎳ* ᏚᏂᏔᎴᏐᎢ, ᏥᏍᏆᏃ ᎦᎸᎶ ᎠᏁᎯ ᏚᎾᏁᏍᏓᏝᎰᎢ, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),5bd1574a7789e74f,lily-dict.csv,,[King pg113],*ᏧᎳᏍᎩ* ᎬᏂᏍᎦ ᎠᎵᏍᏓᏴᏗ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),48b967673423407f,lily-dict.csv,,[King pg 115],ᏎᎷ ᏃᎴ *ᏚᏯ* ᎨᎬᏂᏍᏓᏁ ᏗᏂᏲᎵ ᎡᏥᏂ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),691166ead75d5daa,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"ᎥᏝ ᏌᏉ ᏱᎬᏩᏜᏍᏗ ᎡᎯᏍᏗ ᎢᏯᏓᏛᏁᎯ, *ᏧᎾᏓᎨᏳᎯᏉᏍᎩᏂ* ᎠᎴ ᎾᏂᏍᎦᏅᎾ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),72f81aa91a5ec64d,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],ᎿᏉ ᏂᎦᎥ ᎬᏂᎨᏒᏉᏃ ᏂᏚᏩᏁᎸ *ᎤᏓᎵᎢ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),ae4069afda8c877d,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],ᎯᎠᏍᎩᏂ ᎧᏅᏑᎸ ᏴᏫ *ᎤᏓᏅᏙ* ᎦᏃᎮᏛ ᎣᏍᏛ ᎤᏬᏢᎯᏌᏁᎸᎯ ᏂᎨᏒᎾ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),73b8065f64d50ece,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 3:2],ᎠᎨᏴᏃ ᎯᎠ ᏄᏪᏎᎴ ᎢᎾᏛ; ᏰᎵᏉ ᎦᏲᎩᏂᎩᏍᏗ *ᎤᏓᏔᏅᎯ* ᎠᏫᏒᏗᏱ ᏥᏕᏡᎦ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),ee5846523426395e,lily-dict.csv,,[ᎹᏚ 5:29],"… ᎭᏓᎦᏖᏙᎢᏍᎨᏍᏗ, ᎠᎴ *ᏣᏕᎨᏍᏗ*; …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),3601e71aea46c199,lily-dict.csv,,[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᏭᏕᏁ ᏏᏉᏯ ᎦᎵᏆᏚ ᏑᏓᎵᏍᎪ ᎦᎵᏉᎩ *ᎤᏕᏗᏴᏌᏗᏒᎢ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),02863028904e0cd5,lily-dict.csv,,[ᎹᏚ 2:1],"ᏥᏌᏃ *ᎤᏕᏅ* ᎦᏚᏱ ᎦᏚᎲ ᏧᏗᏱ, …",
Mismatched asterisk count: Syllabary(2) vs Phonetic(0),32055d7e273753e7,lily-dict.csv,,[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᎤᏍᏗᎢ *ᎠᎩᏙ* ᎡᎭ. ᏥᎦᏴᎵᏯ ᏏᏅ *ᎠᎩᏙ* ᎨᏒᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),cfdf1eb39839a4a9,lily-dict.csv,,[ᎹᏚ 4:22],"ᎩᎳᏉᏃ ᎢᏴᏛ ᏚᏂᏲᏎ ᏥᏳ ᎠᎴ *ᎤᏂᏙᏓ*, ᎠᎴ ᎬᏩᏍᏓᏩᏛᏎᎢ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),89cdb9e2c6f749f6,lily-dict.csv,,[King pg 115],ᎠᏂᎨᏯ ᎤᎾᏓᏍᏓᏴᏗ *ᎤᎾᏚᎵᎭ* ᎠᏂᏍᎦᏯ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),8a034a6aae121d76,lily-dict.csv,,[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᎤᎪᏗ *ᎤᎦᎾᏍᏓ* ᏴᎩᎠ ᏱᏓᏓᏲᏍᏓᏍ ᏛᎦᏅᏙᎬ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),940e849c0818cf60,lily-dict.csv,,[ᏣᎳᎩ ᏦᎢᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],"ᎠᎬᏱᎨᏒ, *ᎤᎫᎫ* ᎤᏛᏛᏁ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),5adb6c0f16b8ca15,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"*ᎤᎬᏫᏳᎯ*, ᎾᎿ ᎤᎬᏫᏳᏌᏕᎩ, ᎾᏍᎩ ᎤᏬᏪᎳ ᎯᎠ ᎪᏪᎵᎯ …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),0c0b495096724fb8,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 2:24],"ᎾᏍᎩᏃ ᎢᏳᏍᏗ ᎠᏍᎦᏯ ᏕᎬᏕᎨᏍᏗ ᎤᏙᏓ ᎠᎴ ᎤᏥ, ᎤᏓᎵᎢᏃ ᎠᏜᏫᏍᏗᏍᎨᏍᏗ, ᎾᏍᎩᏃ ᏌᏉᏉ *ᎤᏂᏇᏓᎸᎢ* ᎨᏎᏍᏗ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),84ce92929a1ab2aa,lily-dict.csv,,[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᎯᎳᎢᎦ ᎠᏕᎳ *ᏱᏗᏣᎭ*?,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),8da47ad0d1217bbc,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],ᎠᎴ ᎠᏓᎯᎯ ᏗᎪᏢᏒ ᎢᏗᏢ ᏥᏫᏗᏣᎦᏔᏁ *ᏗᏣᎳᏏᏕᏂ*.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),3489b997c141eb2c,lily-dict.csv,,[ᏣᏂ 2:17],ᎬᏩᏍᏓᏩᏗᏙᎯᏃ *ᎤᎾᏅᏓᏛᎩ* ᎯᎠ ᏂᎬᏅ ᎪᏪᎸᎢ; “ᏣᏤᎵ ᎠᏓᏁᎸ ᏓᏇᎷᎬ ᎠᎩᏯᎣᏅ.”,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),c96e4012f9a189f2,lily-dict.csv,,[ᏥᎻ 1:5],"ᎢᏳᏃ ᎩᎶ ᏂᎯ ᎢᏤᎲ ᎠᎦᏙᎥᎯᏍᏗ ᎨᏒ *ᎤᏂᎬᎨᏍᏗ*, …",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),43657116f892eea4,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 9:14],"ᎠᎴ ᎯᎠ ᏅᏓᎦᎵᏍᏔᏂ ᎿᏉ ᏥᎶᎩᎳᏗᏍᏗᏍᎨᏍᏗ ᎡᎶᎯ, *ᎤᏅᎪᎳᏛ* ᎠᎪᏩᏛᏗ ᏂᎦᎵᏍᏗᏍᎨᏍᏗ ᎤᎶᎩᎸᎢ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),1c5144f2667049df,lily-dict.csv,,[ᏣᏂ 7:37],"… ᎢᏳᏃ ᎩᎶ *ᎤᏔᏕᎩᏍᎨᏍᏗ*, ᎠᏴ ᏩᎩᎷᏥ, ᎠᎴ ᏩᏗᏔ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),4ebc5442697543e8,lily-dict.csv,,[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᎡᎵᏊᏍ *ᏱᏣᏩᎯ* ᏓᏟᎶᏍᏛ? ᎥᎥ ᎠᎴ Ꮭ ᎯᏕᏯᏍᏓ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),d7d4e733d51a474b,lily-dict.csv,,[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ],"… *ᎤᏪᎷᏅᏉ* ᎠᏍᏓᏱᏳ ᎯᎠ ᏄᏪᏒᎩ, “ᎦᏙᏃ ᏓᎦᏛᏁᎵ ᏰᎵ ᎦᏴᎩᏍᏕᎸᏗ ᏅᏓᎦᎵᏍᏔᏂ?”",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),858ced4909da94ed,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 29:32],… ᎿᏉᏰᏃ *ᎠᎩᏰᎯ* ᎠᏎ ᎠᎩᎨᏳᏍᏗ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),379a29f14cca3492,lily-dict.csv,,[ᎶᎻ 3:14],ᎾᏍᎩ ᏗᏂᎰᎵ ᏗᎧᎵᏬᎯ ᎠᏓᏍᎩᏅᏗᏍᏗ ᎨᏒ ᎠᎴ *ᎤᏴᏍᏗ* ᎨᏒᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),0290df6b3599d086,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 3:19],"ᎠᎵ ᏣᎸᎯ *ᏣᎧᏛᎢ* ᎦᏚ ᎯᎩᏍᎨᏍᏗ ᎬᏂ ᎦᏙᎯ ᏫᎯᎷᏥᏌᏅᎭ, ᎾᎿᏰᏃ ᏪᏣᏯᏅᏛ; ᎦᏓᏰᏃ ᏂᎯ, ᎠᎴ ᎦᏙᎯ ᏮᏛᎯᎷᏥᏌᏂ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),8c2071bd5864158d,lily-dict.csv,,[ᏣᏂ 12:14],"ᏥᏌᏃ ᎤᏩᏛᎲ ᎠᎩᎾ ᏐᏈᎵ-ᏗᎦᎵᎠᏅᎯᏛ, *ᎤᎩᎸᏅᎩ*, ᎾᏍᎩᏯ ᎯᎠ ᏥᏂᎬᏅ ᏥᎪᏪᎳ;",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),18d3338961d49346,lily-dict.csv,,[ᎼᏏ ᎢᎬᏱᏱ 47:23],"… ᎬᏂᏳᏉ ᎠᏉ ᎠᎭ *ᎤᎦᏔ* ᎢᏥᎩᏍᏗ, ᎠᎴ ᏓᏥᏫᏏ ᎦᏙᎯ.",
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),a7e0baaebf4dd764,lily-dict.csv,,[ᏣᎳᎩ ᏦᎢᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ],ᏧᏁᎳ ᎢᏳᏕᏗᏴᏓ ᎨᏎᎢ ᏌᎻ ᎦᏓᎫᎫ *ᎤᎵᏏ* ᎤᏩᏛᎲᎢ.,
Mismatched asterisk count: Syllabary(1) vs Phonetic(0),b59bd3f5538ee119,lily-dict.csv,,[ᎹᏚ 24:28],"ᎢᎸᎯᏢᏰᏃ ᎪᎱᏍᏗ *ᎤᎵᏬᏨᎯ* ᏥᎦᏃᎢ, ᎾᎿ ᎠᏬᎭᎵ ᎠᎾᏓᏟᏏᏍᎪᎢ.",
