Index,Source,Entry,Syllabary,Part_of_Speech,PoS,PoS_Family,Definition,Cross_Reference,Entry_Tone,Other_Forms,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21840,msct,asdanvnv,ᎠᏍᏓᏅᏅ,n,noun,noun,queue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21841,msct,asdawatvsdi,ᎠᏍᏓᏩᏛᏍᏗ,n,noun,noun,path,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21842,msct,asdawatvsdodi,ᎠᏍᏓᏩᏛᏍᏙᏗ,n,noun,noun,stencil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21843,msct,asdaya asdoha - gvhvsdi nigesvna,ᎠᏍᏓᏯ ᎠᏍᏙᎭ - ᎬᎲᏍᏗ ᏂᎨᏒᎾ,adj,adjective,adjective,deadlock-prone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21844,msct,asdedodi,ᎠᏍᏕᏙᏗ,n,noun,noun,Help,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21845,msct,asdelisgi,ᎠᏍᏕᎵᏍᎩ,n,noun,noun,contributor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21846,msct,asdelvdii,ᎠᏍᏕᎸᏗᎢ,n,noun,noun,help,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21847,msct,asdelvdii+adanohisehi,ᎠᏍᏕᎸᏗᎢ+ᎠᏓᏃᎯᏎᎯ,n,noun,noun,Help+Tips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21848,msct,asdigohistanv goweli,ᎠᏍᏗᎪᎯᏍᏔᏅ ᎪᏪᎵ,n,noun,noun,archive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21849,msct,asdigohvsdisgi,ᎠᏍᏗᎪᎲᏍᏗᏍᎩ,v,verb,verb,minimize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21850,msct,asehihi,ᎠᏎᎯᎯ,n,noun,noun,pointer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21851,msct,asehihi asiladewisvi gudalvi,ᎠᏎᎯᎯ ᎠᏏᎳᏕᏫᏒᎢ ᎫᏓᎸᎢ,n,noun,noun,metered Internet connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21852,msct,asehihi asquanigodidanv digugotanidolvhi,ᎠᏎᎯᎯ ᎠᏍᏆᏂᎪᏗᏓᏅ ᏗᎫᎪᏔᏂᏙᎸᎯ,n,noun,noun,metered data plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21853,msct,asehihi tsunatudali,ᎠᏎᎯᎯ ᏧᎾᏚᏓᎵ,n,noun,noun,metered network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21854,msct,aselido yigvnvdisgi,ᎠᏎᎵᏙ ᏱᎬᏅᏗᏍᎩ,n,noun,noun,pointing device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21855,msct,asesvdi,ᎠᏎᏒᏗ,v,verb,verb,cancel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21856,msct,asgani agatisi ditlv,ᎠᏍᎦᏂ ᎠᎦᏘᏏ ᏗᏢ,adj,adjective,adjective,left-to-right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21857,msct,asgani gatlida,ᎠᏍᎦᏂ ᎦᏟᏓ,n,noun,noun,left arrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21858,msct,asganola hisdisgi,ᎠᏍᎦᏃᎳ ᎯᏍᏗᏍᎩ,n,noun,noun,speed bump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21859,msct,asganoladisgi,ᎠᏍᎦᏃᎳᏗᏍᎩ,n,noun,noun,Ease In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21860,msct,asgolvgi,ᎠᏍᎪᎸᎩ,n,noun,noun,Fade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21861,msct,asidelawisvi digoweli,ᎠᏏᏕᎳᏫᏒᎢ ᏗᎪᏪᎵ,n,noun,noun,netbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21862,msct,asiladewisv didatlilosdisgi,ᎠᏏᎳᏕᏫᏒ ᏗᏓᏟᎶᏍᏗᏍᎩ,n,noun,noun,webcam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21863,msct,asiladewisvi,ᎠᏏᎳᏕᏫᏒᎢ,n,noun,noun,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21864,msct,asiladewisvi goweli widiganvdi,ᎠᏏᎳᏕᏫᏒᎢ ᎪᏪᎵ ᏫᏗᎦᏅᏗ,n,noun,noun,Internet address,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21865,msct,asiladewisvi gudalvi,ᎠᏏᎳᏕᏫᏒᎢ ᎫᏓᎸᎢ,n,noun,noun,Internet connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21866,msct,asinagati,ᎠᏏᎾᎦᏘ,n,noun,noun,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21867,msct,asitv gvnosasdodi,ᎠᏏᏛ ᎬᏃᏌᏍᏙᏗ,v,verb,verb,flick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21868,msct,asiyvwi degakahvi,ᎠᏏᏴᏫ ᏕᎦᎧᎲᎢ,n,noun,noun,personal settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21869,msct,asmadi asquanigododi,ᎠᏍᎹᏗ ᎠᏍᏆᏂᎪᏙᏗ,n,noun,noun,smart file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21870,msct,asonvsdodi,ᎠᏐᏅᏍᏙᏗ,n,noun,noun,button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21871,msct,asonvsdodi,ᎠᏐᏅᏍᏙᏗ,n,noun,noun,button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21872,msct,asonvsdodi-gatvdi tsidohikahvga,ᎠᏐᏅᏍᏙᏗ-ᎦᏛᏗ ᏥᏙᎯᎧᎲᎦ,n,noun,noun,push-button reset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21873,msct,ASP,ASP,n,noun,noun,ASP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21874,msct,ASP.NET,ASP.NET,n,noun,noun,ASP.NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21875,msct,asquadisdi iga,ᎠᏍᏆᏗᏍᏗ ᎢᎦ,n,noun,noun,due date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21876,msct,asquadisdodi,ᎠᏍᏆᏗᏍᏙᏗ,v,verb,verb,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21877,msct,asquanigodi ahilvsdiyi,ᎠᏍᏆᏂᎪᏗ ᎠᎯᎸᏍᏗᏱ,n,noun,noun,stored procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21878,msct,asquanigodisgi,ᎠᏍᏆᏂᎪᏗᏍᎩ,n,noun,noun,placeholder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21879,msct,asquanigodisgi,ᎠᏍᏆᏂᎪᏗᏍᎩ,n,noun,noun,placeholder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21880,msct,asquanigododi,ᎠᏍᏆᏂᎪᏙᏗ,v,verb,verb,back up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21881,msct,asquanigododi,ᎠᏍᏆᏂᎪᏙᏗ,n,noun,noun,cache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21882,msct,asquanigododi,ᎠᏍᏆᏂᎪᏙᏗ,n,noun,noun,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21883,msct,asquanigododi anetlvsgi,ᎠᏍᏆᏂᎪᏙᏗ ᎠᏁᏢᏍᎩ,n,noun,noun,storage provider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21884,msct,asquanigododi asuyesdi,ᎠᏍᏆᏂᎪᏙᏗ ᎠᏑᏰᏍᏗ,n,noun,noun,storage pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21885,msct,asquanigododi asuyesgi,ᎠᏍᏆᏂᎪᏙᏗ ᎠᏑᏰᏍᎩ,n,noun,noun,file picker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21886,msct,asquanigododi diyadohisdi,ᎠᏍᏆᏂᎪᏙᏗ ᏗᏯᏙᎯᏍᏗ,n,noun,noun,storage allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21887,msct,asquanigododi gatvdi,ᎠᏍᏆᏂᎪᏙᏗ ᎦᏛᏗ,n,noun,noun,File tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21888,msct,asquanigododi iyusdi,ᎠᏍᏆᏂᎪᏙᏗ ᎢᏳᏍᏗ,n,noun,noun,file type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21889,msct,asquanigododi kanesai,ᎠᏍᏆᏂᎪᏙᏗ ᎧᏁᏌᎢ,n,noun,noun,Credential Locker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21890,msct,asquanigododi nitsulistanvsv,ᎠᏍᏆᏂᎪᏙᏗ ᏂᏧᎵᏍᏔᏅᏒ,n,noun,noun,File History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21891,msct,asquanigododi nusdidanvi,ᎠᏍᏆᏂᎪᏙᏗ ᏄᏍᏗᏓᏅᎢ,n,noun,noun,file system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21892,msct,asquanigododi tudovi goyanvhidisgi,ᎠᏍᏆᏂᎪᏙᏗ ᏚᏙᎥᎢ ᎪᏯᏅᎯᏗᏍᎩ,n,noun,noun,file name extension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21893,msct,asquanigododi ugatvnvhetlvsgi,ᎠᏍᏆᏂᎪᏙᏗ ᎤᎦᏛᏅᎮᏢᏍᎩ,n,noun,noun,File Explorer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21894,msct,asquanigododi uwanadesgv,ᎠᏍᏆᏂᎪᏙᏗ ᎤᏩᎾᏕᏍᎬ,n,noun,noun,storage tier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21895,msct,asquanigododi yigvnediyi,ᎠᏍᏆᏂᎪᏙᏗ ᏱᎬᏁᏗᏱ,n,noun,noun,file format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21896,msct,asquanigododi yigvni,ᎠᏍᏆᏂᎪᏙᏗ ᏱᎬᏂ,n,noun,noun,storage layout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21897,msct,asquanigotanvdi,ᎠᏍᏆᏂᎪᏔᏅᏗ,n,noun,noun,registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21898,msct,asquanigotvi,ᎠᏍᏆᏂᎪᏛᎢ,v,verb,verb,cache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21899,msct,asquatulv gayalvdi,ᎠᏍᏆᏚᎸ ᎦᏯᎸᏗ,n,noun,noun,wallpaper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21900,msct,asquatv nigesvna adalisgolvdanehi alisgolvdisgi,ᎠᏍᏆᏛ ᏂᎨᏒᎾ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎠᎵᏍᎪᎸᏗᏍᎩ,n,noun,noun,intermediate certification authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21901,msct,asquatv nigesvna CA,ᎠᏍᏆᏛ ᏂᎨᏒᎾ CA,n,noun,noun,intermediate CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21902,msct,ASTA,ASTA,n,noun,noun,ASTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21903,msct,asti,ᎠᏍᏘ,n,noun,noun,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21904,msct,astudi,ᎠᏍᏚᏗ,n,noun,noun,shutdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21905,msct,astuisdodi vkanegvi,ᎠᏍᏚᎢᏍᏙᏗ ᎥᎧᏁᎬᎢ,n,noun,noun,password,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21906,msct,astuisgi,ᎠᏍᏚᎢᏍᎩ,n,noun,noun,browser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21907,msct,astvi,ᎠᏍᏛᎢ,n,noun,noun,edge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21908,msct,asuwida nusdidanvi,ᎠᏑᏫᏓ ᏄᏍᏗᏓᏅᎢ,n,noun,noun,color profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21909,msct,asuwida tudatlugvi,ᎠᏑᏫᏓ ᏚᏓᏡᎬᎢ,n,noun,noun,color scheme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21910,msct,asuyesdi,ᎠᏑᏰᏍᏗ,v,verb,verb,select,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21911,msct,asuyesdi,ᎠᏑᏰᏍᏗ,v,verb,verb,select,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21912,msct,asuyesdi asonvsdodi,ᎠᏑᏰᏍᏗ ᎠᏐᏅᏍᏙᏗ,n,noun,noun,option button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21913,msct,asuyesdii,ᎠᏑᏰᏍᏗᎢ,n,noun,noun,Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21914,msct,asuyesgi,ᎠᏑᏰᏍᎩ,n,noun,noun,selector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21915,msct,asvnisdi,ᎠᏒᏂᏍᏗ,n,noun,noun,touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21916,msct,asvnisdi igvnadena,ᎠᏒᏂᏍᏗ ᎢᎬᎾᏕᎾ,n,noun,noun,touchpad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21917,msct,asvnisdii disonvsdodi,ᎠᏒᏂᏍᏗᎢ ᏗᏐᏅᏍᏙᏗ,n,noun,noun,touch keyboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21918,msct,asvnvsdii,ᎠᏒᏅᏍᏗᎢ,n,noun,noun,sensitivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21919,msct,atanohvsdisgi iyusdi,ᎠᏔᏃᎲᏍᏗᏍᎩ ᎢᏳᏍᏗ,n,noun,noun,Magnifier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21920,msct,atanohvsdodi,ᎠᏔᏃᎲᏍᏙᏗ,v,verb,verb,maximize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21921,msct,atasgi,ᎠᏔᏍᎩ,v,verb,verb,snap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21922,msct,atasgisgi,ᎠᏔᏍᎩᏍᎩ,n,noun,noun,Snap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21923,msct,atasgisgi gvdodi,ᎠᏔᏍᎩᏍᎩ ᎬᏙᏗ,n,noun,noun,snapped app,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21924,msct,atisdisgi,ᎠᏘᏍᏗᏍᎩ,n,noun,noun,contrast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21925,msct,atlanvdi yatena,ᎠᏝᏅᏗ ᏯᏖᎾ,n,noun,noun,dashboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21926,msct,atlanvdiyi,ᎠᏝᏅᏗᏱ,v,verb,verb,dock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21927,msct,atliilisv ayadohi,ᎠᏟᎢᎵᏒ ᎠᏯᏙᎯ,n,noun,noun,Time Broker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21928,msct,atliilisv didadaledisgi,ᎠᏟᎢᎵᏒ ᏗᏓᏓᎴᏗᏍᎩ,n,noun,noun,time zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21929,msct,atliilisv nigalisdisgv ayadohi,ᎠᏟᎢᎵᏒ ᏂᎦᎵᏍᏗᏍᎬ ᎠᏯᏙᎯ,n,noun,noun,Time Event Broker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21930,msct,atliilisva asdanvnv,ᎠᏟᎢᎵᏒᎠ ᎠᏍᏓᏅᏅ,n,noun,noun,timeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21931,msct,atliilisva asdanvnv,ᎠᏟᎢᎵᏒᎠ ᎠᏍᏓᏅᏅ,n,noun,noun,timeline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21932,msct,atliloda astuida,ᎠᏟᎶᏓ ᎠᏍᏚᎢᏓ,n,noun,noun,Measured Boot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21933,msct,atlilosdodi,ᎠᏟᎶᏍᏙᏗ,n,noun,noun,measure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21934,msct,atlilosgi,ᎠᏟᎶᏍᎩ,n,noun,noun,ruler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21935,msct,atlilovhi,ᎠᏟᎶᎥᎯ,n,noun,noun,rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21936,msct,atlilovi,ᎠᏟᎶᎥᎢ,n,noun,noun,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21937,msct,atlinohedodi,ᎠᏟᏃᎮᏙᏗ,n,noun,noun,contact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21938,msct,atlinohedodi deganvnvtv,ᎠᏟᏃᎮᏙᏗ ᏕᎦᏅᏅᏛ,n,noun,noun,contact list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21939,msct,atlodagoliyedodi,ᎠᏠᏓᎪᎵᏰᏙᏗ,n,noun,noun,driver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21940,msct,atlodagoliyesgi,ᎠᏠᏓᎪᎵᏰᏍᎩ,n,noun,noun,drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21941,msct,atlodagoliyesgi,ᎠᏠᏓᎪᎵᏰᏍᎩ,n,noun,noun,drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21942,msct,atlodagoliyesgi goweli,ᎠᏠᏓᎪᎵᏰᏍᎩ ᎪᏪᎵ,n,noun,noun,drive letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21943,msct,atlodi,ᎠᏠᏗ,n,noun,noun,disc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21944,msct,atlodi,ᎠᏠᏗ,n,noun,noun,disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21945,msct,atlodi,ᎠᏠᏗ,n,noun,noun,disk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21946,msct,atlodi agohvsdisgi,ᎠᏠᏗ ᎠᎪᎲᏍᏗᏍᎩ,n,noun,noun,disc burner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21947,msct,atlodi atlodagoliyesgi,ᎠᏠᏗ ᎠᏠᏓᎪᎵᏰᏍᎩ,n,noun,noun,disk drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21948,msct,atlodi dadadaletvi,ᎠᏠᏗ ᏓᏓᏓᎴᏛᎢ,n,noun,noun,disk partition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21949,msct,atlodisgi atsilv anigisgi,ᎠᏠᏗᏍᎩ ᎠᏥᎸ ᎠᏂᎩᏍᎩ,n,noun,noun,tiering engine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21950,msct,atlodisgi dikahnawatvsdi atsilv anigisgi,ᎠᏠᏗᏍᎩ ᏗᎧᎿᏩᏛᏍᏗ ᎠᏥᎸ ᎠᏂᎩᏍᎩ,n,noun,noun,tiering policy engine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21951,msct,atloyasdodi,ᎠᏠᏯᏍᏙᏗ,n,noun,noun,cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21952,msct,atsehvstanv iga gvdodi,ᎠᏤᎲᏍᏔᏅ ᎢᎦ ᎬᏙᏗ,n,noun,noun,renewal only mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21953,msct,atsia,ᎠᏥᎠ,n,noun,noun,Tweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21954,msct,atsilasquatuli,ᎠᏥᎳᏍᏆᏚᎵ,n,noun,noun,firewall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21955,msct,atsisdelisgi,ᎠᏥᏍᏕᎵᏍᎩ,n,noun,noun,client,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21956,msct,atsisdelisgi Hyper-V,ᎠᏥᏍᏕᎵᏍᎩ Hyper-V,n,noun,noun,Client Hyper-V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21957,msct,atudalvdi,ᎠᏚᏓᎸᏗ,n,noun,noun,account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21958,msct,atudalvdi ditlilostanv,ᎠᏚᏓᎸᏗ ᏗᏟᎶᏍᏔᏅ,n,noun,noun,account picture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21959,msct,atvnelida,ᎠᏛᏁᎵᏓ,n,noun,noun,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21960,msct,atvnelida,ᎠᏛᏁᎵᏓ,n,noun,noun,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21961,msct,atvnvisdodi,ᎠᏛᏅᎢᏍᏙᏗ,v,verb,verb,initialize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21962,msct,atvnvisdodi,ᎠᏛᏅᎢᏍᏙᏗ,v,verb,verb,initialize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21963,msct,atvnvisdotanv anvdadisdo,ᎠᏛᏅᎢᏍᏙᏔᏅ ᎠᏅᏓᏗᏍᏙ,n,noun,noun,available memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21964,msct,atvnvistanv,ᎠᏛᏅᎢᏍᏔᏅ,adj,adjective,adjective,available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21965,msct,atvnvistanvhi,ᎠᏛᏅᎢᏍᏔᏅᎯ,n,noun,noun,template,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21966,msct,atvtvdi gotlvsvi,ᎠᏛᏛᏗ ᎪᏢᏒᎢ,n,noun,noun,query design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21967,msct,atvtvhvsgi,ᎠᏛᏛᎲᏍᎩ,n,noun,noun,query,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21968,msct,atvtvhvsgi gowelv,ᎠᏛᏛᎲᏍᎩ ᎪᏪᎸ,n,noun,noun,question mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21969,msct,AVI,AVI,n,noun,noun,AVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21970,msct,awahisdi eladagoti gatlvsgvi,ᎠᏩᎯᏍᏗ ᎡᎳᏓᎪᏘ ᎦᏢᏍᎬᎢ,v,verb,verb,purchase at download,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21971,msct,awahisdi gayula anelotanv,ᎠᏩᎯᏍᏗ ᎦᏳᎳ ᎠᏁᎶᏔᏅ,v,verb,verb,purchase after trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21972,msct,awatisgi,ᎠᏩᏘᏍᎩ,n,noun,noun,sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21973,msct,awatvda,ᎠᏩᏛᏓ,n,noun,noun,hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21974,msct,awatvdi,ᎠᏩᏛᏗ,v,verb,verb,recover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21975,msct,awatvdi,ᎠᏩᏛᏗ,v,verb,verb,recover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21976,msct,awatvdodi,ᎠᏩᏛᏙᏗ,n,noun,noun,bookmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21977,msct,ayadohihi tudovi,ᎠᏯᏙᎯᎯ ᏚᏙᎥᎢ,n,noun,noun,server name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21978,msct,ayadolatvi digoliyesgi,ᎠᏯᏙᎳᏛᎢ ᏗᎪᎵᏰᏍᎩ,n,noun,noun,screen reader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21979,msct,ayadolv,ᎠᏯᏙᎸ,n,noun,noun,chapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21980,msct,ayadosdii,ᎠᏯᏙᏍᏗᎢ,v,verb,verb,share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21981,msct,ayadosdii,ᎠᏯᏙᏍᏗᎢ,n,noun,noun,share,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21982,msct,ayadosdii gatvdi,ᎠᏯᏙᏍᏗᎢ ᎦᏛᏗ,n,noun,noun,Share charm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21983,msct,ayatasdisgi,ᎠᏯᏔᏍᏗᏍᎩ,n,noun,noun,divider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21984,msct,ayatena adatlosdi,ᎠᏯᏖᎾ ᎠᏓᏠᏍᏗ,adj,adjective,adjective,broadband,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21985,msct,ayatena adatlosdi,ᎠᏯᏖᎾ ᎠᏓᏠᏍᏗ,n,noun,noun,broadband,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21986,msct,ayedolatvi,ᎠᏰᏙᎳᏛᎢ,n,noun,noun,screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21987,msct,ayedolatvi adasdelisgi,ᎠᏰᏙᎳᏛᎢ ᎠᏓᏍᏕᎵᏍᎩ,n,noun,noun,ScreenTip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21988,msct,ayedolatvi adasdelisgi,ᎠᏰᏙᎳᏛᎢ ᎠᏓᏍᏕᎵᏍᎩ,n,noun,noun,ScreenTip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21989,msct,ayestvtv,ᎠᏰᏍᏛᏛ,n,noun,noun,slab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21990,msct,ayestvtv dilistanvhi,ᎠᏰᏍᏛᏛ ᏗᎵᏍᏔᏅᎯ,n,noun,noun,slab consolidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21991,msct,ayetli,ᎠᏰᏟ,v,verb,verb,center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
