ID,Source,Syllabary,Transliteration,English,Audio,Story,Chapter,Line,Author,Speaker,,Word-by-word Literal Translation,Cherokee Morphemes,English Morphemes (Gloss)
,Cherokee Narratives,ᎠᏂᎾᏰᏍᎬ,aninayesgv?,They are afraid of it?,,Interview with Wilbur Sequoyah,,34,Durbin Feeling,Wilbur,Wilbur,they fear,a-ni-naye3s-g-v,3 Pl fear Prog exP
,Cherokee Narratives,ᎥᎲ ᏍᎩ,vhv sgi,"Yes, that’s it.",,Interview with Wilbur Sequoyah,,35,Durbin Feeling,Durbin,Durbin,"yes, exactly",vhv3 sgi32,"yes, exactly"
,Cherokee Narratives,ᏣᏍᎪᏃ ᏯᏁᎭ ᎩᎶ ᏗᏂᎳᏫᎩ ᎣᏍᏓ ᏫᏗᎬᏩᏃᏏᏐᏗ,chasgon yaneha kilo dinilawig ohsd widigvwanosisohd,Aren’t there council members who can go and communicate with them?,,Interview with Wilbur Sequoyah,,36,Durbin Feeling,Wilbur,Wilbur,"isn’t there, living, someone, council, good, to explain",cha3sgon y-a-n-e3h-a kilo3 di-ni-lawig3 ohsd3 wi-di-gvw-ano3siso-hd,"is-it-not, nonF 3 Pl live Pres, someone, council, good, Tr Pl them explain-to-them Inf"
,Cherokee Narratives,ᎩᎳᏃ ᏍᎩᏴ ᎣᏣᎯᎵᏙ ᏓᏲᏣᎴᏅ ᏍᎩ ᏃᏣᏛᏁᎲ ᎣᏥᏃᎮᎵᏙᎲ Ꮎ Ꭵ ᎥᏍᎩ ᎢᎬᏩᎵᏍᏙᏗ ᎨᏒ ᏍᏗᎯᏓᏃ ᎣᎩᏍᎦᏃᎵ,kilahno sgiyv ojihilidoh dayojalenv sgi noja?advnehv ojihnohehlidohv na v vsgi igvwalsdohdi gesv sdihidhno ogisganol,I think we’re just now realizing how important it is to communicate in Cherokee.,,Interview with Wilbur Sequoyah,,37,Durbin Feeling,Durbin,Durbin,"just now, that, we are doing, we are going to, that, we are doing, reporting things, that, uh, that, to happen, which, a little, we are slow",kila-hno3 sgi-yv3 oji-hi3li23doh32 day-o23j-a3lenv sgi3 n-oj-adv3neh-v3 oji-hnohe23hli3do-hv na v vsgi ig-v23-w-als-doh-di3 ges-v3 sdi23hid-hno3 o-gi-sganol23,"now and, that exactly, they-and-I do, Fut they-and-I start, that, Spec they-and-I do exP, we Pl Ex going-around-reporting-things, that, uh, that, happen Pl Inf, be exP, a-little and, they-and-I Pl Ex slow"
,Cherokee Narratives,i what means speech not i do not know how to say it ᏳᏁᎦ ᎤᏤᎵ ᏓᎦᏙᎵᏏ Ꭵ breakdown communication ᎢᏳᏍᏗ ᎾᏆᎵᏍᏓᏁ ᏍᎩ Ꭿ,v what means speech not i do not know how to say it yuneg ujeli dagatolsi v breakdown communication iyuhsd nagwalsdahne sgina hi,It seems there’s a breakdown in communication.,,Interview with Wilbur Sequoyah,,38,Durbin Feeling,Wilbur,Wilbur,"yes, what means speech not I do not know how to say it, white person, his, I am going to borrow, uh, breakdown communication, kind, it seems to me, that, this",v yu3neg u-hne3?i-sd ge3 iji-ga32tah i3gvnhdi3 yu3neg u-jeli3 da-g-a32tolsi32 v breakdown communication iyuhsd n-agw-alsda32hn-e3 sgina3 hi,"uh, white-man, 3 utterance Inf, was, I do not know, how-say-it, white-man, 3 possessed, Fut 1 borrow, uh, breakdown, communication, kind, Spec it-me seem repP, that, this"
,Cherokee Narratives,ᏍᎩᏃ Ꭵ ᏗᏓᎴᏅᎢᏍᏗ ᎨᏒ Ꮎ Ꭵ ᏛᏟᏃᎮᏟᏙᎲ ᏍᎩᎾ ᎤᏟ ᎢᎦ,sgihno v didalehnv?isdi gesv na v dvhlinohehlidohv sgina udli iga,Yes. That’s a big problem.,,Interview with Wilbur Sequoyah,,39,Durbin Feeling,Durbin,Durbin,"and that, uh, to differ, which, that, uh, in communication, that, much, more",sgi-hno3 v di-d-a-lehnv3?is-di3 ges-v3 na v d-v-hlinohe23hli3doh-v3 sgina3 udli3 i23ga,"that and, uh, Dst Pl differ Pl Inf, be exP, that, uh, Dst Pl 3 speak exP, that, much, more"
,Cherokee Narratives,ᎠᏎᏃᎨ ᎢᏥᎯᎵ ᏍᎩᎾ ᎣᏍᏓ ᎢᏨᏁᏗ,asenoge ijihili sgina ohsd ijvnhdi?,But you’re correcting that situation?,,Interview with Wilbur Sequoyah,,40,Durbin Feeling,Wilbur,Wilbur,"but, you are continuing, that, good, to do",ahs3no3ge iji-hiye3 sgina3 ohsd ij-vn-hdi?,"but, you Pl work, that, good, you-do Inf"
,Cherokee Narratives,Ꭵ ᎣᏥᎯᎵᏛ,v ojihi?lidv,We are working on it.,,Interview with Wilbur Sequoyah,,41,Durbin Feeling,Durbin,Durbin,"yes, we are working toward it",v oji-hi?32d-v,"yes, they-and-I work-toward exP"
,Cherokee Narratives,ᏔᎵᎭ ᎾᏕᏘᏴ ᏃᎴ ᎡᎵᏍᏗ ᏰᎵᏭ ᏍᏗᎩᏓ ᎣᏍᏛ ᎢᏳᎵᏍᏔᏂᏓ ᎨᎮᏍᏗ,ta?liha nadetiyv nowle elisd yeliw sdikid ohsdv iyulstanid gehesd?,Maybe within the next two years?,,Interview with Wilbur Sequoyah,,42,Durbin Feeling,Wilbur,Wilbur,"two years from now, I suppose, possible, a little, good, become, it will be",ta?li-ha3 nadeti23yv no23wle e34lisd y-eliw23 sdi34kid ohsdv3 iyu-lstanidas-di geh-esd3,"two Num, year away, then, supposedly, nonF possible, a-little, good, 3 happen Inf, be Fut-Prog"
,Cherokee Narratives,i about five maybe,v about five maybe,Maybe about five.,,Interview with Wilbur Sequoyah,,43,Durbin Feeling,Durbin,Durbin,"yes, about five maybe",v about five maybe,"yes, about five maybe"
,Cherokee Narratives,maybe never ᏂᏗᎦᎵᏍᏙᏗᎲ ᎠᏕᎳ ᎧᏂᎦᏗ ᏍᏊᏅ ᎠᏎ ᎡᎳᏗ ᏁᏨᏁ ᎠᏕᎳ,maybe never ndigalsdohdihv adel kanigadi sgwuhnv ase elad nejvhne adel?,"Maybe never, because of budget cuts.",,Interview with Wilbur Sequoyah,,44,Durbin Feeling,Wilbur,Wilbur,"maybe never, because, money, lacking, and also, probably, lowered, they are lowering your budget",maybe never ndi3gal3sdoh3di3hv3 adel23 ka-nigadi3 sgwu23-hnv3 ase3 elad n-e-jv3hn-e adel23?,"maybe never, because, money, 3 lack, also and, probably, lowered, Spec 3 done repP, money"
,Cherokee Narratives,ᎢᎸᏍᎩᏛ ᎢᏯᏂ ᏕᎨᏥᏲᏌ ᏚᏂᎸᏫᏍᏓᏁᎲ ᎠᎭᏂ ᎯᎠᏊ ᏏᏅᏓ ᏔᎵ ᎢᏅᏓ ᏥᎨᏒ,ilvsgidv iyani degejiyos dunilvwisdanehv ahan hi?agw sinvd ta?l invd jigesv,There have been a few that have been laid off here.,,Interview with Wilbur Sequoyah,,45,Durbin Feeling,Durbin,Durbin,"a few of them, released, their working, here, just this, month, two, months, much it was",ilv23sgi-dv3 iya3ni de-ge3-ji3yos d-u-ni-lv23wsdaneh-v a3han hi?a-gw3 sinvd23 ta?l3 invd34 ji-ges-v3,"a-few Emp, of-them, Pl they fire, Pl 3 Pl work exP, here, this just, month, two, month, Rel be exP"
,Cherokee Narratives,ᎡᎵᏍᏗ ᏃᏭ ᎦᏲᎳ ᎢᏳᏍᏗ ᏂᏗᎦᎵᏍᏙᏗᏍᎬ ᏍᎩᎾ ᏍᎩᏳ ᏫᏂᎦᎷᎬᎾ ᎨᎲ ᏍᎩᎾ ᎣᏍᏓ ᎢᏳᎾᎵᏍᏓᏁᏗ ᏕᏥᎸᏫᏍᏓᏁᎲ ᏃᎴ ᏂᏗᎦᎵᏍᏙᏗᎭ ᎨᏍᏗ ᏳᎾᏚᎵ ᎤᏅᏌ ᎭᏂᎾᏰᏍᎦ ᏧᎾᏓᏂᎸᎢᏍᏗ,elisdi now gayol iyusd ndigalsdohdisgv sgina sgiyu winiga?luhgvn gehv sgina ohsd iyunalsdahne dejilvhwisdanehv nowle ndigalsdohdiha gesd yunduli unvhsa haninayehsga jundanilv?isdi,I guess it hasn’t picked up with the rest of them because they are afraid to accept those services.,,Interview with Wilbur Sequoyah,,46,Durbin Feeling,Wilbur,Wilbur,"it seems, now, small amount, kind, because, that, there, it has not arrived, which that, good, happen to them, you are working, and, because, not, they do not want, themselves, they fear, to accept",e34lisdi3 now23 gayol23 iyusd3 ndigal3sdohdi3sgv sgina3 sgi32yu wi-ni-g-a3?luhgvn23 geh-v3 sgina3 ohsd3 yu3n-alsdahne3di de3-ji-lv3hwisda32neh-v3 no23wle3 ndigal3sdohdi3ha gesd23 y-u23-n-duli3 u-n-vh4sa ha-ni-nayeh4s-g-a j-u-n-dani23lv3?is-di3,"it-seems, now, small-amount, kind, because-of-that, that, there, Tr Neg 3 arrive Neg, be exP, that, good, they 3 Pl happen Inf, Pl you-Pl work exP, and, 3 happen Pres, not, nonF 3 Pl want, 3 Pl self, 3 Pl fear Prog Pres, Pl 3 accept Inf"
,Cherokee Narratives,ᏍᎩᏍ,sgis?,Is that it?,,Interview with Wilbur Sequoyah,,47,Durbin Feeling,Durbin,Durbin,is that it,sgi-s,that-it Ques
,Cherokee Narratives,ᎥᎲ,vhv,Yes.,,Interview with Wilbur Sequoyah,,48,Durbin Feeling,Wilbur,Wilbur,yes,vhv3,yes
,Cherokee Narratives,ᏍᎨᎠ ᏄᏍᏗ ᏴᏫᏯ ᎠᏎ that is the Indian way ᎠᏛᏗ ᎢᎦᏓ,sge?a nuhsd yvwiya ahse that is the Indian way atdi gad,I guess that’s just the Indian way.,,Interview with Wilbur Sequoyah,,49,Durbin Feeling,Wilbur,Wilbur,"that is, it is, Indian, probably, that is the Indian way, you might say, some",sge3?a nuhsd3 yvwi-ya3 a23hse3 that is the Indian way a4-tdi i23gad3,"that-is, it-is, person real, probably, that is the Indian way, say Inf, some"
,Cherokee Narratives,ᎠᏎᏍᎩᏂ ᎠᏊ ᎨᎵᏍᎪ ᏴᏫ Ꭵ ᎣᏍᏓ ᏱᏗᎧᏃᎯᏎᎳ Ꭵ ᎢᎬᏩᎵᏍᏔᏂᏓᏍᏗ ᎨᏒ ᏯᏃᎵᎩ ᎨᎵ ᏳᎾᏚᎳ ᎤᎾᏖᎳᏗᏍᏗ,asesgin agwu gelisgo ayv v osd yidikanosel v igvwalstanidasdi gesv yanolhgi geli yunadul unteldisdi,"But I believe that if you gave them the complete information, they would accept it.",,Interview with Wilbur Sequoyah,,50,Durbin Feeling,Durbin,Durbin,"but, nearby, I think, I, uh, good, if you tell them, uh, what might be the possibilities, which are, they would understand, I think, they would want, to join",ase3gin3 agwu3 g-eli32s-g-o3 ayv v osd23 yi-di-k-anosel34 v i-gv3-w-alstani23das-di3 ges-v3 y-a-nolhgi3 g-eli32 y-u-n-adul23 u-n-teldis-di3,"but, close-by, 1 think Prog Hab, I, uh, good, nonF Pl 3 tell, uh, you/them happen Inf, be exP, nonF 3 understand, 1 think, nonF 3 Pl want, 3 Pl join Inf"
,Cherokee Narratives,ᏱᏓᏥᎶᏍᏔᏂ ᎠᏴ ᎤᏐᏱ ᎠᏴ ᏐᏱᏣᎨᎲ ᎠᎬᏱ,yidahchilostani ay usoyi ay soy jigehv agvyi,It was the same with us.,,Interview with Wilbur Sequoyah,,51,Durbin Feeling,Wilbur,Wilbur,"as an illustration, we, same, we, same, if was, first",y-idah3chilosta-n3di ay uso4yi ay3 soy3 ji-geh-v3 agvyi,"nonF give-example Inf, we, same, we, same, Pst be exP, first"
,Cherokee Narratives,Ꮎ ᏣᏅᏔ mutual help program ᏃᏊ ᎠᏴ ᏬᎩᎷᏤᎳ ᏍᎩ ᏳᏍᏗ Ꭵ ᎠᎬᏱ ᏍᏊ ᎠᎩᏍᏚᎢᏒᎢ ᏥᎣᎵ ᎠᏴ ᏍᎩ ᏱᎬᏆᏚᎳ ᏩᏥᎾ ᏍᎩᎾ ᏄᏍᏛ ᏧᏛᏅᎢᏍᏗ ᎠᏎᏃ ᎠᏂᏃᎮᏍᎬ ᏂᎦᏓ ᎤᏬᏚᎯ ᏄᏅᏁᎴᎸ ᏍᎩᎾᎢ ᎤᏲᎢ ᏂᏣᏛᏅ ᏕᏥᏁᎩᎸ OᏍᏓ ᏂᏓᏨᏴᏁᎵ ᏃᎴ ᎠᏈᏱᏗ ᎨᏒ ᏍᏗ ᏓᏣᏈᏴᎮᏏ ᏃᏊᏃ Ꮩ ᏱᎦᎵᏍᏓ ᎬᏈᏱᏗ ᏂᎨᏒᎾ ᏱᎩ ᎦᏙᎯ ᎠᏓᏁᎵ ᏱᎩ ᎦᏲᏟ ᏩᏥᎾ ᎤᏓᏁᏖᏗ ᏱᎩ ᏍᎩᎾ ᎦᎵᏐᏕ ᏗᎾᏁᏍᎨᏍᎩ ᎨᎲ Qualla houses ᎠᎾᏗᏍᎪ ᏍᎩᎿ ᎠᏂ ᎤᎾᏤᎵ ᏂᎦᎵᏍᏗ ᏍᎩ ᎢᎦ ᏓᏲᏒ ᎦᎵᏐᏕ ᎠᏌᎲ ᎠᏀᏁᏍᎨᎲᎴ ᏱᎩ ᎯᎸᎯᏳ ᏃᏊ ᎠᏴ ᏆᏤᎵ ᎢᎬᏩᎵᏍᏙᏗ ᏯᎩᏄᎸᎿ ᎠᏆᏈᏴᏗ ᎦᎵᏐᏕ ᎠᎩᏲᎱᏍᎸ ᏱᎩ ᎦᏙᎯ ᏱᏚᎾᏓᏂᎸᏣ that is just the Indian way ᏳᏁᎦ ᎬᎾᏗ ᎦᏬᏂᎯᏍᏗ,na janht mutual help program now ay wogiluhchel sgi yuhsd v agvyi sgwu agisdu?isv?i ji?oli ay sgi yigvgwadul wajin sgina nusdv judvnv?isd aseno anihnohesgv nigad uwoduhi nunvnelv sgina?i uyo?i nijadvhnv dejingilv osda nidajvyvnel nole akwiyhdi gesv sdi dajakwiyvhesi nownh do yigalsd gvkwiyhd nigesvna yigi gadoh adahnel yig gayohli wajin udanhtehd yig sgina galsode dinahnesgesgi gehv Qualla houses andisgo sgihna an unjeli nigalsdi sgi iga dayohsv galsode asahv anahnesgehvle yigi hilvhiyu now ay gwajeli igvwalsdohd yaginulvnh agwakwiyvdi galsode agiyohu slv yig gadoh sgiha unitsgwis aninayesg sgino usoy nunasdv hi jinunasd saluy dineh chadiha sginaha gesd gasanul yidundanilvj that is just the Indian way yuneg gvnhd gawonihisd,"They would tell us about all these services they had to offer, but I was the first to speak up against it.",,Interview with Wilbur Sequoyah,,52,Durbin Feeling,Wilbur,Wilbur,"that, you know, mutual help program, when we, it came to us, that kind, uh, at first, also, I opened my mouth, I, that, I would not get, that, type, provision, but, they talked about, all, pretty, they did, that, bad, your situation, you dwell, good, we will do, and, to pay, which is, little, you will pay, and then, what, would happen, to pay, without, if, land, to give, if, little, U.S. government, authority, would be, that, house, builders, which, Qualla, houses, they say, that, here, theirs, it becomes, that, much, let go, house, in addition to, their building, if, never, then, I, mine, to happen, if I fail, for me to pay, house, lost, if, land, they accepted, that is just the Indian way, English, with, speech",na3 j-anht mutual help program now23 ay w-ogi3-luhch-el23 sgi yuhsd23 v agvyi sgwu3 a3k-sdu3?is-v ji?-o23li ay sgi yi23-gv3-gwadul23 wajin3 sgina3 nusdv j-u-dvnv3?i-sd ase3no3 a-ni-hnohe23s-g-v3 nigad3 u-woduhi3 n-u-n-v3nel-v3 sgina3?i u-yo?i3 ni-j-advhn-v3 de3-ji-ngil3v osd23 ni-d-ajvyv32n-el23 no23le3 akw-iyh-di3 ges-v3 sdi d-a-j-akwi3yvhes-i43 nownh3 do yi-g-alsd3 gv-kwiyhd ni-ge3sv34-na y-i4gi gadoh a-da-hnel23 y-ig gay34ohli wajin udanh23tehd y-ig23 sgina3 galso23de3 di-n-ahnesge23s-g-i geh-v3 Qualla houses a-n3-di3s-g-o sgihna3 an u-n-jeli ni-g-alsdi3 sgi iga3 d-a-yohs-v galso23de3 asahv a-n-ahne3sgehv3l-e y-i4gi hil3vhiyu3 now ay3 gw-ajeli3 ig-v3walsdohd y-agi3-nulvnh3 agw-akwih-di3 galso23de3 agi-yohu3sl-v3 y-ig23 gadoh3 sgi3-ha u-ni3-tsgwis3 a-n-inayes-g3 sgi-no3 usoy23 n-u-nasd-v3 hi ji-n-unasd3 salu-y3 di-n-eh3 ch-adi3h-a3 sgina3-ha gesd23 gasanul23 yi-d-u-n3danilvj3 that is just the Indian way yu3neg gvnhd3 ga-wo3nihis-d,"that, you know, mutual help program, when we, Tr you-all-and-I come-to Dat, that, kind, uh, first, also, 1 open exP, 1Pos mouth, I, that, nonF 1 want, u.s.-government/virginia, that, type, Rel 3 provide Inf, but, 3 Pl talk-about Prog exP, all, 3 pretty, Spec 3 Pl do exP, that, 3 bad, you Pl in-situation Pl, Pl Loc 2 Pl where-live, good, Fut we/you fix Dat, and, 1 pay Inf, be exP, little, Fut two pay Fut, and then, what, nonF 3 happen, to-pay, Neg be Neg, nonF be, land, if, had-been-given, nonF be, few, u.s.-government, authority, nonF be, that, house, Pl Pl build Prog Ag, be exP, Qualla, houses, 3 Pl say Prog Hab, that, here, 3 Pl possess, ni 3 become, that, much, Pl 3 let-go exP, house, on-top, 3 Pl build repP, nonF be, never, then, I, 1 possessed, 1 happen, nonF 1 fail, 1 pay Inf, house, 1 lose exP, nonF be, land, that exactly, 3 Pl much, 3 Pl afraid Prog, that and, same, Spec 3 become exP, these, you Pl become-same, woods in, Pl Pl live, 2 say Pres, that exactly, not, fast, nonF Pl 3 Pl accept, that is just the Indian way, english, with, 3 speak Inf"
,Cherokee Narratives,ᎦᏙᎲ ᎢᏣᏛᏁᎴ Ꭵ ᎡᎵᏊ ᏚᎾᏓᏂᎸᏣ,gadohv ijadvnele v eligw dundanilvje?,How did your people come to accept it?,,Interview with Wilbur Sequoyah,,53,Durbin Feeling,Durbin,Durbin,"what, you did, uh, possible, they accepted",gadohv3 ij-adv3nel-e3 v eligw23 d-u-n3-danilv3j-e3,"what, youPl do repP, uh, possible, Pl 3 Pl accept repP"
,Cherokee Narratives,Ꭵ ᎢᎦᏓᏃ ᎤᎾᏧᏴ ᏚᏂᎩᏒ ᏃᏊ ᏍᎩᎾ as time went on now ᎠᏂᎪᏩᏘᏍᎬ ᎣᏏ ᎨᎲᎢ ᏃᎴ ᏍᎩᎾ ᎤᏩᏌ ᎢᎬᏩᏅᏁᏗ ᏃᏊ ᎦᏌᏄ ᎣᏍᏓ ᎦᎵᏐᏕ ᎬᏩᏂᎩᏍᏗ ᎨᎲᎢ ᏃᏊ ᏓᏂᎪᏩᏘᏍᎬ ᏃᏊ ᎠᏴᏗ ᏃᏊ ᏍᏊ ᎭᏩᏚᎵ ᏍᎩᏳᏍᏗ ᏃᏊ ᎠᏂᏔᏲᎲ ᏃᏊ ᎡᎵ ᎬᏩᏂᎩᏍᏗ ᏭᏟᏰᎶᏢ,v igadno unatsuyv dunigisv now sgina as time went on now anigowhtisgv osi gehv?i nole sgina uwahsa igvwanvn now gasanu ohsd galsode gvwanigisd gehv?i now danigowahtisgv now aydi now sgwu hawaduli sgiyusdi now anitayohv now eli gvwanigisd wuhliye?hlv,"There were a few who readily accepted, and then when others saw that it was working for them, the rest followed.",,Interview with Wilbur Sequoyah,,54,Durbin Feeling,Wilbur,Wilbur,"uh, some, were among, they received, then, that, as time went on now, they saw, all right, it was, and, that, self, to do it, themselves, then, fast, good, house, they could get, was, now, as they saw, now, I, also, now, also, I want, that kind, now, they asked for, now, possible, they could get it, it got to the point",v igad3-no3 u-n-atsu3y-v d-u-n-igi3s-v no3 sgina3 as time went on now a-ni-gowhti3s-g-v osi3 geh-v3?i nole3 sgi3na3 u-wah3sa igv3w-anvn3di o3 gasanul ohsd galso23de3 gv-w-anigis-d geh-v4?i now23 d-a-n-igowahti23s-g-v now23 ay23-di now23 sgwu3 hawa-duli3 sgi-yu4sdi now23 a-ni-tayoh-v3 now23 eli3 gv-w-a-nigis-d wuhliye3?hlv,"uh, some and, 3 Pl be-among exP, Pl 3 Pl receive exP, then, that, as time went on now, 3 Pl see Prog exP, ok, be exP, and, that, 3 self, 3 do Inf, then, fast, good, house, 3 could-get, be exP, now, Pl 3 Pl see Prog exP, now, I also, now, also, 1 want, that kind, now, 3 Pl ask exP, now, possible, 3 could-get, because"
,Cherokee Narratives,ᏏᎮ ᎪᎱᏍᏗ,sihke gohusd?,Anything else?,,Interview with Wilbur Sequoyah,,55,Durbin Feeling,Wilbur,Wilbur,"still, something",sihke3 gohusd?,"still, something"
,Cherokee Narratives,ᎪᏪᎵ ᏗᏣᏁᏍᏗ ᏱᏦᏪᎳᏅ ᏱᏍᎩᏁᎳ ᏱᏕᎾᏓᏙᎮᎳᏏ ᎪᏪᎵ ᎠᎯᎢᎵᏒ ᏱᏣᏚᎵ,gohwel dijanesdi yijohwelan yiskinel yidendadohwelas gohwel ahli?ilisv yijaduli,"If you would give me your address, we could correspond.",,Interview with Wilbur Sequoyah,,56,Durbin Feeling,Durbin,Durbin,"letters, where you get, if you write, if you give me, we could write to each other, letters, sometime, if you want",gohwel d-ij-anes-di3 yi-j-o23hwe34lan yi-ski3-nel34 y-i-de-n3-dadohwe23las32 gohwel ahli3?ili3sv yi-j-adu3li,"letter, Dst you-all get Inf, nonF 2 write, nonF you/me give, nonF Pl you/I write each-other, letter, sometime, nonF 2 want"
,Cherokee Narratives,ᎣᏏᏊ ᎨᏍᏗᏃ ᏗᎪᏪᎵᏍᎩ ᏱᎩ ᏥᎦ ᎭᏎᏃ ᏰᎵᏊ ᏍᎦᏃᎵ ᎠᏉᏪᎶᏗ ᎦᏲᏟ ᏍᏊ Ꮟ ᎦᏙᎴᏆ ᏗᏉᏪᎶᏗ,ohsigw gesdno digowelisg yig jiga haseno yeligw sganol agwowelod gayotli sgwu si gadolehgwa digwowelodi,"That would be all right, although I am just now learning.",,Interview with Wilbur Sequoyah,,57,Durbin Feeling,Wilbur,Wilbur,"good, and, written, not, much, but, possible, slow, I could write, a little, also, still, I am learning, to write",ohsi-gw23 gesd3-no di-g-owelisg3 y-ig j-iga3 hase3no y-eligw3 sganol3 agw-owe3lod gayolh3 sgwu ki3 g-adoleh3gwa di-gw-owelodi3,"good just, not and, Pl 1 write, nonF bePl, quantity, but, nonF possible, slow, 1 write, a-little, also, just now, 1 learn, Pl 1 write"
,Cherokee Narratives,ᏍᎩᏛ ᎿᏛᏁᎲ ᏱᏕᎭᏕᎰᎶᏆ,sgidv hnadvnehv yidehadehlogw,That’s how you can learn.,,Interview with Wilbur Sequoyah,,58,Durbin Feeling,Durbin,Durbin,"that, as you do, you will learn",sgi-dv3 h-n-adv3neh-v yi-de23-ha3dehlogw3,"that Emp, 2 Spec do exP, nonF Pl 2 learn"
,Cherokee Narratives,ᏔᎵᏍᎪ ᏔᎵ ᎢᏯᏆᏕᏘᏴᏓ ᎨᏒ ᏓᏆᏕᎵᏆ ᏗᏉᎮᎶᏗ,ta?lsgo ta?li iyagwadetiyvd gesv dagwadelhgwa digwohwelodi,I was twenty-two years old before I started writing.,,Interview with Wilbur Sequoyah,,59,Durbin Feeling,Durbin,Durbin,"twenty, two, years old, was, I learned, to write",ta?l-sgo23 ta?li3 iya3gwadetiyvd23 ges-v3 d-agw-adel23hgw-a di-gw-ohwe23lo32-di,"two ten, two, year-old, be exP, Pl 1 learn Pres, Pl 1 write Inf"
,Cherokee Narratives,I learned how to read when I was ten ᏍᎪᎯ ᏯᏆᎠᏕᏘᏴᏓ ᎨᏒ ᏗᎩᎪᎵᎡᏗ ᎠᏆᏕᎵᏆ ᏗᏉᎮᎶᏗhᏃ ᏔᎵᏍᎪ ᏔᎵ ᎢᏯᏆᏕᏘᏴᏓ,I learned how to read when I was ten sgohi yagwadetiyvd gesv digigoliyedi agwadelhgwa digwohwelodinh ta?lsgoh ta?l iyagwadetiyvd,"I learned to read when I was ten, but I didn’t learn to write until I was twenty-two.",,Interview with Wilbur Sequoyah,,60,Durbin Feeling,Durbin,Durbin,"I learned how to read when I was ten, ten, years old, was, to read, when I learned, and to write, twenty, two, years old",I learned how to read when I was ten sgoh23 y-a3gw-adetiyvd23 ges-v3 di-gi-goli23ye32-di3 agw-adelh23gw-a di-gw-ohwe23lo32-di-nh23 ta?l32-sgoh ta?l32 iya3gwadetiyvd23,"I learned how to read when I was ten, ten, nonF 1 year-old, be exP, Pl 1 read Inf, 1 learn Pres, Pl 1 write Inf, and, two ten, two, years-old"
,Cherokee Narratives,ᎠᏂᏲᏍᎩ ᏥᏯᎥ ᎡᏣᏃ ᏣᎨᏒ ᏫᏓᏉᎮᎳᏁᎰ ᏗᏣᎳᎩᎭ ᏲᏁ ᎬᏗ ᏕᎪᏪᎵᏍᎪ,aniyosgi jiya?v ejihno jigesv widagwohwelaneho dijalagiha yoneg gvhd degowelisgo,"I was in the army, and my mother would write to me in Cherokee, and I’d write back in English.",,Interview with Wilbur Sequoyah,,61,Durbin Feeling,Durbin,Durbin,"military service, I was in, and my mother, who was, she would write to me, in Cherokee, English, with, I wrote back",a-n-iyo3s-g-i jiy-a3?-v e-ji23-hno3 ji-ges-v3 wi-d-agw-o3hwelaneh-o3 di-jalagi-ha3 yo3neg gvhd3 de-g-o32we23li32s-g-o3,"3 Pl be-soldier Prog Ag, 1 be-in exP, 1Pos mother and, Rel be exP, Tr Pl he/me write Hab, Pl cherokee in, english, with, Pl 1 write Prog Hab"
,Cherokee Narratives,ᏢᏴ ᎠᏆᏓᎾᏢ ᏗᏣᎳᎩ ᏙᏓᎪᏪᎳᏂ ᏔᎵ ᎾᏆᏁᎵᏔᏅ ᏓᏆᏕᎳᏆᎥ ᏗᏉᏪᎶᏗ,dlvyv agwadanhtehlv djalag dodagowelan ta?li nagwanelhtanv dagwadelhgwa?v digwohwelodi,Then I made myself write in Cherokee.,,Interview with Wilbur Sequoyah,,62,Durbin Feeling,Durbin,Durbin,"finally, I thought, Cherokee, I am going to write, two, attempts, I learned, to write",dlv32yv3 agw-adanhte23hl-v3 di-jalag do-d-ag-o32we23lan32 ta?l32 n-agw-a3nelhta3n-v3 d-agw-adelhgwa3?-v3 di-gw-ohwe23lo32-di3,"finally, 1 think exP, Pl cherokee, Fut Pl 1 write, two n, 1 attempt exP, Pl 1 learn exP, Pl 1 write Inf"
,Cherokee Narratives,ᏍᎩ ᏱᏂᏣᏛᏁᎵ ᏍᏊ ᏯᏕᎶᏆ ᏗᏦᏪᎶᏗ,sgi yinjadvnel sgwu hyadelohgwa dijowelodi,"If you’ll do that, you’ll learn.",,Interview with Wilbur Sequoyah,,63,Durbin Feeling,Durbin,Durbin,"that, if you do, also, you will learn, to write",sgi3 yi-n-j-adv32nel23 sgwu yi-de23h-a3dehlohgw3 di-j-owe23lo32-di3,"that, nonF Spec 2 do, also, nonF Pl 2 learn, Pl 2 write Inf"
,Cherokee Narratives,ᎠᏴᏗ ᏅᎭᏍᎪ ᏯᏆᏕᎲ ᎤᎶᏒᏍᏗ ᎡᎵᏍᏗ ᎨᎮ ᎩᎳ,aydi nvhasgo yagwadehyv ulohsvsd elisd gehe kil,I think I’ll be forty years old before I learn.,,Interview with Wilbur Sequoyah,,64,Durbin Feeling,Wilbur,Wilbur,"I, forty, years old, past, probably, will be, until",ay-di3 nvh3a-sgo3 y-a3gw-adehy-v3 ulohsvsd3 e34lisd geh-e3 kil,"I also, four ten, nonF 1 year-old exP, past, probably, be repP, until"
