ID,Source,Syllabary,Transliteration,English,Audio,Story,Chapter,Line,Author,Speaker,,Word-by-word Literal Translation,Cherokee Morphemes,English Morphemes (Gloss)
,Cherokee Narratives,ᎢᎤᎾᏨᏌᏃ ᏃᏊ ᎣᏍᏓᏊ ᏭᏂᎶᏎ ᎢᎸᏢᎢᏊ ᏫᏂᏚᏂᏃᎵᏥᏢᎾ,i?unajvsahno nogwu osdagwu wunilose ilvhdlv?igwu winiduninolhjihlvna,They faced about and started toward their home and reached their destination with no problem.,,Little People,,14,Durbin Feeling,,,"and when they turned around, then, just good, they went, without somewhere, them bumping into it",i?-u-n-ajvs-a-hno nogwu osda-gwu w-u-ni-los-e ilvhdlv?i-gwu wi-ni-id-u-ni-nolhjihlv-na,"Rep 3 Pl turn recP and, then, good just, Tr 3 Pl go-again repP, without-somewhere just, Tr Neg Pl 3 Pl bump-into recP Neg"
,Cherokee Narratives,ᎡᏚᏚ ᏥᎨᏒ ᎧᏃᎮᏍᎪ ᎥᏍᎩᏃ ᎤᏃᎮᏓ ᎤᎵᏏ ᏥᎨᏒ ᎾᎯᏳ ᏗᎧᎸᎬ ᎠᏏ ᏥᏗᏁᎮ ᎠᏂᏣᎳᎩ Ꮩ ᎡᏘᏴ ᏥᎨᏒ,edudu jigesv kanohesgo vsgino unoheda ulisi jigesv nahiyu dikalvgv asi jidinehe anijalagi do etiyv jigesv,My grandfather tells me a story told by his grandmother when the Cherokees were still living in the east quite a long time ago.,,Origin of Evil Magic,,1,Homer Snell,,,"my grandfather, who was, he tells, and, told by, his grandmother, who was, then, to the east, yet, when they lived there, Cherokees, really, long ago, who was",e-dudu ji-ges-v ka-nohes-g-o vsgi-hno u-n-ohed-a u-lisi ji-ges-v nahiyu dikalv-gv asi ji-di-n-eh-e a-ni-jalagi do etiyv ji-ges-v,"1Pos grandfather, Rel be exP, 3 tell Prog Hab, that and, 3 Pl tell Pres, 3Pos grandmother, Rel be exP, then, in-east, yet, Rel Pl Pl live repP, 3 Pl cherokee, really, long-ago, Rel be exP"
,Cherokee Narratives,ᎤᏁᎳᏅᎯ ᏚᏁᎴ ᎡᎵᏍᏗ,unelanvhi duhnele elisdi,"The Creator, it seems, gave them a gift.",,Origin of Evil Magic,,2,Homer Snell,,,"God, he gave them, it seems",unehla d-u-n-l-e elisi,"god, Pl 3 Pl give repP, seem"
,Cherokee Narratives,ᎾᏗ ᎧᏃᎮᏍᎬ Ꮎ ᏓᎾᏓᏁᏎ ᏣᎾᏗ ᎫᏍᏗ ᏣᎾᏓᏛᏁ,nadi kanohesgv na danadanese janadi gusdi janadadvne,"He was talking about that which they call conjuring, when they do things to one another.",,Origin of Evil Magic,,3,Homer Snell,,,"that is, he was talking about, that, they conjure each other, which they say, something, they do to you",na k-a-n-ohes-g-v na d-a-n-ada-nes-e j-a-n-adi gusdi j-a-n-ada-dvn-e,"that, 3 Pl talk Prog exP, that, Pl 3 Pl Refl conjure repP, Rel 3 Pl say, something, Pl 3 Pl Refl do repP"
,Cherokee Narratives,ᎾᏍᎩ ᎠᏎᏃ Ꮭ ᎥᏍᎩ ᎢᏳᏅᏙᏗ ᏱᎨᏥᏁᎴ,nasgi asehno hla vsgi iyunvdodi yigejinele,But that was not the purpose of the gift.,,Origin of Evil Magic,,4,Homer Snell,,,"that, but, not, that, in order to use it, if it was given to them",nasgi ase-hno hla vsgi iyunvdodi yi-g-eji-n-el-e,"that, but, not, that, for-that-purpose, nonF 3Pl Pas give Dat repP"
,Cherokee Narratives,ᎤᎾᎵᏍᏓᏴᏗ ᎤᏂᏩᏛᏙᏗ ᎨᏥᏁᎴ ᎫᏍᏗ ᎤᏂᎯᏍᏙᏗ ᎪᎱᏍᏗ,unalisdayvdi uniwadvdodi gejinele gusdi unihisdodi gohusdi,It was given to them for the purpose of getting food by killing something.,,Origin of Evil Magic,,5,Homer Snell,,,"their food, for them to find with, it was given to them, something, for them to kill it with, something",u-n-alisdayv-di u-ni-wadvdo-di g-eji-nel-e gusdi u-ni-hisdo-di gohusdi,"3 Pl feed Inf, 3 Pl find Inf, 3 Pl Pas give Dat repP, something, 3 Pl kill Inf, something"
,Cherokee Narratives,ᎠᏃᏢᏍᎨ ᎡᎵᏊ Ꭸ ᎢᏴ ᎬᎴ ᎡᎵ ᎪᎱᏍᏗ ᎬᏩᏂᎯᏍᏗ ᎠᏫ ᏱᎩ ᎠᎴ ᎪᎱᏍᏗ ᎢᎾᎨ ᎡᎯ ᏍᎩᏃ ᎠᏁᎮ,anodlvsge eligwu ge iyv gvle eli gohusdi gvwanihisdi awi yigi ale gohusdi inage ehi sgino anehe,They made something that they could kill a deer with from a distance or other animals.,,Origin of Evil Magic,,6,Homer Snell,,,"they made it, it was possible, over there, from there position, it was possible, something, for them to kill, deer, for example, and, something, wild game, dweller, and that, there were",a-n-ohlvs-g-e eli-gwu ge iyv gvle eli gohusdi gv-wa-ni-his-di awi y-igi ale gohusdi inage eh-i sgi-no a-n-eh-e,"3 Pl make Prog repP, possible just, over there, from position, possible, something, 3pl kill Inf, deer, nonF be, and, something, forest, dwell Ag, that and, 3 Pl live repP"
,Cherokee Narratives,ᎠᏂᏃᎭᎵᏙ ᎠᏂᏔᎵ ᎠᏗᏍᎪ,aninohalido anitali adisgo,"And there were two hunters, they say.",,Origin of Evil Magic,,7,Homer Snell,,,"hunters, two of them, he says",a-ni-nohalido a-ni-tali a-dis-g-o,"3 Pl hunt, 3 Pl two, 3 say Prog Hab"
,Cherokee Narratives,ᎠᏂᏃᎭᎵᏙᎲ ᏌᏊᏃ ᏧᎾᏔᎾ ᏓᎯᎮ ᏣᏗᎲ,aninohalidohv sagwuno junatana dahihe jadihv,"As they hunted, one of them would kill large deer, he said.",,Origin of Evil Magic,,8,Homer Snell,,,"while they were hunting, and one, big ones, he would kill, he was saying",a-ni-nohali-doh-v sagwu-no j-u-n-atana ahwi d-a-hih-e j-a-dih-v,"3 Pl hunt exP, one and, Pl 3 Pl big, deer, 3 Pl kill repP, Pst 3 say exP"
,Cherokee Narratives,ᏐᎢᏃ ᎤᏠᎨ ᎤᏔᏂᏓ ᏧᎾᏍᏗ ᏓᎯᎮ ᏣᏗᎲ,so?ino udloge utanida junasdi dahihe jadihv,"And the other one couldn't find a big one, he just killed small ones, he said.",,Origin of Evil Magic,,9,Homer Snell,,,"and the other, he couldn't find, a bigger one, small ones, he would kill, he was saying",so?i-no u-dlo-g-e utan-ida j-u-n-asdi d-a-hih-e j-a-dih-v,"other and, 3 search-in-vain Prog repP, big more, Pl 3 Pl small, Pl 3 kill repP, Pst 3 say exP"
,Cherokee Narratives,ᎤᏩᏳᏤ ᏣᏗᎲ,uwayuje jadihv,The one that was killing small ones got jealous.,,Origin of Evil Magic,,10,Homer Snell,,,"he became jealous, he was saying",uw-ayuj-e j-a-dih-v,"3 get-angry repP, Pst 3 say exP"
,Cherokee Narratives,Ꮎ ᏧᎾᏍᏗ ᏗᎯᎯ ᎠᏫ ᏗᎯᏍᏙᏗ ᏓᏥᏴᏓᏁᎵ ᏓᏥᎵ Ꮎ ᎠᏫ ᏧᎾᏔᎾ ᏥᏓᎯᎭ ᎤᏛᏁ ᏣᏗᎲ,na junasdi dihihi awi dihisdodi dajiyvdaneli dajili na awi junatana jidahiha udvne jadihv,"He said, ""I'm going to use the thing to kill deer with on him and kill him,"" he said.",,Origin of Evil Magic,,11,Homer Snell,,,"the small ones, killer, deer, to kill with, I am going to use on him, I am going to kill him, that, deer, big ones, the one who is killing them, he said, he was saying",na j-u-n-asdi di-hih-i awi di-his-dodi da-jiy-vdan-el-i da-j-il-i na awi j-u-n-atana ji-d-a-hih-a u-dvn-e j-a-dih-v,"that, Pl 3 Pl small, Pl kill Ag, deer, Pl kill Inf, Fut 1 use-on Dat Fut, Fut 1 kill Fut, that, deer, Pl 3 Pl big, Rel Pl 3 kill Pres, 3 say repP, Pst 3 say exP"
,Cherokee Narratives,ᏍᎩᎾ ᎤᏮᏔᏁ ᏧᏍᏓᏲᏓᏃ ᎠᏗᎰ Ꮎ ᎸᏢ ᎠᏴᏓᏆᎶᏍᎩ ᎤᏩᏂᎸ ᏥᏂᏚᏍᏙ Ꮎ ᏧᎵᏍᏡᏴ ᎥᏍᎩᏃ ᎢᏳᏍᏗ ᏓᏃᏢᏗᎮ ᏣᏗᎲ ᏧᏂᏲᏍᏙᏗ,sgina uwvtane jusdayodano adiho na lvdlv ayvdagwalosgi uwanilv jinidusdo na julisdluyv vsgino iyusdi danodlvdihe jadihv juniyosdodi,"He used that, he says, where there's a tree struck by lightning and there are slivers, that's what they used, he said, to shoot them with.",,Origin of Evil Magic,,12,Homer Snell,,,"that, he used, tree struck by lightning, he says, that, somewhere, thunder, which was struck by, that exists, that, that were split, and that, like it, they made out of them, he was saying, to shoot them with",sgina uw-tan-e j-u-sdayod-a-no a-dih-o na lvdlv a-yvdagwalos-g-i u-wanil-v ji-ni-du-sd-o na j-u-lisdluy-v vsgi-no iyusdi d-a-n-odlvdih-e j-a-dih-v j-u-ni-yos-dodi,"that, 3 use repP, Rel 3 struck-by-lightning recP and, 3 say Hab, that, somewhere, 3 thunder Prog Ag, 3 strike exP, Rel Pl exist Hab, that, Pst 3 split exP, that and, like-that, Pl 3 Pl make-out-of-them repP, Pst 3 say exP, Pl 3 Pl shoot Ins"
,Cherokee Narratives,ᏝᏅ ᏯᏆᏅᏔ ᎪᎱᏍᏗ ᏯᎾᏗ ᏗᎪᏍᏓᏱᏍᎩᏂ ᏂᏓᏅᏁᎮ ᏃᏊᏅ Ꮎ ᎠᏥᎸᎯ ᏗᎪᏰᎲ ᏂᏓᏅᏁᎮ ᏃᏊᏅ ᎯᎠ ᏄᏍᏛ ᏓᏂᏝᏗᏍᎨ ᏓᎾᏍᎪᎵᏰᏍᎨ ᎠᏗ ᎫᏍᏗ ᎠᏎ ᎠᎾᏗᏍᎨ,tlanv yagwanvta gojusdi yanadi digosdayisgini nidanvnehe nogwunv na ajilvhi digoyehv nidanvnehe nogwunv hi?a nusdv danitladisge danasgoliyesge adi gusdi ase anadisge,"I don't know if they would say anything, but they would make them real sharp, and then they would burn the tips and put them right here, and they would rub them together, and I guess they would say something.",,Origin of Evil Magic,,13,Homer Snell,,,"and not, I don't know, something, if they say, sharp ones however, they made them, and then, that, in the fire, heated, they would do, and then, this, place, they would lay them on, they would rub them, I guess, something, I guess, they would say",hla-nv y-agw-onvt-a gohusdi y-a-n-adi di-gosdayi-sgini ni-d-a-n-vneh-e nogwu-nv na ajilv-hi di-goyehv ni-d-a-n-vneh-e nogwu-nv hi?a nusdv d-a-ni-nladis-g-e d-a-n-asgoliyes-g-e adi gusdi ase a-n-adis-g-e,"not and, nonF 1 know Pres, something, nonF 3 Pl say, Pl sharp but, Spec Pl 3 Pl make repP, then and, that, fire in, Pl heated, Spec Pl 3 Pl do repP, then and, this, place, Pl 3 Pl lay-on Prog repP, Pl 3 Pl rub Prog repP, possibly, something, perhaps, 3 Pl say Prog repP"
,Cherokee Narratives,ᏱᏭᏂᎪ ᎪᎱᏍᏗ ᎢᏳᏍᏗ ᎤᎾᏚᎵᏍᎬ ᏃᏉᏅ ᎤᎿ ᎢᏗᏢ ᏳᏂᎧᏔᏓ ᏳᎾᏦᏔᎭᏊ ᎠᏝᏫᏗᏍᎨ ᎤᏠᏱᏊ ᎦᏂ,yiwunigo gohusdi iyusdi unadulisgv nogwenv uhna ididlv yunikatada yunajotahagwu atlawidisge udloyigwu gani,"And when they would see something that they wanted, they would point the sliver in that direction and blow on it, and it would fly just like a bullet.",,Origin of Evil Magic,,14,Homer Snell,,,"when they saw it at a distance, something like, the one they wanted, and then, there, toward, when they would point, and when they just blow on it, it would fly, same as, a bullet",yi-w-u-ni-go gohusdi iyusdi u-n-adulis-g-v nogwu-nv uhna idi-dlv y-u-ni-katad-a y-u-n-ajotah-a-gwu a-tlawidis-g-e udloyi gwu ga?ni,"nonF Tr 3 Pl see, something like, 3 Pl want Prog exP, then and, there, toward, nonF 3 Pl point Pres, nonF 3 Pl blow-on Pres just, 3 fly Prog repP, same just, bullet"
,Cherokee Narratives,ᎦᏅᎨᏃ ᎪᎱᏍᏗ ᎤᎾᏫᏃ ᎠᏰᏟ ᎦᎶᏍᎨ,ganageno gohusdi unawino ayehli galosge,And the thing would fall to the ground as it passed through the heart.,,Origin of Evil Magic,,15,Homer Snell,,,"and it would fall, something, in the heart, in the middle, it would go through",ganvge-no gohusdi unawi-no ayehli g-alos-g-e,"3 fall Hab, something, heart-in and, in-the-middle, 3 go-through Prog repP"
,Cherokee Narratives,ᏃᏊᎴᏅ Ꭰ ᎾᏅᎦ ᎤᏃᏰᏂ ᎠᏊᏅ Ꮲ ᏙᏗᎦᎶᏍᎨ ᏓᏝᏗᏥᎯᎮ ᏓᏂᏍᏆᏂᎪᏗᎮ,nogwulenv a nanvga unoyeni agwunv dlv dodigalosge datladijihihe dinisgwanigodihe,"And when they would go like this with their hand, they would come from somewhere nearby and land on the hand, and they would save them.",,Origin of Evil Magic,,16,Homer Snell,,,"and then also, this, when they did, their hand, close by somewhere, they would come from, they would land, they would put them away",nogwu-le-nv a n-a-n-v-g-a j-u-n-oyeni agwu-nv dlv do-di-galos-g-e d-a-tladi-ji-hih-e d-a-ni-sgwanigodih-e,"then also and, this, Spec 3 Pl do Prog Pres, Pl 3 Pl hand, close-by and somewhere, Dst Pl go-past Prog repP, Pl 3 land come repP, Pl 3 Pl save repP"
,Cherokee Narratives,ᏃᏊᎴ ᎥᏍᎩᏃ ᎾᎬᏁᎴ ᎠᏗᎲ Ꮎ ᏧᎾᏔᎾ ᎠᏫ ᏗᎯ ᏧᎾᏍᏗ Ꮎ ᎠᏫ ᏗᎯ ᎤᏩᏳᏨ Ꭸ ᎢᏴ ᎬᎴ,nogwule vsgino nagvnele adihv na junatana awi dihi junasdi na awi dihi uwayujv ge iyv gvle,"That's what was done to the one who killed big deer, he said, when the one who killed the small deer got jealous.",,Origin of Evil Magic,,17,Homer Snell,,,"and then, and that, was done to him, he said, that, big ones, deer, killer, small ones, that, deer, killer, as a jealous person, there, from position",nogwu-le vsgi-no n-agv-nel-e a-dih-v na j-u-n-atana awi d-i-h-i j-u-n-asdi na awi d-i-h-i uw-ayuj-v ge iyv gvle,"then and, that and, Spec 3Pas do repP, 3 say exP, that, Pl 3 Pl big, deer, Pl kill Ag, Pl 3 Pl small, that, deer, Pl kill Ag, 3 get-jealous exP, there, from position"
,Cherokee Narratives,ᎠᏫ ᏥᏂᏥᏴᏁᎰ ᎥᏍᎩ ᏂᏓᏥᏴᏁᎵ ᎤᏛᏁ ᏙᎯᏳᏅ ᎥᏍᏊ ᏍᎩ ᎾᎬᏁᎴ ᏣᏗᎲ,awi jinijiyvneho vsgi nidajiyvneli udvne dohiyunv vsgwu sgi nagvnele jadihv,"""I'll do to him what I do to kill a deer from a distance,"" he said.",,Origin of Evil Magic,,18,Homer Snell,,,"deer, that which I do to it, that, I will do to him, he said, and for sure, also, that, it was done to him, he said",awi ji-ni-ji-yvneh-o vsgi ni-da-ji-yvn-el-i u-dvn-e dohiyu-nv vsgwu sgi n-agv-n-el-e j-a-dih-v,"deer, Rel Spec 1 do Hab, that, Spec Fut 1 do Dat Fut, 3 say repP, certainly and, also, that, Spec I/him do Dat repP, Pst 3 say exP"
,Cherokee Narratives,ᎾᎯᏳ ᎤᏂᏲᏤᎴ ᎠᏗᎲ ᎤᎾᎵᏍᏕᎸᏙᏗ ᎨᎦᏓᏁᎳᏁᎸ,nahiyu uniyochele adihv unalisdelvdodi gehv gegadanelanelv,It was then that the gift that was provided for them was ruined.,,Origin of Evil Magic,,19,Homer Snell,,,"then, it was ruined, he said, their aid, that was, that was provided them",nahiyu u-ni-yochel-e a-dih-v u-n-alisdelvdo-di geh-v geg-ada-nelan-el-v,"then, 3 Pl ruin repP, 3 say exP, 3 Pl aid Inf, be exP, they/them conjure Dat exP"
,Cherokee Narratives,ᏧᎾᏓᎯᏍᏙᏗᏊ ᏭᎾᏓᏁᏟᏴᏍᏔᏁ,junadahisdodigwu wunadanedliyvstane,It just turned to something to kill each other with.,,Origin of Evil Magic,,20,Homer Snell,,,"just something for them to kill each other with, it turned into",j-u-n-ada-hisd-odi-gwu w-u-n-adanedliyvs-tan-e,"Rel 3 Pl Refl kill Inst just, Tr Pl turn-into Caus repP"
,Cherokee Narratives,ᎤᎿ ᏧᏓᎴᏅᎮ ᏗᎾᏓᏁᏎᏍᎩ ᏄᎵᏍᏔᏁ ᎠᏗᏍᎬ ᎧᏃᎮᏍᎩ,uhna judalenvhe dinadanesesgi nulistane adisgv kanohesgi,"That's where the conjuring started, he said, telling his story.",,Origin of Evil Magic,,21,Homer Snell,,,"there, it began, conjurers of each other, it happened, he said, the one who tells it",uhna j-u-dalenvh-e di-n-adaneses-g-i n-u-listan-e a-dis-g-v ka-nohes-g-i,"there, Pl 3 begin repP, Pl Pl conjure Prog Ag, Spec 3 happen repP, 3 say Prog exP, 3 tell Prog Ag"
,Cherokee Narratives,ᎮᏘᏴᏃ ᎪᎯᏗᏃ ᏙᎯᏳ ᎡᏘᏴ ᎬᏛᏗ ᏙᎯᏳ Ꭿ ᏥᏓᏥᏃᎮᏟ,hetiyvno gohidino dohiyu etiyv gvdvdi dohiyu hi jidajinohetli,"This story that I'm going to tell happened many years ago, a very long time ago.",,Spearfinger,,1,Annie Jessan,,,"and long ago, too long, really, long time, you can say, really, this, I am going to tell",hetiyv-no gohi di-no dohiyu e3tiyv g-v-dv-di dohiyu hi ji-da-ji32-nohelh23,"long-ago and, long and, really, long time, 3 can-say Inf, really, this, Rel Fut 1 tell"
,Cherokee Narratives,ᏴᎩᎤᏩᏍᎩ ᏚᏙᎡ ᎡᎮ ᎠᎨ,yvgi?uwasgi dudo?e ehe age,"There was a woman called ""Spearfinger.""",,Spearfinger,,2,Annie Jessan,,,"Spearfinger, her name was, she lived, woman",yv3gi u-wasgi d-u-do3?-e3 e-h-e3 age3,"spear 3 finger, Pl 3 named repP, 3 live repP, woman"
,Cherokee Narratives,ᏍᎩᏃ ᏅᎩ ᎢᏯᏂ ᎠᏂᏃᎭᎵᏙ ᎤᎾᏂᎩᏎ ᏧᎾᏓᎵ ᏚᎾᏘᏅᏎ ᏍᎩᏃ ᎦᏚᏏ ᎤᎾᏅᏓᏕ ᎤᎿ ᎤᏂᎷᏤ ᎤᏂᏃᎭᎵᏓᏍᏗ Ꮓ ᏐᏭ ᏣᏥᏯᏅᎮ ᎨᏴ ᏗᎦᏙᎨ ᏍᎩᎾ ᏴᎩᎤᏩᏍᎩ,sgino nvgi iyani aninohalido unanigise junadali dunatinvse sgino gadusi unanvdade uhna uniluje uninohalidasdi no sowu jajiyanvhe geyv digadoge sgina yvgi?uwasgi,"Four hunters took their wives hunting with them one day, and when they reached the rocky mountain where they thought their hunting place was, they saw a woman standing off at a distance.",,Spearfinger,,3,Annie Jessan,,,"that, four of them, hunters, they left, their spouses, they took with them, and that, on a hill, they remembered, there, they arrived, their place of hunting, then, one, she was called, over there, she was standing, that, Spearfinger",sgi-no3 nv3gi iyani a-ni-nohalido u-n-ani gis-e3 j-u3-n-ada3li d-u-n-atinv3s-e3 sgi3-no gadusi u-n-anvda3d-e3 uhna3 w-u3-n-i luj-e u3-ni3-no3ha3li3da4s-di no3 sowu j-aji32y-anvh-e ge3yv di-g-ado32-g-e3 sgina3 yvgi u-wasgih3,"that and, four, number, 3 Pl hunt, 3 Pl leave repP, 3 Pl spouse, Pl 3 Pl take-along repP, that and, hill-on, 3 Pl remember repP, there, Tr 3 Pl arrive repP, 3 Pl hunt Inf, then, one, Pl 3Pas be-called exp, over-there, Dst 3 stand Prog repP, that, spear 3 finger"
,Cherokee Narratives,ᎠᎴ ᎤᏩᏰᏑᎦᏢ ᎠᏃᏎᎰ ᏍᎩᎾ ᎨᎾ ᏘᎾ ᏗᎬᎢᏏ ᎤᏬᎮᎴᎢᏅ,ale uwayesugatlv anoseho sgina kena tina digv?isi uwoheleinv,"She called to one of the wives to come to her: ""Let me check you for lice,"" she told the wife.",,Spearfinger,,4,Annie Jessan,,,"and, one with a finger, they called, that, come, lice, let me kill them for you, they told her",ale3 uw-aye23sugadlv a3-n-oseh-o32 sgina3 k-e3n-a tina di-gv3-is-i uw-ohe231-e3?i3-no3,"and, 3 fingernail, 3 Pl call Hab, that, 2 come Imp, louse, Pl I/them kill Imp, 3 tell repP and"
,Cherokee Narratives,ᎠᎨ ᏃᎴ ᎤᏪᏅᏎ ᎮᎾ ᎤᏃᎮᎴᏅ,age nole uwenvse hena unohelenv,She went because the others told her to go.,,Spearfinger,,5,Annie Jessan,,,"woman, and, she went, go, they told her",age3 nole3 uw-env3s-e3 h-en-a u-n-ohe231l-e3n-v3,"woman, and, 3 go repP, 2 go Imp, 3 Pl tell Dat exP"
,Cherokee Narratives,ᏭᎷᏣᏃ ᎤᏙᏳᏃ ᏘᎾ ᏥᏓᏲᏎᎰ ᎢᏳᏍᏗ ᏄᏩ ᏄᏛᏁᎴ,wulujano udoyuno tina jidayoseho iyusdi nuwa nudvnele,"When she reached the place where ""Spearfinger"" was, sure enough, she acted like she was checking her for lice.",,Spearfinger,,6,Annie Jessan,,,"and when she arrived there, and really, lice, as though she was looking for, like, [false start], she did",w-u3-luj-a-no23 udoyu-no tina ji-da-yos-e3h-o iyusd3 n-u-dv3nel-e3,"Tr 3 arrive Pres and, really and, lice, as Pl look-for Dat Hab, like, Spec 3 do repP"
,Cherokee Narratives,ᎠᏎᏃ ᏓᎯᎮᏊᏃ ᎠᏂᎨ,aseno dahihegwuno anige,But she killed her instead.,,Spearfinger,,7,Annie Jessan,,,"however, but she was killing them, women",ase3no3 d-a-hih-e3-gwu3-no3 a-ni-ge3,"however, Pl 3 kill repP just and, 3 Pl woman"
,Cherokee Narratives,ᎥᏍᎩ ᎠᎴ ᏔᎵᏁ ᎤᎾᏂᎩᏌ ᏍᏊ ᏍᎩᏊ ᎢᏯᏂ ᏅᎩ ᏃᏊ ᏦᏊ ᏚᎾᏘᏅᏎ ᏧᎾᏓᎵ,vsgi ale taline unanigisa sgwu sgigwu iyani nvgi nogwu jogwu dunatinvse junadali,"The next time the four hunters went hunting, one of them was without a wife, but the others had theirs.",,Spearfinger,,8,Annie Jessan,,,"that, again, second, when they left, also, just that, of them, four, then, three, they took them, their spouses",vsgi3 ale tali-ne3 u-n-ani3gis sgwu3 sgi-gwu iya3ni nvgi23 nogwu jo-gwu3 d-u-n-atinv3s-3e j-u-n-adali,"that, and, two Ord, 3 Pl leave, one, that just, in-number, four, then, 3 just, Pl 3 Pl take repP, Pl 3 Pl spouse"
,Cherokee Narratives,Ꮎ ᏍᎩᏅ ᏍᎩ ᎾᏥᏪᎮᎴ ᎤᏦᏱᏊ ᎨᎾ ᎠᎪᎮᎴ,na sginv sgi najiwehele ujoyigwu kena agohele,"Again ""Spearfinger"" called out to one of the wives and killed her, too.",,Spearfinger,,9,Annie Jessan,,,"that, that, that, she was told, just the same, come, she was told",na3 sgi-nv sgi3 n-aji-wehe231-e3 ujo3yi-gwu k-e3n-a a-g-ohe231-e3,"that, that and, that, Spec 3Pas tell repP, same just, 2 come Imp, 3Pas tell repP"
,Cherokee Narratives,ᏃᏊ Ꮠ ᎠᏂᎩᏍᎨ Ꮎ ᏯᏂ ᎠᏂᎨ ᏚᏂᏲᎱᏎᎴ ᏐᏊ ᏳᏭᎷᏣ ᏍᎩᏃ ᎠᏥᎢᎮᏊᏃ ᏦᎢ ᏌᏛᏗ ᏥᏓᏗᏍᎪ ᎢᏳᏍᏗ ᎠᏥᏌᏛᏁᏃ ᏍᎩᎾ ᎤᏩᏍᎩ ᎾᎿ,nogwu so ahnigisge na yani anige duniyohusele sogwu yuwuluja sgino aji?ihegwuno jo?i sadvdi jidadisgo iyusdi ajisadvneno sgina uwasgi nahna,"They lost three women that way, and finally they set a trap for ""Spearfinger.""",,Spearfinger,,10,Annie Jessan,,,"and then, other, she would go, that, of them, women, they lost, one, as she arrived, and that, they would just kill her, three, trap, as we say, like, and she was trapped, that, Spearfinger, there",nogwu so3 a-ni3-gisg-e3 na3 ya3ni a-ni-ge3 d-u-ni-yohu23se3l-e3 sogwu3 y-uw-u3luj-a sgi-no3 aji-h-e3-gwu3-no3 jo?i3 sadvdi ji-d-a-di3s-g-o iyu4sdi aji-sadv32n-e3-no3 sgina3 uw-a3s-g-i nahna3,"then, other, 3 Pl go repP, that, in-number, 3 Pl woman, Pl 3 Pl lose repP, one, nonF 3 arrive Pres, that and, 3Pas kill repP just and, three, trap, Rel Pl 3 say Prog Hab, like, 3Pas trap repp and, that, 3 spear Prog Ag, there"
,Cherokee Narratives,ᎯᎠᏗ ᎿᏛᏁᎸ ᎠᎪᎮᎴ ᎠᎨᏲᏁ ᏍᎩᎾ ᎠᎨ ᏍᎩᎾ Ꮓ ᎠᏴᏃ ᎣᏥᏍᎦᏯ ᏓᏲᏣᏛᏅᎢᏍᏔᏂ Ꮎ ᎣᏥᏂᏴᏗ ᎨᎮᏍᏗ ᎤᏛᏁ,hi?adi hnadvnelv agohele ageyone sgina age sgina no ayvno ojisgaya dayojadvnv?istani na ojiniyvdi gehesdi udvne,"One woman was instructed on what to do, and ""we men will capture her,"" one man said.",,Spearfinger,,11,Annie Jessan,,,"and this, you do, she was told, she was taught, that, women, that, and, and I, we men, we will prepare, that, for us to grab her, it will be, he said",hi?a-di3 h-n-adv3nel-v ag-ohe231-e3 ag-eyo23n-e3 sgina3 age3 sgina3 no3 ayv-no3 uji-sgaya day-o23j-a3dvnvista3n-iy na3 oji-niyv4-di geh-e3sdi u-dvn-e3,"this and, 2 Spec do exP, 3Pas tell repP, 3Pas teach repP, that, woman, that, and, I and, 1 man, Fut they-and-I prepare Fut, that, they-and-I trap Inf, be Fut Prog, 3 say repP"
,Cherokee Narratives,ᏙᏃ ᎤᏂᏂᏴᎮ ᎠᎨ ᏴᎩᎤᏩᏍᎩ ᏧᏬᏰᏂ ᏚᎾᏢᎴ ᏍᎩᎾ,dono uniniyvhe age yvgi?uwasgi juwoyeni dunatlvle sgina,"Sure enough, they captured ""Spearfinger"" and bound her hands.",,Spearfinger,,12,Annie Jessan,,,"and truly, they caught her, woman, Spearfinger, her hands, they tied them up, that",do4-no u-ni-ni3yvh-e3 age3 yvgi-uw-as-gi j-uw-oye4ni d-u-n-adlv3l-e3 sgina3,"truly and, 3 Pl catch repP, woman, NonF 3 spear Prog Ag, Pl 3 hand, Pl 3 Pl tie-up repP, that"
